Finished,id,age,age_bin,MTurk_ID,group_id,study_id,zip,president,attention,effort,cCases_1_conf,cCases_2_conf,cCases_3_conf,aCases_1_conf,aCases_2_conf,aCases_3_conf,deaths_1_conf,deaths_2_conf,deaths_3_conf,rt,past_social_iso_1,futur_social_iso_1,time_to_stop_dist,lb,decrease,outcome,day,estimate,confidence
1,226,48,middle,A1PMK4HE9UYJ1J,g_2,2,75071,Donald Trump,6,10,80,79,80,60,60,60,60,60,60,178.626,90,90,4,393782,FALSE,deaths,1,17000,60
1,226,48,middle,A1PMK4HE9UYJ1J,g_2,2,75071,Donald Trump,6,10,80,79,80,60,60,60,60,60,60,178.626,90,90,4,393782,FALSE,deaths,2,25000,60
1,226,48,middle,A1PMK4HE9UYJ1J,g_2,2,75071,Donald Trump,6,10,80,79,80,60,60,60,60,60,60,178.626,90,90,4,393782,FALSE,deaths,3,38000,60
1,227,37,middle,A2A7O6KYJ9GS8A,ta_1,1,67439,Donald Trump,6,10,80,80,80,70,70,70,80,80,80,196.344,95,100,7,96968,FALSE,cCases,1,130000,80
1,227,37,middle,A2A7O6KYJ9GS8A,ta_1,1,67439,Donald Trump,6,10,80,80,80,70,70,70,80,80,80,196.344,95,100,7,96968,FALSE,cCases,2,180000,80
1,227,37,middle,A2A7O6KYJ9GS8A,ta_1,1,67439,Donald Trump,6,10,80,80,80,70,70,70,80,80,80,196.344,95,100,7,96968,FALSE,cCases,3,240000,80
1,227,37,middle,A2A7O6KYJ9GS8A,ta_1,1,67439,Donald Trump,6,10,80,80,80,70,70,70,80,80,80,196.344,95,100,7,96968,FALSE,aCases,1,200000,70
1,227,37,middle,A2A7O6KYJ9GS8A,ta_1,1,67439,Donald Trump,6,10,80,80,80,70,70,70,80,80,80,196.344,95,100,7,96968,FALSE,aCases,2,260000,70
1,227,37,middle,A2A7O6KYJ9GS8A,ta_1,1,67439,Donald Trump,6,10,80,80,80,70,70,70,80,80,80,196.344,95,100,7,96968,FALSE,aCases,3,310000,70
1,227,37,middle,A2A7O6KYJ9GS8A,ta_1,1,67439,Donald Trump,6,10,80,80,80,70,70,70,80,80,80,196.344,95,100,7,96968,FALSE,deaths,1,2500,80
1,227,37,middle,A2A7O6KYJ9GS8A,ta_1,1,67439,Donald Trump,6,10,80,80,80,70,70,70,80,80,80,196.344,95,100,7,96968,FALSE,deaths,2,4000,80
1,227,37,middle,A2A7O6KYJ9GS8A,ta_1,1,67439,Donald Trump,6,10,80,80,80,70,70,70,80,80,80,196.344,95,100,7,96968,FALSE,deaths,3,6000,80
1,228,56,middle,A3J0PZ3P3J90DU,ta_2,2,33914,trump,6,10,37,37,37,13,13,14,18,20,17,192.745,95,95,4,393782,FALSE,cCases,1,450000,37
1,228,56,middle,A3J0PZ3P3J90DU,ta_2,2,33914,trump,6,10,37,37,37,13,13,14,18,20,17,192.745,95,95,4,393782,FALSE,cCases,2,500000,37
1,228,56,middle,A3J0PZ3P3J90DU,ta_2,2,33914,trump,6,10,37,37,37,13,13,14,18,20,17,192.745,95,95,4,393782,FALSE,cCases,3,650000,37
1,228,56,middle,A3J0PZ3P3J90DU,ta_2,2,33914,trump,6,10,37,37,37,13,13,14,18,20,17,192.745,95,95,4,393782,FALSE,aCases,1,400000,13
1,228,56,middle,A3J0PZ3P3J90DU,ta_2,2,33914,trump,6,10,37,37,37,13,13,14,18,20,17,192.745,95,95,4,393782,FALSE,aCases,2,450000,13
1,228,56,middle,A3J0PZ3P3J90DU,ta_2,2,33914,trump,6,10,37,37,37,13,13,14,18,20,17,192.745,95,95,4,393782,FALSE,aCases,3,500000,14
1,228,56,middle,A3J0PZ3P3J90DU,ta_2,2,33914,trump,6,10,37,37,37,13,13,14,18,20,17,192.745,95,95,4,393782,FALSE,deaths,1,24000,18
1,228,56,middle,A3J0PZ3P3J90DU,ta_2,2,33914,trump,6,10,37,37,37,13,13,14,18,20,17,192.745,95,95,4,393782,FALSE,deaths,2,30000,20
1,228,56,middle,A3J0PZ3P3J90DU,ta_2,2,33914,trump,6,10,37,37,37,13,13,14,18,20,17,192.745,95,95,4,393782,FALSE,deaths,3,50000,17
1,229,29,young,A226LB4LFELJFI,g_2,2,11203,Donald Trump,6,10,94,90,95,89,93,98,94,94,95,274.048,93,94,4,393782,FALSE,cCases,1,400211,94
1,229,29,young,A226LB4LFELJFI,g_2,2,11203,Donald Trump,6,10,94,90,95,89,93,98,94,94,95,274.048,93,94,4,393782,FALSE,cCases,2,400723,90
1,229,29,young,A226LB4LFELJFI,g_2,2,11203,Donald Trump,6,10,94,90,95,89,93,98,94,94,95,274.048,93,94,4,393782,FALSE,cCases,3,401252,95
1,229,29,young,A226LB4LFELJFI,g_2,2,11203,Donald Trump,6,10,94,90,95,89,93,98,94,94,95,274.048,93,94,4,393782,FALSE,aCases,1,400241,89
1,229,29,young,A226LB4LFELJFI,g_2,2,11203,Donald Trump,6,10,94,90,95,89,93,98,94,94,95,274.048,93,94,4,393782,FALSE,aCases,2,400763,93
1,229,29,young,A226LB4LFELJFI,g_2,2,11203,Donald Trump,6,10,94,90,95,89,93,98,94,94,95,274.048,93,94,4,393782,FALSE,aCases,3,401292,98
1,229,29,young,A226LB4LFELJFI,g_2,2,11203,Donald Trump,6,10,94,90,95,89,93,98,94,94,95,274.048,93,94,4,393782,FALSE,deaths,1,12698,94
1,229,29,young,A226LB4LFELJFI,g_2,2,11203,Donald Trump,6,10,94,90,95,89,93,98,94,94,95,274.048,93,94,4,393782,FALSE,deaths,2,12709,94
1,229,29,young,A226LB4LFELJFI,g_2,2,11203,Donald Trump,6,10,94,90,95,89,93,98,94,94,95,274.048,93,94,4,393782,FALSE,deaths,3,12720,95
1,230,35,middle,A2E2UARVOVDR9Y,g_1,1,33064,Donald Trump,6,10,37,36,35,20,13,9,17,12,7,149.9,14,14,5,96968,FALSE,cCases,1,2000000,37
1,230,35,middle,A2E2UARVOVDR9Y,g_1,1,33064,Donald Trump,6,10,37,36,35,20,13,9,17,12,7,149.9,14,14,5,96968,FALSE,cCases,2,2300000,36
1,230,35,middle,A2E2UARVOVDR9Y,g_1,1,33064,Donald Trump,6,10,37,36,35,20,13,9,17,12,7,149.9,14,14,5,96968,FALSE,cCases,3,2700000,35
1,230,35,middle,A2E2UARVOVDR9Y,g_1,1,33064,Donald Trump,6,10,37,36,35,20,13,9,17,12,7,149.9,14,14,5,96968,FALSE,aCases,1,4000000,20
1,230,35,middle,A2E2UARVOVDR9Y,g_1,1,33064,Donald Trump,6,10,37,36,35,20,13,9,17,12,7,149.9,14,14,5,96968,FALSE,aCases,2,4400000,13
1,230,35,middle,A2E2UARVOVDR9Y,g_1,1,33064,Donald Trump,6,10,37,36,35,20,13,9,17,12,7,149.9,14,14,5,96968,FALSE,aCases,3,4900000,9
1,230,35,middle,A2E2UARVOVDR9Y,g_1,1,33064,Donald Trump,6,10,37,36,35,20,13,9,17,12,7,149.9,14,14,5,96968,FALSE,deaths,1,100000,17
1,230,35,middle,A2E2UARVOVDR9Y,g_1,1,33064,Donald Trump,6,10,37,36,35,20,13,9,17,12,7,149.9,14,14,5,96968,FALSE,deaths,2,110000,12
1,230,35,middle,A2E2UARVOVDR9Y,g_1,1,33064,Donald Trump,6,10,37,36,35,20,13,9,17,12,7,149.9,14,14,5,96968,FALSE,deaths,3,125000,7
1,231,33,middle,ADT6AD3LK64AH,ta_1,1,33618,Trump,6,5,62,70,64,47,65,79,56,66,73,168.303,64,68,5,96968,TRUE,cCases,1,2300,62
1,231,33,middle,ADT6AD3LK64AH,ta_1,1,33618,Trump,6,5,62,70,64,47,65,79,56,66,73,168.303,64,68,5,96968,TRUE,cCases,2,4700,70
1,231,33,middle,ADT6AD3LK64AH,ta_1,1,33618,Trump,6,5,62,70,64,47,65,79,56,66,73,168.303,64,68,5,96968,TRUE,cCases,3,10000,64
1,231,33,middle,ADT6AD3LK64AH,ta_1,1,33618,Trump,6,5,62,70,64,47,65,79,56,66,73,168.303,64,68,5,96968,TRUE,aCases,1,4000,47
1,231,33,middle,ADT6AD3LK64AH,ta_1,1,33618,Trump,6,5,62,70,64,47,65,79,56,66,73,168.303,64,68,5,96968,TRUE,aCases,2,10000,65
1,231,33,middle,ADT6AD3LK64AH,ta_1,1,33618,Trump,6,5,62,70,64,47,65,79,56,66,73,168.303,64,68,5,96968,TRUE,aCases,3,20000,79
1,231,33,middle,ADT6AD3LK64AH,ta_1,1,33618,Trump,6,5,62,70,64,47,65,79,56,66,73,168.303,64,68,5,96968,TRUE,deaths,1,30,56
1,231,33,middle,ADT6AD3LK64AH,ta_1,1,33618,Trump,6,5,62,70,64,47,65,79,56,66,73,168.303,64,68,5,96968,TRUE,deaths,2,100,66
1,231,33,middle,ADT6AD3LK64AH,ta_1,1,33618,Trump,6,5,62,70,64,47,65,79,56,66,73,168.303,64,68,5,96968,TRUE,deaths,3,300,73
1,232,23,young,AVCABJUW2OF1A,ta_2,2,73301,california,6,7,66,90,80,68,91,81,65,86,75,36.922,84,41,4,393782,TRUE,cCases,1,3,66
1,232,23,young,AVCABJUW2OF1A,ta_2,2,73301,california,6,7,66,90,80,68,91,81,65,86,75,36.922,84,41,4,393782,TRUE,cCases,2,2,90
1,232,23,young,AVCABJUW2OF1A,ta_2,2,73301,california,6,7,66,90,80,68,91,81,65,86,75,36.922,84,41,4,393782,TRUE,cCases,3,3,80
1,232,23,young,AVCABJUW2OF1A,ta_2,2,73301,california,6,7,66,90,80,68,91,81,65,86,75,36.922,84,41,4,393782,TRUE,aCases,1,4,68
1,232,23,young,AVCABJUW2OF1A,ta_2,2,73301,california,6,7,66,90,80,68,91,81,65,86,75,36.922,84,41,4,393782,TRUE,aCases,2,3,91
1,232,23,young,AVCABJUW2OF1A,ta_2,2,73301,california,6,7,66,90,80,68,91,81,65,86,75,36.922,84,41,4,393782,TRUE,aCases,3,3,81
1,232,23,young,AVCABJUW2OF1A,ta_2,2,73301,california,6,7,66,90,80,68,91,81,65,86,75,36.922,84,41,4,393782,TRUE,deaths,1,3,65
1,232,23,young,AVCABJUW2OF1A,ta_2,2,73301,california,6,7,66,90,80,68,91,81,65,86,75,36.922,84,41,4,393782,TRUE,deaths,2,4,86
1,232,23,young,AVCABJUW2OF1A,ta_2,2,73301,california,6,7,66,90,80,68,91,81,65,86,75,36.922,84,41,4,393782,TRUE,deaths,3,3,75
1,233,28,young,A1WS1ICQ6LRO7K,ta_1,1,99503,ALASKA,6,7,46,53,62,40,46,53,51,56,62,117.269,56,63,7,96968,TRUE,cCases,1,650000,46
1,233,28,young,A1WS1ICQ6LRO7K,ta_1,1,99503,ALASKA,6,7,46,53,62,40,46,53,51,56,62,117.269,56,63,7,96968,TRUE,cCases,2,250000,53
1,233,28,young,A1WS1ICQ6LRO7K,ta_1,1,99503,ALASKA,6,7,46,53,62,40,46,53,51,56,62,117.269,56,63,7,96968,TRUE,cCases,3,350000,62
1,233,28,young,A1WS1ICQ6LRO7K,ta_1,1,99503,ALASKA,6,7,46,53,62,40,46,53,51,56,62,117.269,56,63,7,96968,TRUE,aCases,1,250000,40
1,233,28,young,A1WS1ICQ6LRO7K,ta_1,1,99503,ALASKA,6,7,46,53,62,40,46,53,51,56,62,117.269,56,63,7,96968,TRUE,aCases,2,350000,46
1,233,28,young,A1WS1ICQ6LRO7K,ta_1,1,99503,ALASKA,6,7,46,53,62,40,46,53,51,56,62,117.269,56,63,7,96968,TRUE,aCases,3,400000,53
1,233,28,young,A1WS1ICQ6LRO7K,ta_1,1,99503,ALASKA,6,7,46,53,62,40,46,53,51,56,62,117.269,56,63,7,96968,TRUE,deaths,1,300000,51
1,233,28,young,A1WS1ICQ6LRO7K,ta_1,1,99503,ALASKA,6,7,46,53,62,40,46,53,51,56,62,117.269,56,63,7,96968,TRUE,deaths,2,350000,56
1,233,28,young,A1WS1ICQ6LRO7K,ta_1,1,99503,ALASKA,6,7,46,53,62,40,46,53,51,56,62,117.269,56,63,7,96968,TRUE,deaths,3,400000,62
1,234,39,middle,A2IBTYRQIZX1N6,ta_1,1,63701,Donald Trump,6,10,57,50,48,47,33,25,42,35,42,186.325,77,81,5,96968,FALSE,cCases,1,147000,57
1,234,39,middle,A2IBTYRQIZX1N6,ta_1,1,63701,Donald Trump,6,10,57,50,48,47,33,25,42,35,42,186.325,77,81,5,96968,FALSE,cCases,2,169000,50
1,234,39,middle,A2IBTYRQIZX1N6,ta_1,1,63701,Donald Trump,6,10,57,50,48,47,33,25,42,35,42,186.325,77,81,5,96968,FALSE,cCases,3,177900,48
1,234,39,middle,A2IBTYRQIZX1N6,ta_1,1,63701,Donald Trump,6,10,57,50,48,47,33,25,42,35,42,186.325,77,81,5,96968,FALSE,aCases,1,154000,47
1,234,39,middle,A2IBTYRQIZX1N6,ta_1,1,63701,Donald Trump,6,10,57,50,48,47,33,25,42,35,42,186.325,77,81,5,96968,FALSE,aCases,2,178000,33
1,234,39,middle,A2IBTYRQIZX1N6,ta_1,1,63701,Donald Trump,6,10,57,50,48,47,33,25,42,35,42,186.325,77,81,5,96968,FALSE,aCases,3,200000,25
1,234,39,middle,A2IBTYRQIZX1N6,ta_1,1,63701,Donald Trump,6,10,57,50,48,47,33,25,42,35,42,186.325,77,81,5,96968,FALSE,deaths,1,1670,42
1,234,39,middle,A2IBTYRQIZX1N6,ta_1,1,63701,Donald Trump,6,10,57,50,48,47,33,25,42,35,42,186.325,77,81,5,96968,FALSE,deaths,2,2000,35
1,234,39,middle,A2IBTYRQIZX1N6,ta_1,1,63701,Donald Trump,6,10,57,50,48,47,33,25,42,35,42,186.325,77,81,5,96968,FALSE,deaths,3,2500,42
1,235,23,young,A35ROC8J91VOW0,ta_1,1,33167,donald trump,6,10,49,59,65,29,30,30,19,20,29,132.095,100,100,7,96968,TRUE,cCases,1,90,49
1,235,23,young,A35ROC8J91VOW0,ta_1,1,33167,donald trump,6,10,49,59,65,29,30,30,19,20,29,132.095,100,100,7,96968,TRUE,cCases,2,110,59
1,235,23,young,A35ROC8J91VOW0,ta_1,1,33167,donald trump,6,10,49,59,65,29,30,30,19,20,29,132.095,100,100,7,96968,TRUE,cCases,3,120,65
1,235,23,young,A35ROC8J91VOW0,ta_1,1,33167,donald trump,6,10,49,59,65,29,30,30,19,20,29,132.095,100,100,7,96968,TRUE,aCases,1,100,29
1,235,23,young,A35ROC8J91VOW0,ta_1,1,33167,donald trump,6,10,49,59,65,29,30,30,19,20,29,132.095,100,100,7,96968,TRUE,aCases,2,130,30
1,235,23,young,A35ROC8J91VOW0,ta_1,1,33167,donald trump,6,10,49,59,65,29,30,30,19,20,29,132.095,100,100,7,96968,TRUE,aCases,3,150,30
1,235,23,young,A35ROC8J91VOW0,ta_1,1,33167,donald trump,6,10,49,59,65,29,30,30,19,20,29,132.095,100,100,7,96968,TRUE,deaths,1,3,19
1,235,23,young,A35ROC8J91VOW0,ta_1,1,33167,donald trump,6,10,49,59,65,29,30,30,19,20,29,132.095,100,100,7,96968,TRUE,deaths,2,6,20
1,235,23,young,A35ROC8J91VOW0,ta_1,1,33167,donald trump,6,10,49,59,65,29,30,30,19,20,29,132.095,100,100,7,96968,TRUE,deaths,3,14,29
1,236,20,young,ALZAJSUSW2GY4,ta_2,2,29680,Donald Trump,6,10,90,90,90,82,81,81,78,79,77,232.199,100,100,6,393782,FALSE,cCases,1,445000,90
1,236,20,young,ALZAJSUSW2GY4,ta_2,2,29680,Donald Trump,6,10,90,90,90,82,81,81,78,79,77,232.199,100,100,6,393782,FALSE,cCases,2,520000,90
1,236,20,young,ALZAJSUSW2GY4,ta_2,2,29680,Donald Trump,6,10,90,90,90,82,81,81,78,79,77,232.199,100,100,6,393782,FALSE,cCases,3,710000,90
1,236,20,young,ALZAJSUSW2GY4,ta_2,2,29680,Donald Trump,6,10,90,90,90,82,81,81,78,79,77,232.199,100,100,6,393782,FALSE,aCases,1,475000,82
1,236,20,young,ALZAJSUSW2GY4,ta_2,2,29680,Donald Trump,6,10,90,90,90,82,81,81,78,79,77,232.199,100,100,6,393782,FALSE,aCases,2,580000,81
1,236,20,young,ALZAJSUSW2GY4,ta_2,2,29680,Donald Trump,6,10,90,90,90,82,81,81,78,79,77,232.199,100,100,6,393782,FALSE,aCases,3,730000,81
1,236,20,young,ALZAJSUSW2GY4,ta_2,2,29680,Donald Trump,6,10,90,90,90,82,81,81,78,79,77,232.199,100,100,6,393782,FALSE,deaths,1,15000,78
1,236,20,young,ALZAJSUSW2GY4,ta_2,2,29680,Donald Trump,6,10,90,90,90,82,81,81,78,79,77,232.199,100,100,6,393782,FALSE,deaths,2,18000,79
1,236,20,young,ALZAJSUSW2GY4,ta_2,2,29680,Donald Trump,6,10,90,90,90,82,81,81,78,79,77,232.199,100,100,6,393782,FALSE,deaths,3,20000,77
1,237,31,middle,A3S0NRESLQUS01,ta_2,2,66604,Donald Trump,6,9,19,16,14,9,9,9,12,12,13,280.377,70,71,7,393782,FALSE,cCases,1,450000,19
1,237,31,middle,A3S0NRESLQUS01,ta_2,2,66604,Donald Trump,6,9,19,16,14,9,9,9,12,12,13,280.377,70,71,7,393782,FALSE,cCases,2,500000,16
1,237,31,middle,A3S0NRESLQUS01,ta_2,2,66604,Donald Trump,6,9,19,16,14,9,9,9,12,12,13,280.377,70,71,7,393782,FALSE,cCases,3,550000,14
1,237,31,middle,A3S0NRESLQUS01,ta_2,2,66604,Donald Trump,6,9,19,16,14,9,9,9,12,12,13,280.377,70,71,7,393782,FALSE,aCases,1,600000,9
1,237,31,middle,A3S0NRESLQUS01,ta_2,2,66604,Donald Trump,6,9,19,16,14,9,9,9,12,12,13,280.377,70,71,7,393782,FALSE,aCases,2,700000,9
1,237,31,middle,A3S0NRESLQUS01,ta_2,2,66604,Donald Trump,6,9,19,16,14,9,9,9,12,12,13,280.377,70,71,7,393782,FALSE,aCases,3,800000,9
1,237,31,middle,A3S0NRESLQUS01,ta_2,2,66604,Donald Trump,6,9,19,16,14,9,9,9,12,12,13,280.377,70,71,7,393782,FALSE,deaths,1,15000,12
1,237,31,middle,A3S0NRESLQUS01,ta_2,2,66604,Donald Trump,6,9,19,16,14,9,9,9,12,12,13,280.377,70,71,7,393782,FALSE,deaths,2,17000,12
1,237,31,middle,A3S0NRESLQUS01,ta_2,2,66604,Donald Trump,6,9,19,16,14,9,9,9,12,12,13,280.377,70,71,7,393782,FALSE,deaths,3,20000,13
1,238,27,young,A1TI8RPF8M9OQK,ta_1,1,70001,Trump,6,10,29,23,14,9,5,2,11,11,11,225.1,72,60,3,96968,FALSE,cCases,1,145000,29
1,238,27,young,A1TI8RPF8M9OQK,ta_1,1,70001,Trump,6,10,29,23,14,9,5,2,11,11,11,225.1,72,60,3,96968,FALSE,cCases,2,218178,23
1,238,27,young,A1TI8RPF8M9OQK,ta_1,1,70001,Trump,6,10,29,23,14,9,5,2,11,11,11,225.1,72,60,3,96968,FALSE,cCases,3,327267,14
1,238,27,young,A1TI8RPF8M9OQK,ta_1,1,70001,Trump,6,10,29,23,14,9,5,2,11,11,11,225.1,72,60,3,96968,FALSE,aCases,1,500000,9
1,238,27,young,A1TI8RPF8M9OQK,ta_1,1,70001,Trump,6,10,29,23,14,9,5,2,11,11,11,225.1,72,60,3,96968,FALSE,aCases,2,700000,5
1,238,27,young,A1TI8RPF8M9OQK,ta_1,1,70001,Trump,6,10,29,23,14,9,5,2,11,11,11,225.1,72,60,3,96968,FALSE,aCases,3,1000000,2
1,238,27,young,A1TI8RPF8M9OQK,ta_1,1,70001,Trump,6,10,29,23,14,9,5,2,11,11,11,225.1,72,60,3,96968,FALSE,deaths,1,2200,11
1,238,27,young,A1TI8RPF8M9OQK,ta_1,1,70001,Trump,6,10,29,23,14,9,5,2,11,11,11,225.1,72,60,3,96968,FALSE,deaths,2,2700,11
1,238,27,young,A1TI8RPF8M9OQK,ta_1,1,70001,Trump,6,10,29,23,14,9,5,2,11,11,11,225.1,72,60,3,96968,FALSE,deaths,3,3400,11
1,239,25,young,AW8S6P9F2UU5X,g_2,2,91350,Trump,6,9,35,24,44,50,64,30,29,38,31,79.218,69,82,5,393782,TRUE,cCases,1,2,35
1,239,25,young,AW8S6P9F2UU5X,g_2,2,91350,Trump,6,9,35,24,44,50,64,30,29,38,31,79.218,69,82,5,393782,TRUE,cCases,2,3,24
1,239,25,young,AW8S6P9F2UU5X,g_2,2,91350,Trump,6,9,35,24,44,50,64,30,29,38,31,79.218,69,82,5,393782,TRUE,cCases,3,1,44
1,239,25,young,AW8S6P9F2UU5X,g_2,2,91350,Trump,6,9,35,24,44,50,64,30,29,38,31,79.218,69,82,5,393782,TRUE,aCases,1,2,50
1,239,25,young,AW8S6P9F2UU5X,g_2,2,91350,Trump,6,9,35,24,44,50,64,30,29,38,31,79.218,69,82,5,393782,TRUE,aCases,2,1,64
1,239,25,young,AW8S6P9F2UU5X,g_2,2,91350,Trump,6,9,35,24,44,50,64,30,29,38,31,79.218,69,82,5,393782,TRUE,aCases,3,3,30
1,239,25,young,AW8S6P9F2UU5X,g_2,2,91350,Trump,6,9,35,24,44,50,64,30,29,38,31,79.218,69,82,5,393782,TRUE,deaths,1,5,29
1,239,25,young,AW8S6P9F2UU5X,g_2,2,91350,Trump,6,9,35,24,44,50,64,30,29,38,31,79.218,69,82,5,393782,TRUE,deaths,2,3,38
1,239,25,young,AW8S6P9F2UU5X,g_2,2,91350,Trump,6,9,35,24,44,50,64,30,29,38,31,79.218,69,82,5,393782,TRUE,deaths,3,6,31
1,240,28,young,A2VDSTUNVA6224,ta_1,1,42039,Donald Trump,6,9,70,63,32,14,11,10,24,23,12,261.271,80,77,5,96968,FALSE,cCases,1,100000,70
1,240,28,young,A2VDSTUNVA6224,ta_1,1,42039,Donald Trump,6,9,70,63,32,14,11,10,24,23,12,261.271,80,77,5,96968,FALSE,cCases,2,110000,63
1,240,28,young,A2VDSTUNVA6224,ta_1,1,42039,Donald Trump,6,9,70,63,32,14,11,10,24,23,12,261.271,80,77,5,96968,FALSE,cCases,3,150000,32
1,240,28,young,A2VDSTUNVA6224,ta_1,1,42039,Donald Trump,6,9,70,63,32,14,11,10,24,23,12,261.271,80,77,5,96968,FALSE,aCases,1,98956,14
1,240,28,young,A2VDSTUNVA6224,ta_1,1,42039,Donald Trump,6,9,70,63,32,14,11,10,24,23,12,261.271,80,77,5,96968,FALSE,aCases,2,102133,11
1,240,28,young,A2VDSTUNVA6224,ta_1,1,42039,Donald Trump,6,9,70,63,32,14,11,10,24,23,12,261.271,80,77,5,96968,FALSE,aCases,3,109500,10
1,240,28,young,A2VDSTUNVA6224,ta_1,1,42039,Donald Trump,6,9,70,63,32,14,11,10,24,23,12,261.271,80,77,5,96968,FALSE,deaths,1,1655,24
1,240,28,young,A2VDSTUNVA6224,ta_1,1,42039,Donald Trump,6,9,70,63,32,14,11,10,24,23,12,261.271,80,77,5,96968,FALSE,deaths,2,1923,23
1,240,28,young,A2VDSTUNVA6224,ta_1,1,42039,Donald Trump,6,9,70,63,32,14,11,10,24,23,12,261.271,80,77,5,96968,FALSE,deaths,3,2013,12
1,241,30,middle,A2DLZTI18H2IGX,g_1,1,44114,Trump,6,9,9,12,12,10,11,12,15,16,16,209.001,79,83,6,96968,FALSE,cCases,1,100000,9
1,241,30,middle,A2DLZTI18H2IGX,g_1,1,44114,Trump,6,9,9,12,12,10,11,12,15,16,16,209.001,79,83,6,96968,FALSE,cCases,2,110000,12
1,241,30,middle,A2DLZTI18H2IGX,g_1,1,44114,Trump,6,9,9,12,12,10,11,12,15,16,16,209.001,79,83,6,96968,FALSE,cCases,3,120000,12
1,241,30,middle,A2DLZTI18H2IGX,g_1,1,44114,Trump,6,9,9,12,12,10,11,12,15,16,16,209.001,79,83,6,96968,FALSE,aCases,1,150000,10
1,241,30,middle,A2DLZTI18H2IGX,g_1,1,44114,Trump,6,9,9,12,12,10,11,12,15,16,16,209.001,79,83,6,96968,FALSE,aCases,2,175000,11
1,241,30,middle,A2DLZTI18H2IGX,g_1,1,44114,Trump,6,9,9,12,12,10,11,12,15,16,16,209.001,79,83,6,96968,FALSE,aCases,3,200000,12
1,241,30,middle,A2DLZTI18H2IGX,g_1,1,44114,Trump,6,9,9,12,12,10,11,12,15,16,16,209.001,79,83,6,96968,FALSE,deaths,1,1600,15
1,241,30,middle,A2DLZTI18H2IGX,g_1,1,44114,Trump,6,9,9,12,12,10,11,12,15,16,16,209.001,79,83,6,96968,FALSE,deaths,2,1800,16
1,241,30,middle,A2DLZTI18H2IGX,g_1,1,44114,Trump,6,9,9,12,12,10,11,12,15,16,16,209.001,79,83,6,96968,FALSE,deaths,3,2000,16
1,242,58,middle,AK62NXXM71NIC,g_2,2,95409,donald trump,6,8,32,11,63,26,25,37,49,42,33,118.367,59,45,4,393782,NA,cCases,1,NA,32
1,242,58,middle,AK62NXXM71NIC,g_2,2,95409,donald trump,6,8,32,11,63,26,25,37,49,42,33,118.367,59,45,4,393782,NA,cCases,2,NA,11
1,242,58,middle,AK62NXXM71NIC,g_2,2,95409,donald trump,6,8,32,11,63,26,25,37,49,42,33,118.367,59,45,4,393782,NA,cCases,3,NA,63
1,242,58,middle,AK62NXXM71NIC,g_2,2,95409,donald trump,6,8,32,11,63,26,25,37,49,42,33,118.367,59,45,4,393782,NA,aCases,1,NA,26
1,242,58,middle,AK62NXXM71NIC,g_2,2,95409,donald trump,6,8,32,11,63,26,25,37,49,42,33,118.367,59,45,4,393782,NA,aCases,2,NA,25
1,242,58,middle,AK62NXXM71NIC,g_2,2,95409,donald trump,6,8,32,11,63,26,25,37,49,42,33,118.367,59,45,4,393782,NA,aCases,3,NA,37
1,242,58,middle,AK62NXXM71NIC,g_2,2,95409,donald trump,6,8,32,11,63,26,25,37,49,42,33,118.367,59,45,4,393782,NA,deaths,1,NA,49
1,242,58,middle,AK62NXXM71NIC,g_2,2,95409,donald trump,6,8,32,11,63,26,25,37,49,42,33,118.367,59,45,4,393782,NA,deaths,2,NA,42
1,242,58,middle,AK62NXXM71NIC,g_2,2,95409,donald trump,6,8,32,11,63,26,25,37,49,42,33,118.367,59,45,4,393782,NA,deaths,3,NA,33
1,243,29,young,A2Q1AL9RDGW84L,ta_2,2,75287,Donald trump,6,8,31,58,74,47,76,56,45,77,55,120.265,69,62,4,393782,NA,cCases,1,NA,31
1,243,29,young,A2Q1AL9RDGW84L,ta_2,2,75287,Donald trump,6,8,31,58,74,47,76,56,45,77,55,120.265,69,62,4,393782,NA,cCases,2,NA,58
1,243,29,young,A2Q1AL9RDGW84L,ta_2,2,75287,Donald trump,6,8,31,58,74,47,76,56,45,77,55,120.265,69,62,4,393782,NA,cCases,3,NA,74
1,243,29,young,A2Q1AL9RDGW84L,ta_2,2,75287,Donald trump,6,8,31,58,74,47,76,56,45,77,55,120.265,69,62,4,393782,NA,aCases,1,NA,47
1,243,29,young,A2Q1AL9RDGW84L,ta_2,2,75287,Donald trump,6,8,31,58,74,47,76,56,45,77,55,120.265,69,62,4,393782,NA,aCases,2,NA,76
1,243,29,young,A2Q1AL9RDGW84L,ta_2,2,75287,Donald trump,6,8,31,58,74,47,76,56,45,77,55,120.265,69,62,4,393782,NA,aCases,3,NA,56
1,243,29,young,A2Q1AL9RDGW84L,ta_2,2,75287,Donald trump,6,8,31,58,74,47,76,56,45,77,55,120.265,69,62,4,393782,NA,deaths,1,NA,45
1,243,29,young,A2Q1AL9RDGW84L,ta_2,2,75287,Donald trump,6,8,31,58,74,47,76,56,45,77,55,120.265,69,62,4,393782,NA,deaths,2,NA,77
1,243,29,young,A2Q1AL9RDGW84L,ta_2,2,75287,Donald trump,6,8,31,58,74,47,76,56,45,77,55,120.265,69,62,4,393782,NA,deaths,3,NA,55
