Finished,id,age,age_bin,MTurk_ID,group_id,zip,president,attention,effort,cCases_1_conf,cCases_2_conf,cCases_3_conf,aCases_1_conf,aCases_2_conf,aCases_3_conf,deaths_1_conf,deaths_2_conf,deaths_3_conf,rt,new,past_social_iso_1,futur_social_iso_1,time_to_stop_dist,lb,decrease,outcome,day,estimate,confidence
1,1,36,middle,A2T5CROJ0FWIJY,ta,48094,Donald Trump,6,10,40,30,25,20,10,10,45,20,10,112.326,1,100,100,4,393782,FALSE,cCases,1,500000,40
1,1,36,middle,A2T5CROJ0FWIJY,ta,48094,Donald Trump,6,10,40,30,25,20,10,10,45,20,10,112.326,1,100,100,4,393782,FALSE,cCases,2,750000,30
1,1,36,middle,A2T5CROJ0FWIJY,ta,48094,Donald Trump,6,10,40,30,25,20,10,10,45,20,10,112.326,1,100,100,4,393782,FALSE,cCases,3,1000000,25
1,1,36,middle,A2T5CROJ0FWIJY,ta,48094,Donald Trump,6,10,40,30,25,20,10,10,45,20,10,112.326,1,100,100,4,393782,FALSE,aCases,1,1000000,20
1,1,36,middle,A2T5CROJ0FWIJY,ta,48094,Donald Trump,6,10,40,30,25,20,10,10,45,20,10,112.326,1,100,100,4,393782,FALSE,aCases,2,1500000,10
1,1,36,middle,A2T5CROJ0FWIJY,ta,48094,Donald Trump,6,10,40,30,25,20,10,10,45,20,10,112.326,1,100,100,4,393782,FALSE,aCases,3,3000000,10
1,1,36,middle,A2T5CROJ0FWIJY,ta,48094,Donald Trump,6,10,40,30,25,20,10,10,45,20,10,112.326,1,100,100,4,393782,FALSE,deaths,1,20000,45
1,1,36,middle,A2T5CROJ0FWIJY,ta,48094,Donald Trump,6,10,40,30,25,20,10,10,45,20,10,112.326,1,100,100,4,393782,FALSE,deaths,2,40000,20
1,1,36,middle,A2T5CROJ0FWIJY,ta,48094,Donald Trump,6,10,40,30,25,20,10,10,45,20,10,112.326,1,100,100,4,393782,FALSE,deaths,3,70000,10
1,2,21,young,A1DSTGIYWHCVJM,ta,35023,Donald Trump,6,10,97,77,53,91,80,57,91,78,52,88.935,1,97,98,5,393782,FALSE,cCases,1,450500,97
1,2,21,young,A1DSTGIYWHCVJM,ta,35023,Donald Trump,6,10,97,77,53,91,80,57,91,78,52,88.935,1,97,98,5,393782,FALSE,cCases,2,600000,77
1,2,21,young,A1DSTGIYWHCVJM,ta,35023,Donald Trump,6,10,97,77,53,91,80,57,91,78,52,88.935,1,97,98,5,393782,FALSE,cCases,3,730000,53
1,2,21,young,A1DSTGIYWHCVJM,ta,35023,Donald Trump,6,10,97,77,53,91,80,57,91,78,52,88.935,1,97,98,5,393782,FALSE,aCases,1,390000,91
1,2,21,young,A1DSTGIYWHCVJM,ta,35023,Donald Trump,6,10,97,77,53,91,80,57,91,78,52,88.935,1,97,98,5,393782,FALSE,aCases,2,450000,80
1,2,21,young,A1DSTGIYWHCVJM,ta,35023,Donald Trump,6,10,97,77,53,91,80,57,91,78,52,88.935,1,97,98,5,393782,FALSE,aCases,3,530000,57
1,2,21,young,A1DSTGIYWHCVJM,ta,35023,Donald Trump,6,10,97,77,53,91,80,57,91,78,52,88.935,1,97,98,5,393782,FALSE,deaths,1,16000,91
1,2,21,young,A1DSTGIYWHCVJM,ta,35023,Donald Trump,6,10,97,77,53,91,80,57,91,78,52,88.935,1,97,98,5,393782,FALSE,deaths,2,21000,78
1,2,21,young,A1DSTGIYWHCVJM,ta,35023,Donald Trump,6,10,97,77,53,91,80,57,91,78,52,88.935,1,97,98,5,393782,FALSE,deaths,3,28000,52
1,4,57,middle,A2VUQ9RX3JS1SR,ta,19422,Donald Trump,6,8,39,58,56,65,53,56,56,53,57,107.425,1,71,66,5,393782,FALSE,cCases,1,500000,39
1,4,57,middle,A2VUQ9RX3JS1SR,ta,19422,Donald Trump,6,8,39,58,56,65,53,56,56,53,57,107.425,1,71,66,5,393782,FALSE,cCases,2,640000,58
1,4,57,middle,A2VUQ9RX3JS1SR,ta,19422,Donald Trump,6,8,39,58,56,65,53,56,56,53,57,107.425,1,71,66,5,393782,FALSE,cCases,3,750000,56
1,4,57,middle,A2VUQ9RX3JS1SR,ta,19422,Donald Trump,6,8,39,58,56,65,53,56,56,53,57,107.425,1,71,66,5,393782,FALSE,aCases,1,490000,65
1,4,57,middle,A2VUQ9RX3JS1SR,ta,19422,Donald Trump,6,8,39,58,56,65,53,56,56,53,57,107.425,1,71,66,5,393782,FALSE,aCases,2,640000,53
1,4,57,middle,A2VUQ9RX3JS1SR,ta,19422,Donald Trump,6,8,39,58,56,65,53,56,56,53,57,107.425,1,71,66,5,393782,FALSE,aCases,3,740000,56
1,4,57,middle,A2VUQ9RX3JS1SR,ta,19422,Donald Trump,6,8,39,58,56,65,53,56,56,53,57,107.425,1,71,66,5,393782,FALSE,deaths,1,13000,56
1,4,57,middle,A2VUQ9RX3JS1SR,ta,19422,Donald Trump,6,8,39,58,56,65,53,56,56,53,57,107.425,1,71,66,5,393782,FALSE,deaths,2,15000,53
1,4,57,middle,A2VUQ9RX3JS1SR,ta,19422,Donald Trump,6,8,39,58,56,65,53,56,56,53,57,107.425,1,71,66,5,393782,FALSE,deaths,3,15500,57
1,5,39,middle,A1PTX4IB9R34LI,g,93304,trump,4,10,79,79,80,79,76,75,76,79,78,129.879,1,100,100,7,393782,FALSE,cCases,1,4000000,79
1,5,39,middle,A1PTX4IB9R34LI,g,93304,trump,4,10,79,79,80,79,76,75,76,79,78,129.879,1,100,100,7,393782,FALSE,cCases,2,4150000,79
1,5,39,middle,A1PTX4IB9R34LI,g,93304,trump,4,10,79,79,80,79,76,75,76,79,78,129.879,1,100,100,7,393782,FALSE,cCases,3,4500000,80
1,5,39,middle,A1PTX4IB9R34LI,g,93304,trump,4,10,79,79,80,79,76,75,76,79,78,129.879,1,100,100,7,393782,FALSE,aCases,1,400000,79
1,5,39,middle,A1PTX4IB9R34LI,g,93304,trump,4,10,79,79,80,79,76,75,76,79,78,129.879,1,100,100,7,393782,FALSE,aCases,2,415000,76
1,5,39,middle,A1PTX4IB9R34LI,g,93304,trump,4,10,79,79,80,79,76,75,76,79,78,129.879,1,100,100,7,393782,FALSE,aCases,3,450000,75
1,5,39,middle,A1PTX4IB9R34LI,g,93304,trump,4,10,79,79,80,79,76,75,76,79,78,129.879,1,100,100,7,393782,FALSE,deaths,1,400000,76
1,5,39,middle,A1PTX4IB9R34LI,g,93304,trump,4,10,79,79,80,79,76,75,76,79,78,129.879,1,100,100,7,393782,FALSE,deaths,2,415000,79
1,5,39,middle,A1PTX4IB9R34LI,g,93304,trump,4,10,79,79,80,79,76,75,76,79,78,129.879,1,100,100,7,393782,FALSE,deaths,3,450000,78
1,6,37,middle,A2074VMS950Q3V,ta,20146,TRUMP,6,7,52,44,61,49,53,58,51,34,48,105.834,1,58,63,4,393782,TRUE,cCases,1,358,52
1,6,37,middle,A2074VMS950Q3V,ta,20146,TRUMP,6,7,52,44,61,49,53,58,51,34,48,105.834,1,58,63,4,393782,TRUE,cCases,2,1200,44
1,6,37,middle,A2074VMS950Q3V,ta,20146,TRUMP,6,7,52,44,61,49,53,58,51,34,48,105.834,1,58,63,4,393782,TRUE,cCases,3,4000,61
1,6,37,middle,A2074VMS950Q3V,ta,20146,TRUMP,6,7,52,44,61,49,53,58,51,34,48,105.834,1,58,63,4,393782,TRUE,aCases,1,58,49
1,6,37,middle,A2074VMS950Q3V,ta,20146,TRUMP,6,7,52,44,61,49,53,58,51,34,48,105.834,1,58,63,4,393782,TRUE,aCases,2,267,53
1,6,37,middle,A2074VMS950Q3V,ta,20146,TRUMP,6,7,52,44,61,49,53,58,51,34,48,105.834,1,58,63,4,393782,TRUE,aCases,3,674,58
1,6,37,middle,A2074VMS950Q3V,ta,20146,TRUMP,6,7,52,44,61,49,53,58,51,34,48,105.834,1,58,63,4,393782,TRUE,deaths,1,50,51
1,6,37,middle,A2074VMS950Q3V,ta,20146,TRUMP,6,7,52,44,61,49,53,58,51,34,48,105.834,1,58,63,4,393782,TRUE,deaths,2,78,34
1,6,37,middle,A2074VMS950Q3V,ta,20146,TRUMP,6,7,52,44,61,49,53,58,51,34,48,105.834,1,58,63,4,393782,TRUE,deaths,3,150,48
1,7,22,young,A3MUG02LJ4BM9F,ta,21075,trump,6,1,32,38,34,32,31,31,26,28,28,41.73,1,30,43,1,393782,TRUE,cCases,1,30000,32
1,7,22,young,A3MUG02LJ4BM9F,ta,21075,trump,6,1,32,38,34,32,31,31,26,28,28,41.73,1,30,43,1,393782,TRUE,cCases,2,500000,38
1,7,22,young,A3MUG02LJ4BM9F,ta,21075,trump,6,1,32,38,34,32,31,31,26,28,28,41.73,1,30,43,1,393782,TRUE,cCases,3,1000000,34
1,7,22,young,A3MUG02LJ4BM9F,ta,21075,trump,6,1,32,38,34,32,31,31,26,28,28,41.73,1,30,43,1,393782,TRUE,aCases,1,300000,32
1,7,22,young,A3MUG02LJ4BM9F,ta,21075,trump,6,1,32,38,34,32,31,31,26,28,28,41.73,1,30,43,1,393782,TRUE,aCases,2,400000,31
1,7,22,young,A3MUG02LJ4BM9F,ta,21075,trump,6,1,32,38,34,32,31,31,26,28,28,41.73,1,30,43,1,393782,TRUE,aCases,3,4000000,31
1,7,22,young,A3MUG02LJ4BM9F,ta,21075,trump,6,1,32,38,34,32,31,31,26,28,28,41.73,1,30,43,1,393782,TRUE,deaths,1,40000,26
1,7,22,young,A3MUG02LJ4BM9F,ta,21075,trump,6,1,32,38,34,32,31,31,26,28,28,41.73,1,30,43,1,393782,TRUE,deaths,2,50000,28
1,7,22,young,A3MUG02LJ4BM9F,ta,21075,trump,6,1,32,38,34,32,31,31,26,28,28,41.73,1,30,43,1,393782,TRUE,deaths,3,300000,28
1,8,25,young,A24E737D0977EH,g,22406,Donald Trump,6,9,26,26,33,41,42,42,35,47,50,105.901,1,31,23,6,393782,FALSE,cCases,1,435000,26
1,8,25,young,A24E737D0977EH,g,22406,Donald Trump,6,9,26,26,33,41,42,42,35,47,50,105.901,1,31,23,6,393782,FALSE,cCases,2,578000,26
1,8,25,young,A24E737D0977EH,g,22406,Donald Trump,6,9,26,26,33,41,42,42,35,47,50,105.901,1,31,23,6,393782,FALSE,cCases,3,789000,33
1,8,25,young,A24E737D0977EH,g,22406,Donald Trump,6,9,26,26,33,41,42,42,35,47,50,105.901,1,31,23,6,393782,FALSE,aCases,1,508000,41
1,8,25,young,A24E737D0977EH,g,22406,Donald Trump,6,9,26,26,33,41,42,42,35,47,50,105.901,1,31,23,6,393782,FALSE,aCases,2,709000,42
1,8,25,young,A24E737D0977EH,g,22406,Donald Trump,6,9,26,26,33,41,42,42,35,47,50,105.901,1,31,23,6,393782,FALSE,aCases,3,928000,42
1,8,25,young,A24E737D0977EH,g,22406,Donald Trump,6,9,26,26,33,41,42,42,35,47,50,105.901,1,31,23,6,393782,FALSE,deaths,1,16000,35
1,8,25,young,A24E737D0977EH,g,22406,Donald Trump,6,9,26,26,33,41,42,42,35,47,50,105.901,1,31,23,6,393782,FALSE,deaths,2,22000,47
1,8,25,young,A24E737D0977EH,g,22406,Donald Trump,6,9,26,26,33,41,42,42,35,47,50,105.901,1,31,23,6,393782,FALSE,deaths,3,28000,50
1,9,78,old,A1PVWZ8ZYJHCOJ,ta,80127,trump,6,10,0,0,0,0,0,0,0,0,0,141.474,1,0,0,1,393782,FALSE,cCases,1,500000,0
1,9,78,old,A1PVWZ8ZYJHCOJ,ta,80127,trump,6,10,0,0,0,0,0,0,0,0,0,141.474,1,0,0,1,393782,FALSE,cCases,2,550000,0
1,9,78,old,A1PVWZ8ZYJHCOJ,ta,80127,trump,6,10,0,0,0,0,0,0,0,0,0,141.474,1,0,0,1,393782,FALSE,cCases,3,600000,0
1,9,78,old,A1PVWZ8ZYJHCOJ,ta,80127,trump,6,10,0,0,0,0,0,0,0,0,0,141.474,1,0,0,1,393782,FALSE,aCases,1,600000,0
1,9,78,old,A1PVWZ8ZYJHCOJ,ta,80127,trump,6,10,0,0,0,0,0,0,0,0,0,141.474,1,0,0,1,393782,FALSE,aCases,2,700000,0
1,9,78,old,A1PVWZ8ZYJHCOJ,ta,80127,trump,6,10,0,0,0,0,0,0,0,0,0,141.474,1,0,0,1,393782,FALSE,aCases,3,800000,0
1,9,78,old,A1PVWZ8ZYJHCOJ,ta,80127,trump,6,10,0,0,0,0,0,0,0,0,0,141.474,1,0,0,1,393782,FALSE,deaths,1,13000,0
1,9,78,old,A1PVWZ8ZYJHCOJ,ta,80127,trump,6,10,0,0,0,0,0,0,0,0,0,141.474,1,0,0,1,393782,FALSE,deaths,2,14000,0
1,9,78,old,A1PVWZ8ZYJHCOJ,ta,80127,trump,6,10,0,0,0,0,0,0,0,0,0,141.474,1,0,0,1,393782,FALSE,deaths,3,15000,0
1,11,28,young,AVIOR20K5ZXQD,ta,43004,Trump,6,10,30,30,30,10,10,10,20,20,20,163.2,1,83,80,6,393782,FALSE,cCases,1,500000,30
1,11,28,young,AVIOR20K5ZXQD,ta,43004,Trump,6,10,30,30,30,10,10,10,20,20,20,163.2,1,83,80,6,393782,FALSE,cCases,2,750000,30
1,11,28,young,AVIOR20K5ZXQD,ta,43004,Trump,6,10,30,30,30,10,10,10,20,20,20,163.2,1,83,80,6,393782,FALSE,cCases,3,1000000,30
1,11,28,young,AVIOR20K5ZXQD,ta,43004,Trump,6,10,30,30,30,10,10,10,20,20,20,163.2,1,83,80,6,393782,FALSE,aCases,1,1000000,10
1,11,28,young,AVIOR20K5ZXQD,ta,43004,Trump,6,10,30,30,30,10,10,10,20,20,20,163.2,1,83,80,6,393782,FALSE,aCases,2,5000000,10
1,11,28,young,AVIOR20K5ZXQD,ta,43004,Trump,6,10,30,30,30,10,10,10,20,20,20,163.2,1,83,80,6,393782,FALSE,aCases,3,7500000,10
1,11,28,young,AVIOR20K5ZXQD,ta,43004,Trump,6,10,30,30,30,10,10,10,20,20,20,163.2,1,83,80,6,393782,FALSE,deaths,1,20000,20
1,11,28,young,AVIOR20K5ZXQD,ta,43004,Trump,6,10,30,30,30,10,10,10,20,20,20,163.2,1,83,80,6,393782,FALSE,deaths,2,50000,20
1,11,28,young,AVIOR20K5ZXQD,ta,43004,Trump,6,10,30,30,30,10,10,10,20,20,20,163.2,1,83,80,6,393782,FALSE,deaths,3,75000,20
1,12,20,young,A1UILN84MTMKSW,ta,32137,Donald Trump,6,8,75,69,37,48,40,19,66,48,26,140.487,1,60,70,5,393782,FALSE,cCases,1,450000,75
1,12,20,young,A1UILN84MTMKSW,ta,32137,Donald Trump,6,8,75,69,37,48,40,19,66,48,26,140.487,1,60,70,5,393782,FALSE,cCases,2,750000,69
1,12,20,young,A1UILN84MTMKSW,ta,32137,Donald Trump,6,8,75,69,37,48,40,19,66,48,26,140.487,1,60,70,5,393782,FALSE,cCases,3,1200000,37
1,12,20,young,A1UILN84MTMKSW,ta,32137,Donald Trump,6,8,75,69,37,48,40,19,66,48,26,140.487,1,60,70,5,393782,FALSE,aCases,1,750000,48
1,12,20,young,A1UILN84MTMKSW,ta,32137,Donald Trump,6,8,75,69,37,48,40,19,66,48,26,140.487,1,60,70,5,393782,FALSE,aCases,2,1250000,40
1,12,20,young,A1UILN84MTMKSW,ta,32137,Donald Trump,6,8,75,69,37,48,40,19,66,48,26,140.487,1,60,70,5,393782,FALSE,aCases,3,1800000,19
1,12,20,young,A1UILN84MTMKSW,ta,32137,Donald Trump,6,8,75,69,37,48,40,19,66,48,26,140.487,1,60,70,5,393782,FALSE,deaths,1,17000,66
1,12,20,young,A1UILN84MTMKSW,ta,32137,Donald Trump,6,8,75,69,37,48,40,19,66,48,26,140.487,1,60,70,5,393782,FALSE,deaths,2,23500,48
1,12,20,young,A1UILN84MTMKSW,ta,32137,Donald Trump,6,8,75,69,37,48,40,19,66,48,26,140.487,1,60,70,5,393782,FALSE,deaths,3,25000,26
1,16,45,middle,A1SLR72L2E2Y7Z,ta,10011,Donald Trump,6,10,70,50,30,70,50,30,60,40,25,155.837,1,40,40,7,393782,FALSE,cCases,1,420000,70
1,16,45,middle,A1SLR72L2E2Y7Z,ta,10011,Donald Trump,6,10,70,50,30,70,50,30,60,40,25,155.837,1,40,40,7,393782,FALSE,cCases,2,480000,50
1,16,45,middle,A1SLR72L2E2Y7Z,ta,10011,Donald Trump,6,10,70,50,30,70,50,30,60,40,25,155.837,1,40,40,7,393782,FALSE,cCases,3,540000,30
1,16,45,middle,A1SLR72L2E2Y7Z,ta,10011,Donald Trump,6,10,70,50,30,70,50,30,60,40,25,155.837,1,40,40,7,393782,FALSE,aCases,1,700000,70
1,16,45,middle,A1SLR72L2E2Y7Z,ta,10011,Donald Trump,6,10,70,50,30,70,50,30,60,40,25,155.837,1,40,40,7,393782,FALSE,aCases,2,900000,50
1,16,45,middle,A1SLR72L2E2Y7Z,ta,10011,Donald Trump,6,10,70,50,30,70,50,30,60,40,25,155.837,1,40,40,7,393782,FALSE,aCases,3,1100000,30
1,16,45,middle,A1SLR72L2E2Y7Z,ta,10011,Donald Trump,6,10,70,50,30,70,50,30,60,40,25,155.837,1,40,40,7,393782,FALSE,deaths,1,16000,60
1,16,45,middle,A1SLR72L2E2Y7Z,ta,10011,Donald Trump,6,10,70,50,30,70,50,30,60,40,25,155.837,1,40,40,7,393782,FALSE,deaths,2,23000,40
1,16,45,middle,A1SLR72L2E2Y7Z,ta,10011,Donald Trump,6,10,70,50,30,70,50,30,60,40,25,155.837,1,40,40,7,393782,FALSE,deaths,3,30000,25
1,18,40,middle,ANUT13S1G9RWU,g,92592,Donald Trump,6,9,54,64,56,25,17,16,34,39,39,175.365,1,75,86,6,393782,FALSE,cCases,1,555000,54
1,18,40,middle,ANUT13S1G9RWU,g,92592,Donald Trump,6,9,54,64,56,25,17,16,34,39,39,175.365,1,75,86,6,393782,FALSE,cCases,2,750000,64
1,18,40,middle,ANUT13S1G9RWU,g,92592,Donald Trump,6,9,54,64,56,25,17,16,34,39,39,175.365,1,75,86,6,393782,FALSE,cCases,3,899000,56
1,18,40,middle,ANUT13S1G9RWU,g,92592,Donald Trump,6,9,54,64,56,25,17,16,34,39,39,175.365,1,75,86,6,393782,FALSE,aCases,1,1100000,25
1,18,40,middle,ANUT13S1G9RWU,g,92592,Donald Trump,6,9,54,64,56,25,17,16,34,39,39,175.365,1,75,86,6,393782,FALSE,aCases,2,1500000,17
1,18,40,middle,ANUT13S1G9RWU,g,92592,Donald Trump,6,9,54,64,56,25,17,16,34,39,39,175.365,1,75,86,6,393782,FALSE,aCases,3,2000000,16
1,18,40,middle,ANUT13S1G9RWU,g,92592,Donald Trump,6,9,54,64,56,25,17,16,34,39,39,175.365,1,75,86,6,393782,FALSE,deaths,1,17000,34
1,18,40,middle,ANUT13S1G9RWU,g,92592,Donald Trump,6,9,54,64,56,25,17,16,34,39,39,175.365,1,75,86,6,393782,FALSE,deaths,2,22000,39
1,18,40,middle,ANUT13S1G9RWU,g,92592,Donald Trump,6,9,54,64,56,25,17,16,34,39,39,175.365,1,75,86,6,393782,FALSE,deaths,3,27000,39
1,19,26,young,A19O7OCARDFDGS,g,36078,Donald Trump,6,10,56,48,56,47,56,57,47,45,50,149.628,1,48,49,7,393782,TRUE,cCases,1,5000,56
1,19,26,young,A19O7OCARDFDGS,g,36078,Donald Trump,6,10,56,48,56,47,56,57,47,45,50,149.628,1,48,49,7,393782,TRUE,cCases,2,10000,48
1,19,26,young,A19O7OCARDFDGS,g,36078,Donald Trump,6,10,56,48,56,47,56,57,47,45,50,149.628,1,48,49,7,393782,TRUE,cCases,3,15000,56
1,19,26,young,A19O7OCARDFDGS,g,36078,Donald Trump,6,10,56,48,56,47,56,57,47,45,50,149.628,1,48,49,7,393782,TRUE,aCases,1,45000,47
1,19,26,young,A19O7OCARDFDGS,g,36078,Donald Trump,6,10,56,48,56,47,56,57,47,45,50,149.628,1,48,49,7,393782,TRUE,aCases,2,50000,56
1,19,26,young,A19O7OCARDFDGS,g,36078,Donald Trump,6,10,56,48,56,47,56,57,47,45,50,149.628,1,48,49,7,393782,TRUE,aCases,3,60000,57
1,19,26,young,A19O7OCARDFDGS,g,36078,Donald Trump,6,10,56,48,56,47,56,57,47,45,50,149.628,1,48,49,7,393782,TRUE,deaths,1,3,47
1,19,26,young,A19O7OCARDFDGS,g,36078,Donald Trump,6,10,56,48,56,47,56,57,47,45,50,149.628,1,48,49,7,393782,TRUE,deaths,2,6,45
1,19,26,young,A19O7OCARDFDGS,g,36078,Donald Trump,6,10,56,48,56,47,56,57,47,45,50,149.628,1,48,49,7,393782,TRUE,deaths,3,9,50
1,20,25,young,AO6B0VEVBGGAP,ta,90012,trump,6,7,34,42,49,45,51,60,43,56,55,189.595,1,25,25,7,393782,TRUE,cCases,1,450000,34
1,20,25,young,AO6B0VEVBGGAP,ta,90012,trump,6,7,34,42,49,45,51,60,43,56,55,189.595,1,25,25,7,393782,TRUE,cCases,2,60000,42
1,20,25,young,AO6B0VEVBGGAP,ta,90012,trump,6,7,34,42,49,45,51,60,43,56,55,189.595,1,25,25,7,393782,TRUE,cCases,3,120000,49
1,20,25,young,AO6B0VEVBGGAP,ta,90012,trump,6,7,34,42,49,45,51,60,43,56,55,189.595,1,25,25,7,393782,TRUE,aCases,1,500000,45
1,20,25,young,AO6B0VEVBGGAP,ta,90012,trump,6,7,34,42,49,45,51,60,43,56,55,189.595,1,25,25,7,393782,TRUE,aCases,2,1000000,51
1,20,25,young,AO6B0VEVBGGAP,ta,90012,trump,6,7,34,42,49,45,51,60,43,56,55,189.595,1,25,25,7,393782,TRUE,aCases,3,2000000,60
1,20,25,young,AO6B0VEVBGGAP,ta,90012,trump,6,7,34,42,49,45,51,60,43,56,55,189.595,1,25,25,7,393782,TRUE,deaths,1,100000,43
1,20,25,young,AO6B0VEVBGGAP,ta,90012,trump,6,7,34,42,49,45,51,60,43,56,55,189.595,1,25,25,7,393782,TRUE,deaths,2,1500000,56
1,20,25,young,AO6B0VEVBGGAP,ta,90012,trump,6,7,34,42,49,45,51,60,43,56,55,189.595,1,25,25,7,393782,TRUE,deaths,3,2000000,55
1,22,26,young,A2IZAD6SRVCPRY,ta,15224,Donald Trump,6,10,28,21,16,9,6,6,10,6,4,155.144,1,57,58,5,393782,FALSE,cCases,1,450000,28
1,22,26,young,A2IZAD6SRVCPRY,ta,15224,Donald Trump,6,10,28,21,16,9,6,6,10,6,4,155.144,1,57,58,5,393782,FALSE,cCases,2,500000,21
1,22,26,young,A2IZAD6SRVCPRY,ta,15224,Donald Trump,6,10,28,21,16,9,6,6,10,6,4,155.144,1,57,58,5,393782,FALSE,cCases,3,600000,16
1,22,26,young,A2IZAD6SRVCPRY,ta,15224,Donald Trump,6,10,28,21,16,9,6,6,10,6,4,155.144,1,57,58,5,393782,FALSE,aCases,1,600000,9
1,22,26,young,A2IZAD6SRVCPRY,ta,15224,Donald Trump,6,10,28,21,16,9,6,6,10,6,4,155.144,1,57,58,5,393782,FALSE,aCases,2,700000,6
1,22,26,young,A2IZAD6SRVCPRY,ta,15224,Donald Trump,6,10,28,21,16,9,6,6,10,6,4,155.144,1,57,58,5,393782,FALSE,aCases,3,900000,6
1,22,26,young,A2IZAD6SRVCPRY,ta,15224,Donald Trump,6,10,28,21,16,9,6,6,10,6,4,155.144,1,57,58,5,393782,FALSE,deaths,1,15000,10
1,22,26,young,A2IZAD6SRVCPRY,ta,15224,Donald Trump,6,10,28,21,16,9,6,6,10,6,4,155.144,1,57,58,5,393782,FALSE,deaths,2,20000,6
1,22,26,young,A2IZAD6SRVCPRY,ta,15224,Donald Trump,6,10,28,21,16,9,6,6,10,6,4,155.144,1,57,58,5,393782,FALSE,deaths,3,30000,4
1,24,33,middle,A26SF9CTNKKBYB,ta,12065,Donald Trump,6,9,30,20,11,20,15,9,41,29,18,173.51,1,99,99,7,393782,FALSE,cCases,1,500000,30
1,24,33,middle,A26SF9CTNKKBYB,ta,12065,Donald Trump,6,9,30,20,11,20,15,9,41,29,18,173.51,1,99,99,7,393782,FALSE,cCases,2,650000,20
1,24,33,middle,A26SF9CTNKKBYB,ta,12065,Donald Trump,6,9,30,20,11,20,15,9,41,29,18,173.51,1,99,99,7,393782,FALSE,cCases,3,750000,11
1,24,33,middle,A26SF9CTNKKBYB,ta,12065,Donald Trump,6,9,30,20,11,20,15,9,41,29,18,173.51,1,99,99,7,393782,FALSE,aCases,1,600000,20
1,24,33,middle,A26SF9CTNKKBYB,ta,12065,Donald Trump,6,9,30,20,11,20,15,9,41,29,18,173.51,1,99,99,7,393782,FALSE,aCases,2,800000,15
1,24,33,middle,A26SF9CTNKKBYB,ta,12065,Donald Trump,6,9,30,20,11,20,15,9,41,29,18,173.51,1,99,99,7,393782,FALSE,aCases,3,950000,9
1,24,33,middle,A26SF9CTNKKBYB,ta,12065,Donald Trump,6,9,30,20,11,20,15,9,41,29,18,173.51,1,99,99,7,393782,FALSE,deaths,1,18000,41
1,24,33,middle,A26SF9CTNKKBYB,ta,12065,Donald Trump,6,9,30,20,11,20,15,9,41,29,18,173.51,1,99,99,7,393782,FALSE,deaths,2,24000,29
1,24,33,middle,A26SF9CTNKKBYB,ta,12065,Donald Trump,6,9,30,20,11,20,15,9,41,29,18,173.51,1,99,99,7,393782,FALSE,deaths,3,32000,18
1,25,37,middle,A21UA6O7ZFAIQJ,g,27403,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,142.066,1,68,64,6,393782,FALSE,cCases,1,500000,0
1,25,37,middle,A21UA6O7ZFAIQJ,g,27403,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,142.066,1,68,64,6,393782,FALSE,cCases,2,650000,0
1,25,37,middle,A21UA6O7ZFAIQJ,g,27403,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,142.066,1,68,64,6,393782,FALSE,cCases,3,800000,0
1,25,37,middle,A21UA6O7ZFAIQJ,g,27403,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,142.066,1,68,64,6,393782,FALSE,aCases,1,750000,0
1,25,37,middle,A21UA6O7ZFAIQJ,g,27403,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,142.066,1,68,64,6,393782,FALSE,aCases,2,1000000,0
1,25,37,middle,A21UA6O7ZFAIQJ,g,27403,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,142.066,1,68,64,6,393782,FALSE,aCases,3,1250000,0
1,25,37,middle,A21UA6O7ZFAIQJ,g,27403,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,142.066,1,68,64,6,393782,FALSE,deaths,1,20000,0
1,25,37,middle,A21UA6O7ZFAIQJ,g,27403,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,142.066,1,68,64,6,393782,FALSE,deaths,2,25000,0
1,25,37,middle,A21UA6O7ZFAIQJ,g,27403,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,142.066,1,68,64,6,393782,FALSE,deaths,3,32000,0
1,26,38,middle,A22KRF782ELLB0,g,42071,Donald Trump,6,10,63,35,16,9,5,2,57,36,18,179.145,1,95,86,6,393782,FALSE,cCases,1,470000,63
1,26,38,middle,A22KRF782ELLB0,g,42071,Donald Trump,6,10,63,35,16,9,5,2,57,36,18,179.145,1,95,86,6,393782,FALSE,cCases,2,580000,35
1,26,38,middle,A22KRF782ELLB0,g,42071,Donald Trump,6,10,63,35,16,9,5,2,57,36,18,179.145,1,95,86,6,393782,FALSE,cCases,3,750000,16
1,26,38,middle,A22KRF782ELLB0,g,42071,Donald Trump,6,10,63,35,16,9,5,2,57,36,18,179.145,1,95,86,6,393782,FALSE,aCases,1,700000,9
1,26,38,middle,A22KRF782ELLB0,g,42071,Donald Trump,6,10,63,35,16,9,5,2,57,36,18,179.145,1,95,86,6,393782,FALSE,aCases,2,900000,5
