"zip","est","est1","est2","est3","confidence","decrease","MTurk_ID","exp","group","day","id","past_social_iso_1","futur_social_iso_1","time_to_stop_dist","rt","attention","president","outcome","age","effort","new","lb","truth","n_start","state_id","z_est","z_conf"
21117,191000,124000,163000,191000,60,FALSE,"AE3ZQZ2Z81Z11",1,"ta",3,9260000,95,95,5,177.752,6,"Donald Trump","cCases",33,10,NA,96968,340775,1988,"MD",1.33253961132128,2.38890547629541
21117,2e+05,130000,2e+05,250000,85,FALSE,"A1IW3K0541EHQL",1,"ta",2,8740000,92,93,6,437.581,6,"Trump","cCases",30,8,NA,96968,248079,1988,"MD",1.39532943593851,3.38428275808516
21117,6e+05,450000,6e+05,750000,79,FALSE,"A1IW3K0541EHQL",2,"ta",2,0.0819,90,90,6,494.567,6,"Trump","cCases",30,9,0,393782,590573,1988,"MD",2.12348343806184,3.12375838614392
21117,250000,130000,2e+05,250000,83,FALSE,"A1IW3K0541EHQL",1,"ta",3,8740000,92,93,6,437.581,6,"Trump","cCases",30,8,NA,96968,340775,1988,"MD",1.74416179492314,3.30465257554198
21117,163000,124000,163000,191000,50,FALSE,"AE3ZQZ2Z81Z11",1,"ta",2,9260000,95,95,5,177.752,6,"Donald Trump","cCases",33,10,NA,96968,248079,1988,"MD",1.13719349028989,1.99075456357951
21117,130000,130000,2e+05,250000,84,FALSE,"A1IW3K0541EHQL",1,"ta",1,8740000,92,93,6,437.581,6,"Trump","cCases",30,8,NA,96968,165851,1988,"MD",0.906964133360032,3.34446766681357
21117,750000,450000,6e+05,750000,81,FALSE,"A1IW3K0541EHQL",2,"ta",3,0.0819,90,90,6,494.567,6,"Trump","cCases",30,9,0,393782,677570,1988,"MD",2.6543542975773,3.20284087693238
21117,450000,450000,6e+05,750000,81,FALSE,"A1IW3K0541EHQL",2,"ta",1,0.0819,90,90,6,494.567,6,"Trump","cCases",30,9,0,393782,505959,1988,"MD",1.59261257854638,3.20284087693238
21117,124000,124000,163000,191000,40,FALSE,"AE3ZQZ2Z81Z11",1,"ta",1,9260000,95,95,5,177.752,6,"Donald Trump","cCases",33,10,NA,96968,165851,1988,"MD",0.865104250281877,1.5926036508636
21213,4e+05,4e+05,425000,450000,81,FALSE,"AXPZAP62ZYWP8",3.2,"ta",1,725,NA,NA,NA,338.198,6,"Donald Trump","cCases",24,10,NA,393782,505959,1988,"MD",1.53595203733936,3.1061770045675
21213,1e+06,6e+05,1e+06,1200000,60,FALSE,"A37XBH865833FE",2,"ta",2,0.0525,100,100,6,176.156,6,"Trump","cCases",25,10,1,393782,590573,1988,"MD",3.53913906343639,2.37247472365361
21213,425000,4e+05,425000,450000,76,FALSE,"AXPZAP62ZYWP8",3.2,"ta",2,725,NA,NA,NA,338.198,6,"Donald Trump","cCases",24,10,NA,393782,590573,1988,"MD",1.63194903967307,2.9144376832979
21213,6e+05,6e+05,1e+06,1200000,75,FALSE,"A37XBH865833FE",2,"ta",1,0.0525,100,100,6,176.156,6,"Trump","cCases",25,10,1,393782,505959,1988,"MD",2.12348343806184,2.96559340456702
21213,1200000,6e+05,1e+06,1200000,50,FALSE,"A37XBH865833FE",2,"ta",3,0.0525,100,100,6,176.156,6,"Trump","cCases",25,10,1,393782,677570,1988,"MD",4.24696687612367,1.97706226971134
21213,450000,4e+05,425000,450000,73,FALSE,"AXPZAP62ZYWP8",3.2,"ta",3,725,NA,NA,NA,338.198,6,"Donald Trump","cCases",24,10,NA,393782,677570,1988,"MD",1.72794604200678,2.79939409053614
21222,180000,130000,180000,250000,60,FALSE,"A134VBUS05XZ45",3.1,"ta",2,309,NA,NA,NA,357.457,6,"Donald Trump","cCases",48,10,NA,96968,248079,1988,"MD",1.08692426460317,2.45683898160425
21222,250000,130000,180000,250000,60,FALSE,"A134VBUS05XZ45",3.1,"ta",3,309,NA,NA,NA,357.457,6,"Donald Trump","cCases",48,10,NA,96968,340775,1988,"MD",1.50961703417107,2.45683898160425
21222,130000,130000,180000,250000,70,FALSE,"A134VBUS05XZ45",3.1,"ta",1,309,NA,NA,NA,357.457,6,"Donald Trump","cCases",48,10,NA,96968,165851,1988,"MD",0.785000857768957,2.86631214520495
21230,698405,523014,698405,834175,60,FALSE,"A2EXM21XS6NZV5",2,"g",2,0.0266,100,100,4,263.255,6,"Donald Trump","cCases",42,10,1,393782,590573,1988,"MD",2.4717524175993,2.37247472365361
21230,834175,523014,698405,834175,50,FALSE,"A2EXM21XS6NZV5",2,"g",3,0.0266,100,100,4,263.255,6,"Donald Trump","cCases",42,10,1,393782,677570,1988,"MD",2.95226132824205,1.97706226971134
21230,523014,523014,698405,834175,70,FALSE,"A2EXM21XS6NZV5",2,"g",1,0.0266,100,100,4,263.255,6,"Donald Trump","cCases",42,10,1,393782,505959,1988,"MD",1.85101927812412,2.76788717759588
21286,215000,140000,197000,215000,57,FALSE,"A2YIB84VKYNKWD",1,"ta",3,10720000,81,80,6,937.866,6,"Trump","cCases",39,10,NA,96968,340775,1988,"MD",1.4999791436339,2.26946020248064
21286,197000,140000,197000,215000,72,FALSE,"A2YIB84VKYNKWD",1,"ta",2,10720000,81,80,6,937.866,6,"Trump","cCases",39,10,NA,96968,248079,1988,"MD",1.37439949439943,2.86668657155449
21286,140000,140000,197000,215000,81,FALSE,"A2YIB84VKYNKWD",1,"ta",1,10720000,81,80,6,937.866,6,"Trump","cCases",39,10,NA,96968,165851,1988,"MD",0.976730605156958,3.2250223929988
21401,6e+05,250000,450000,6e+05,7,FALSE,"A2G8IYPIS29GCO",3.1,"ta",3,253,NA,NA,NA,288.798,6,"Trump","cCases",44,7,NA,96968,340775,1988,"MD",3.62308088201057,0.286631214520495
21401,250000,250000,450000,6e+05,40,FALSE,"A2G8IYPIS29GCO",3.1,"ta",1,253,NA,NA,NA,288.798,6,"Trump","cCases",44,7,NA,96968,165851,1988,"MD",1.50961703417107,1.63789265440283
21401,450000,250000,450000,6e+05,24,FALSE,"A2G8IYPIS29GCO",3.1,"ta",2,253,NA,NA,NA,288.798,6,"Trump","cCases",44,7,NA,96968,248079,1988,"MD",2.71731066150793,0.982735592641699
21403,1e+06,5e+05,7e+05,1e+06,75,FALSE,"A2XVLENAJYX691",2,"g",3,0.1048,100,100,5,294.315,6,"Donald Trump","cCases",76,10,0,393782,677570,1988,"MD",3.53913906343639,2.96559340456702
21403,3e+05,140000,2e+05,3e+05,72,FALSE,"A2XVLENAJYX691",1,"g",3,2420000,100,100,6,261.201,6,"Donald Trump","cCases",76,10,NA,96968,340775,1988,"MD",2.09299415390777,2.86668657155449
21403,140000,140000,2e+05,3e+05,71,FALSE,"A2XVLENAJYX691",1,"g",1,2420000,100,100,6,261.201,6,"Donald Trump","cCases",76,10,NA,96968,165851,1988,"MD",0.976730605156958,2.8268714802829
21403,7e+05,5e+05,7e+05,1e+06,80,FALSE,"A2XVLENAJYX691",2,"g",2,0.1048,100,100,5,294.315,6,"Donald Trump","cCases",76,10,0,393782,590573,1988,"MD",2.47739734440548,3.16329963153815
21403,2e+05,140000,2e+05,3e+05,71,FALSE,"A2XVLENAJYX691",1,"g",2,2420000,100,100,6,261.201,6,"Donald Trump","cCases",76,10,NA,96968,248079,1988,"MD",1.39532943593851,2.8268714802829
21403,5e+05,5e+05,7e+05,1e+06,85,FALSE,"A2XVLENAJYX691",2,"g",1,0.1048,100,100,5,294.315,6,"Donald Trump","cCases",76,10,0,393782,505959,1988,"MD",1.7695695317182,3.36100585850929
22031,170000,170000,250000,4e+05,70,FALSE,"AHOE732XS9CMZ",1,"ta",1,4620000,70,70,5,196.735,6,"Donald Trump","cCases",24,8,NA,96968,165851,1988,"VA",1.18603002054773,2.78705638901131
22031,4e+05,170000,250000,4e+05,50,FALSE,"AHOE732XS9CMZ",1,"ta",3,4620000,70,70,5,196.735,6,"Donald Trump","cCases",24,8,NA,96968,340775,1988,"VA",2.79065887187702,1.99075456357951
22031,250000,170000,250000,4e+05,64,FALSE,"AHOE732XS9CMZ",1,"ta",2,4620000,70,70,5,196.735,6,"Donald Trump","cCases",24,8,NA,96968,248079,1988,"VA",1.74416179492314,2.54816584138177
22033,9e+05,4e+05,6e+05,9e+05,36,FALSE,"A1ENE99INLYD1G",3.2,"g",3,697,NA,NA,NA,129.339,6,"Donald Trump","cCases",40,10,NA,393782,677570,1988,"VA",3.45589208401356,1.38052311314111
22033,4e+05,4e+05,6e+05,9e+05,72,FALSE,"A1ENE99INLYD1G",3.2,"g",1,697,NA,NA,NA,129.339,6,"Donald Trump","cCases",40,10,NA,393782,505959,1988,"VA",1.53595203733936,2.76104622628222
22033,6e+05,4e+05,6e+05,9e+05,48,FALSE,"A1ENE99INLYD1G",3.2,"g",2,697,NA,NA,NA,129.339,6,"Donald Trump","cCases",40,10,NA,393782,590573,1988,"VA",2.30392805600904,1.84069748418815
22150,150000,1e+05,125000,150000,52,FALSE,"A2T8OTNOQJ1MUL",1,"ta",3,9920000,96,99,7,164.588,6,"Trump","cCases",23,10,NA,96968,340775,1988,"VA",1.04649707695388,2.07038474612269
22150,125000,1e+05,125000,150000,54,FALSE,"A2T8OTNOQJ1MUL",1,"ta",2,9920000,96,99,7,164.588,6,"Trump","cCases",23,10,NA,96968,248079,1988,"VA",0.872080897461569,2.15001492866587
22150,1e+05,1e+05,125000,150000,55,FALSE,"A2T8OTNOQJ1MUL",1,"ta",1,9920000,96,99,7,164.588,6,"Trump","cCases",23,10,NA,96968,165851,1988,"VA",0.697664717969255,2.18983001993746
22192,311000,176000,298000,311000,48,FALSE,"A3IO4P2AU6NA18",1,"ta",3,10200000,68,73,5,159.898,6,"Trump","cCases",55,10,NA,96968,340775,1988,"VA",2.16973727288438,1.91112438103633
22192,176000,176000,298000,311000,65,FALSE,"A3IO4P2AU6NA18",1,"ta",1,10200000,68,73,5,159.898,6,"Trump","cCases",55,10,NA,96968,165851,1988,"VA",1.22788990362589,2.58798093265336
22192,298000,176000,298000,311000,58,FALSE,"A3IO4P2AU6NA18",1,"ta",2,10200000,68,73,5,159.898,6,"Trump","cCases",55,10,NA,96968,248079,1988,"VA",2.07904085954838,2.30927529375223
22193,550000,5e+05,550000,6e+05,50,FALSE,"A3GDTSFHVBUJHD",2,"ta",2,0.0829,100,100,5,421.946,6,"Donald Trump","cCases",29,10,0,393782,590573,1988,"VA",1.94652648489002,1.97706226971134
22193,1e+05,1e+05,120000,140000,50,FALSE,"A3GDTSFHVBUJHD",1,"ta",1,6810000,90,90,6,312.826,6,"Trump","cCases",29,10,NA,96968,165851,1988,"VA",0.697664717969255,1.99075456357951
22193,5e+05,5e+05,550000,6e+05,50,FALSE,"A3GDTSFHVBUJHD",2,"ta",1,0.0829,100,100,5,421.946,6,"Donald Trump","cCases",29,10,0,393782,505959,1988,"VA",1.7695695317182,1.97706226971134
22193,140000,1e+05,120000,140000,50,FALSE,"A3GDTSFHVBUJHD",1,"ta",3,6810000,90,90,6,312.826,6,"Trump","cCases",29,10,NA,96968,340775,1988,"VA",0.976730605156958,1.99075456357951
22193,120000,1e+05,120000,140000,50,FALSE,"A3GDTSFHVBUJHD",1,"ta",2,6810000,90,90,6,312.826,6,"Trump","cCases",29,10,NA,96968,248079,1988,"VA",0.837197661563107,1.99075456357951
22193,6e+05,5e+05,550000,6e+05,50,FALSE,"A3GDTSFHVBUJHD",2,"ta",3,0.0829,100,100,5,421.946,6,"Donald Trump","cCases",29,10,0,393782,677570,1988,"VA",2.12348343806184,1.97706226971134
22209,501000,410000,450000,501000,55,FALSE,"A2LV5432PV1S39",3.2,"g",3,252,NA,NA,NA,131.191,6,"Trump","cCases",33,10,NA,393782,677570,1988,"VA",1.92377992676755,2.10913253396559
22209,410000,410000,450000,501000,90,FALSE,"A2LV5432PV1S39",3.2,"g",1,252,NA,NA,NA,131.191,6,"Trump","cCases",33,10,NA,393782,505959,1988,"VA",1.57435083827285,3.45130778285278
22209,450000,410000,450000,501000,72,FALSE,"A2LV5432PV1S39",3.2,"g",2,252,NA,NA,NA,131.191,6,"Trump","cCases",33,10,NA,393782,590573,1988,"VA",1.72794604200678,2.76104622628222
22406,435000,435000,578000,789000,26,FALSE,"A24E737D0977EH",2,"g",1,8e-04,31,23,6,105.901,6,"Donald Trump","cCases",25,9,1,393782,505959,1988,"VA",1.53952549259483,1.0280723802499
22406,578000,435000,578000,789000,26,FALSE,"A24E737D0977EH",2,"g",2,8e-04,31,23,6,105.901,6,"Donald Trump","cCases",25,9,1,393782,590573,1988,"VA",2.04562237866624,1.0280723802499
22406,789000,435000,578000,789000,33,FALSE,"A24E737D0977EH",2,"g",3,8e-04,31,23,6,105.901,6,"Donald Trump","cCases",25,9,1,393782,677570,1988,"VA",2.79238072105132,1.30486109800949
22407,2e+05,150000,2e+05,3e+05,63,FALSE,"AVL8NX27320P",3.1,"ta",2,480,NA,NA,NA,226.521,6,"Donald Trump","cCases",59,9,NA,96968,248079,1988,"VA",1.20769362733686,2.57968093068446
22407,3e+05,150000,2e+05,3e+05,55,FALSE,"AVL8NX27320P",3.1,"ta",3,480,NA,NA,NA,226.521,6,"Donald Trump","cCases",59,9,NA,96968,340775,1988,"VA",1.81154044100529,2.25210239980389
22407,150000,150000,2e+05,3e+05,72,FALSE,"AVL8NX27320P",3.1,"ta",1,480,NA,NA,NA,226.521,6,"Donald Trump","cCases",59,9,NA,96968,165851,1988,"VA",0.905770220502643,2.9482067779251
22443,6e+05,2e+05,4e+05,6e+05,21,FALSE,"A184CT4AT79K9J",3.1,"g",3,688,NA,NA,NA,179.167,6,"President Trump","cCases",30,10,NA,96968,340775,1988,"VA",3.62308088201057,0.859893643561486
22443,2e+05,2e+05,4e+05,6e+05,71,FALSE,"A184CT4AT79K9J",3.1,"g",1,688,NA,NA,NA,179.167,6,"President Trump","cCases",30,10,NA,96968,165851,1988,"VA",1.20769362733686,2.90725946156503
22443,4e+05,2e+05,4e+05,6e+05,43,FALSE,"A184CT4AT79K9J",3.1,"g",2,688,NA,NA,NA,179.167,6,"President Trump","cCases",30,10,NA,96968,248079,1988,"VA",2.41538725467371,1.76073460348304
22485,105000,105000,115000,120000,71,FALSE,"A1DX0Z20W07YOR",3.1,"g",1,757,NA,NA,NA,210.615,6,"Donald Trump","cCases",37,10,NA,96968,165851,1988,"VA",0.63403915435185,2.90725946156503
22485,115000,105000,115000,120000,62,FALSE,"A1DX0Z20W07YOR",3.1,"g",2,757,NA,NA,NA,210.615,6,"Donald Trump","cCases",37,10,NA,96968,248079,1988,"VA",0.694423835718693,2.53873361432439
22485,120000,105000,115000,120000,61,FALSE,"A1DX0Z20W07YOR",3.1,"g",3,757,NA,NA,NA,210.615,6,"Donald Trump","cCases",37,10,NA,96968,340775,1988,"VA",0.724616176402114,2.49778629796432
22520,110000,110000,125500,140750,50,FALSE,"A1ZE87WEYCA44A",3.1,"g",1,637,NA,NA,NA,273.645,6,"Donald Trump","cCases",54,10,NA,96968,165851,1988,"VA",0.664231495035271,2.04736581800354
22520,140750,110000,125500,140750,30,FALSE,"A1ZE87WEYCA44A",3.1,"g",3,637,NA,NA,NA,273.645,6,"Donald Trump","cCases",54,10,NA,96968,340775,1988,"VA",0.849914390238313,1.22841949080212
22520,125500,110000,125500,140750,40,FALSE,"A1ZE87WEYCA44A",3.1,"g",2,637,NA,NA,NA,273.645,6,"Donald Trump","cCases",54,10,NA,96968,248079,1988,"VA",0.757827751153878,1.63789265440283
22553,120000,120000,150000,175000,71,FALSE,"A30CKD84V82EH2",1,"g",1,1270000,100,100,5,175.503,6,"Trump","cCases",47,10,NA,96968,165851,1988,"VA",0.837197661563107,2.8268714802829
22553,175000,120000,150000,175000,60,FALSE,"A30CKD84V82EH2",1,"g",3,1270000,100,100,5,175.503,6,"Trump","cCases",47,10,NA,96968,340775,1988,"VA",1.2209132564462,2.38890547629541
22553,150000,120000,150000,175000,62,FALSE,"A30CKD84V82EH2",1,"g",2,1270000,100,100,5,175.503,6,"Trump","cCases",47,10,NA,96968,248079,1988,"VA",1.04649707695388,2.46853565883859
22554,120000,105000,120000,150000,60,FALSE,"A2KXMQWKUDMNGL",3.1,"g",2,123,NA,NA,NA,159.197,6,"Trump","cCases",25,10,NA,96968,248079,1988,"VA",0.724616176402114,2.45683898160425
22554,4e+05,2e+05,4e+05,8e+05,22,FALSE,"A2BSULOV6QDJ0P",3.1,"g",2,188,NA,NA,NA,195.707,6,"Donald J Trump","cCases",57,10,NA,96968,248079,1988,"VA",2.41538725467371,0.900840959921557
22554,105000,105000,120000,150000,65,FALSE,"A2KXMQWKUDMNGL",3.1,"g",1,123,NA,NA,NA,159.197,6,"Trump","cCases",25,10,NA,96968,165851,1988,"VA",0.63403915435185,2.6615755634046
22554,2e+05,2e+05,4e+05,8e+05,24,FALSE,"A2BSULOV6QDJ0P",3.1,"g",1,188,NA,NA,NA,195.707,6,"Donald J Trump","cCases",57,10,NA,96968,165851,1988,"VA",1.20769362733686,0.982735592641699
22554,8e+05,2e+05,4e+05,8e+05,11,FALSE,"A2BSULOV6QDJ0P",3.1,"g",3,188,NA,NA,NA,195.707,6,"Donald J Trump","cCases",57,10,NA,96968,340775,1988,"VA",4.83077450934743,0.450420479960778
22554,150000,105000,120000,150000,54,FALSE,"A2KXMQWKUDMNGL",3.1,"g",3,123,NA,NA,NA,159.197,6,"Trump","cCases",25,10,NA,96968,340775,1988,"VA",0.905770220502643,2.21115508344382
22980,532000,425000,5e+05,532000,19,FALSE,"A4GGEF7TZ6KFS",3.2,"g",3,132,NA,NA,NA,160.143,6,"Trump","cCases",42,10,NA,393782,677570,1988,"VA",2.04281620966135,0.728609420824475
22980,425000,425000,5e+05,532000,21,FALSE,"A4GGEF7TZ6KFS",3.2,"g",1,132,NA,NA,NA,160.143,6,"Trump","cCases",42,10,NA,393782,505959,1988,"VA",1.63194903967307,0.805305149332315
22980,5e+05,425000,5e+05,532000,27,FALSE,"A4GGEF7TZ6KFS",3.2,"g",2,132,NA,NA,NA,160.143,6,"Trump","cCases",42,10,NA,393782,590573,1988,"VA",1.9199400466742,1.03539233485583
23223,475000,475000,580000,7e+05,71,FALSE,"A01913642LJT7L89AFM2F",3.2,"ta",1,61,NA,NA,NA,187.341,6,"Donald Trump","cCases",26,10,NA,393782,505959,1988,"VA",1.82394304434049,2.7226983620283
23223,580000,475000,580000,7e+05,35,FALSE,"A01913642LJT7L89AFM2F",3.2,"ta",2,61,NA,NA,NA,187.341,6,"Donald Trump","cCases",26,10,NA,393782,590573,1988,"VA",2.22713045414208,1.34217524888719
23223,7e+05,475000,580000,7e+05,17,FALSE,"A01913642LJT7L89AFM2F",3.2,"ta",3,61,NA,NA,NA,187.341,6,"Donald Trump","cCases",26,10,NA,393782,677570,1988,"VA",2.68791606534388,0.651913692316636
23224,420000,420000,445000,465000,80,FALSE,"AOWW3URQNRJ6U",2,"g",1,0.118,91,95,5,179.334,6,"Donald Trump","cCases",28,10,0,393782,505959,1988,"VA",1.48643840664329,3.16329963153815
23224,465000,420000,445000,465000,65,FALSE,"AOWW3URQNRJ6U",2,"g",3,0.118,91,95,5,179.334,6,"Donald Trump","cCases",28,10,0,393782,677570,1988,"VA",1.64569966449792,2.57018095062475
23224,445000,420000,445000,465000,65,FALSE,"AOWW3URQNRJ6U",2,"g",2,0.118,91,95,5,179.334,6,"Donald Trump","cCases",28,10,0,393782,590573,1988,"VA",1.5749168832292,2.57018095062475
23229,115000,115000,2e+05,250000,76,FALSE,"AOWW3URQNRJ6U",1,"g",1,3080000,100,100,5,89.107,6,"Donald Trump","cCases",28,10,NA,96968,165851,1988,"VA",0.802314425664644,3.02594693664085
23229,250000,115000,2e+05,250000,65,FALSE,"AOWW3URQNRJ6U",1,"g",3,3080000,100,100,5,89.107,6,"Donald Trump","cCases",28,10,NA,96968,340775,1988,"VA",1.74416179492314,2.58798093265336
23229,2e+05,115000,2e+05,250000,66,FALSE,"AOWW3URQNRJ6U",1,"g",2,3080000,100,100,5,89.107,6,"Donald Trump","cCases",28,10,NA,96968,248079,1988,"VA",1.39532943593851,2.62779602392495
23314,458000,393782,410000,458000,30,FALSE,"A3C61IAOV5NRZC",2,"ta",3,0.0503,100,100,5,457.491,6,"Donald Trump","cCases",25,10,1,393782,677570,1988,"VA",1.62092569105387,1.18623736182681
23314,410000,393782,410000,458000,39,FALSE,"A3C61IAOV5NRZC",2,"ta",2,0.0503,100,100,5,457.491,6,"Donald Trump","cCases",25,10,1,393782,590573,1988,"VA",1.45104701600892,1.54210857037485
23323,120000,120000,140000,160000,70,FALSE,"A2WHC086WNUQNB",3.1,"ta",1,561,NA,NA,NA,129.775,6,"Donald J. Trump","cCases",53,10,NA,96968,165851,1988,"VA",0.724616176402114,2.86631214520495
23323,140000,120000,140000,160000,50,FALSE,"A2WHC086WNUQNB",3.1,"ta",2,561,NA,NA,NA,129.775,6,"Donald J. Trump","cCases",53,10,NA,96968,248079,1988,"VA",0.8453855391358,2.04736581800354
23323,160000,120000,140000,160000,50,FALSE,"A2WHC086WNUQNB",3.1,"ta",3,561,NA,NA,NA,129.775,6,"Donald J. Trump","cCases",53,10,NA,96968,340775,1988,"VA",0.966154901869485,2.04736581800354
23456,120000,120000,175000,250000,68,FALSE,"A2NO3OTBZYY43Z",3.1,"ta",1,269,NA,NA,NA,187.993,6,"Trump","cCases",45,10,NA,96968,165851,1988,"VA",0.724616176402114,2.78441751248481
23456,175000,120000,175000,250000,52,FALSE,"A2NO3OTBZYY43Z",3.1,"ta",2,269,NA,NA,NA,187.993,6,"Trump","cCases",45,10,NA,96968,248079,1988,"VA",1.05673192391975,2.12926045072368
23456,250000,120000,175000,250000,21,FALSE,"A2NO3OTBZYY43Z",3.1,"ta",3,269,NA,NA,NA,187.993,6,"Trump","cCases",45,10,NA,96968,340775,1988,"VA",1.50961703417107,0.859893643561486
23504,4e+05,150000,4e+05,9e+05,60,FALSE,"A3K5HNLPS3F0I8",3.1,"ta",2,431,NA,NA,NA,481.468,6,"Donald Trump","cCases",70,10,NA,96968,248079,1988,"VA",2.41538725467371,2.45683898160425
23504,9e+05,150000,4e+05,9e+05,40,FALSE,"A3K5HNLPS3F0I8",3.1,"ta",3,431,NA,NA,NA,481.468,6,"Donald Trump","cCases",70,10,NA,96968,340775,1988,"VA",5.43462132301586,1.63789265440283
23504,150000,150000,4e+05,9e+05,70,FALSE,"A3K5HNLPS3F0I8",3.1,"ta",1,431,NA,NA,NA,481.468,6,"Donald Trump","cCases",70,10,NA,96968,165851,1988,"VA",0.905770220502643,2.86631214520495
23875,5e+05,250000,5e+05,1e+06,79,FALSE,"A33A58GYKIYN2L",3.1,"g",2,179,NA,NA,NA,349.171,6,"Donald Trump","cCases",18,9,NA,96968,248079,1988,"VA",3.01923406834214,3.23483799244559
23875,250000,250000,5e+05,1e+06,71,FALSE,"A33A58GYKIYN2L",3.1,"g",1,179,NA,NA,NA,349.171,6,"Donald Trump","cCases",18,9,NA,96968,165851,1988,"VA",1.50961703417107,2.90725946156503
23921,125000,125000,165000,2e+05,30,FALSE,"AMG800JQZGS2E",1,"ta",1,9580000,71,82,4,118.594,6,"Donald Trump","cCases",67,9,NA,96968,165851,1988,"VA",0.872080897461569,1.1944527381477
23921,2e+05,125000,165000,2e+05,12,FALSE,"AMG800JQZGS2E",1,"ta",3,9580000,71,82,4,118.594,6,"Donald Trump","cCases",67,9,NA,96968,340775,1988,"VA",1.39532943593851,0.477781095259081
23921,165000,125000,165000,2e+05,19,FALSE,"AMG800JQZGS2E",1,"ta",2,9580000,71,82,4,118.594,6,"Donald Trump","cCases",67,9,NA,96968,248079,1988,"VA",1.15114678464927,0.756486734160212
24015,2e+05,2e+05,3e+05,325000,78,FALSE,"AJ3CE3PZMTP6",1,"ta",1,5190000,86,86,4,314.781,6,"Donald Trump","cCases",51,10,NA,96968,165851,1988,"VA",1.39532943593851,3.10557711918403
24015,325000,2e+05,3e+05,325000,9,FALSE,"AJ3CE3PZMTP6",1,"ta",3,5190000,86,86,4,314.781,6,"Donald Trump","cCases",51,10,NA,96968,340775,1988,"VA",2.26741033340008,0.358335821444311
24015,3e+05,2e+05,3e+05,325000,20,FALSE,"AJ3CE3PZMTP6",1,"ta",2,5190000,86,86,4,314.781,6,"Donald Trump","cCases",51,10,NA,96968,248079,1988,"VA",2.09299415390777,0.796301825431802
24060,750000,5e+05,750000,1e+06,50,FALSE,"A2LSOA4PV13MEX",3.2,"ta",2,334,NA,NA,NA,465.343,6,"Donald Trump","cCases",24,10,NA,393782,590573,1988,"VA",2.8799100700113,1.91739321269599
24060,1e+06,5e+05,750000,1e+06,50,FALSE,"A2LSOA4PV13MEX",3.2,"ta",3,334,NA,NA,NA,465.343,6,"Donald Trump","cCases",24,10,NA,393782,677570,1988,"VA",3.83988009334841,1.91739321269599
24060,163500,130225,163500,2e+05,93,FALSE,"A44YOTOOXAD3X",1,"g",2,6770000,50,50,6,272.286,6,"Donald Trump","cCases",21,10,NA,96968,248079,1988,"VA",1.14068181387973,3.70280348825788
24060,130225,130225,163500,2e+05,91,FALSE,"A44YOTOOXAD3X",1,"g",1,6770000,50,50,6,272.286,6,"Donald Trump","cCases",21,10,NA,96968,165851,1988,"VA",0.908533878975463,3.6231733057147
24060,2e+05,130225,163500,2e+05,96,FALSE,"A44YOTOOXAD3X",1,"g",3,6770000,50,50,6,272.286,6,"Donald Trump","cCases",21,10,NA,96968,340775,1988,"VA",1.39532943593851,3.82224876207265
24060,5e+05,5e+05,750000,1e+06,60,FALSE,"A2LSOA4PV13MEX",3.2,"ta",1,334,NA,NA,NA,465.343,6,"Donald Trump","cCases",24,10,NA,393782,505959,1988,"VA",1.9199400466742,2.30087185523519
24501,550000,550000,750000,9e+05,71,FALSE,"A17OSPGV41FZ7P",3.2,"ta",1,139,NA,NA,NA,250.796,6,"Donald Trump","cCases",34,10,NA,393782,505959,1988,"VA",2.11193405134162,2.7226983620283
24501,9e+05,550000,750000,9e+05,44,FALSE,"A17OSPGV41FZ7P",3.2,"ta",3,139,NA,NA,NA,250.796,6,"Donald Trump","cCases",34,10,NA,393782,677570,1988,"VA",3.45589208401356,1.68730602717247
24501,750000,550000,750000,9e+05,58,FALSE,"A17OSPGV41FZ7P",3.2,"ta",2,139,NA,NA,NA,250.796,6,"Donald Trump","cCases",34,10,NA,393782,590573,1988,"VA",2.8799100700113,2.22417612672735
24502,7e+05,5e+05,7e+05,950000,77,FALSE,"AI380TE70QWVY",3.2,"ta",2,250,NA,NA,NA,254.743,6,"Trump","cCases",42,10,NA,393782,590573,1988,"VA",2.68791606534388,2.95278554755182
24502,250000,150000,250000,350000,50,FALSE,"ASB83F0JJMDZ9",1,"ta",2,9440000,100,100,7,579.51,6,"Donald Trump","cCases",43,10,NA,96968,248079,1988,"VA",1.74416179492314,1.99075456357951
24502,5e+05,5e+05,7e+05,950000,76,FALSE,"AI380TE70QWVY",3.2,"ta",1,250,NA,NA,NA,254.743,6,"Trump","cCases",42,10,NA,393782,505959,1988,"VA",1.9199400466742,2.9144376832979
24502,150000,150000,250000,350000,50,FALSE,"ASB83F0JJMDZ9",1,"ta",1,9440000,100,100,7,579.51,6,"Donald Trump","cCases",43,10,NA,96968,165851,1988,"VA",1.04649707695388,1.99075456357951
24502,350000,150000,250000,350000,50,FALSE,"ASB83F0JJMDZ9",1,"ta",3,9440000,100,100,7,579.51,6,"Donald Trump","cCases",43,10,NA,96968,340775,1988,"VA",2.44182651289239,1.99075456357951
24502,950000,5e+05,7e+05,950000,77,FALSE,"AI380TE70QWVY",3.2,"ta",3,250,NA,NA,NA,254.743,6,"Trump","cCases",42,10,NA,393782,677570,1988,"VA",3.64788608868098,2.95278554755182
