"zip","est","est1","est2","est3","confidence","decrease","MTurk_ID","exp","group","day","id","past_social_iso_1","futur_social_iso_1","time_to_stop_dist","rt","attention","president","outcome","age","effort","new","lb","truth","n_start","state_id","z_est","z_conf"
3060,221346,123569,198000,221346,71,FALSE,"A271V19C06841K",1,"ta",3,10970000,90,80,5,406.292,6,"Trump","cCases",33,10,NA,96968,340775,1988,"NH",1.54425294663623,2.8268714802829
3060,123569,123569,198000,221346,71,FALSE,"A271V19C06841K",1,"ta",1,10970000,90,80,5,406.292,6,"Trump","cCases",33,10,NA,96968,165851,1988,"NH",0.862097315347429,2.8268714802829
3060,198000,123569,198000,221346,70,FALSE,"A271V19C06841K",1,"ta",2,10970000,90,80,5,406.292,6,"Trump","cCases",33,10,NA,96968,248079,1988,"NH",1.38137614157913,2.78705638901131
3060,450000,450000,550000,632000,60,FALSE,"A271V19C06841K",2,"ta",1,0.0871,99,100,6,256.599,6,"Trump","cCases",33,10,0,393782,505959,1988,"NH",1.59261257854638,2.37247472365361
3060,632000,450000,550000,632000,38,FALSE,"A271V19C06841K",2,"ta",3,0.0871,99,100,6,256.599,6,"Trump","cCases",33,10,0,393782,677570,1988,"NH",2.2367358880918,1.50256732498062
3060,550000,450000,550000,632000,49,FALSE,"A271V19C06841K",2,"ta",2,0.0871,99,100,6,256.599,6,"Trump","cCases",33,10,0,393782,590573,1988,"NH",1.94652648489002,1.93752102431712
3244,545000,450000,545000,750000,70,FALSE,"A23JXRIKFX8PDN",2,"g",2,0.0994,100,96,7,153.638,6,"Trump","cCases",57,10,0,393782,590573,1988,"NH",1.92883078957284,2.76788717759588
3244,750000,450000,545000,750000,71,FALSE,"A23JXRIKFX8PDN",2,"g",3,0.0994,100,96,7,153.638,6,"Trump","cCases",57,10,0,393782,677570,1988,"NH",2.6543542975773,2.80742842299011
3244,103000,103000,146000,190000,60,FALSE,"A23JXRIKFX8PDN",1,"g",1,6080000,85,85,6,194.289,6,"Trump","cCases",57,10,NA,96968,165851,1988,"NH",0.718594659508333,2.38890547629541
3244,450000,450000,545000,750000,71,FALSE,"A23JXRIKFX8PDN",2,"g",1,0.0994,100,96,7,153.638,6,"Trump","cCases",57,10,0,393782,505959,1988,"NH",1.59261257854638,2.80742842299011
3244,190000,103000,146000,190000,60,FALSE,"A23JXRIKFX8PDN",1,"g",3,6080000,85,85,6,194.289,6,"Trump","cCases",57,10,NA,96968,340775,1988,"NH",1.32556296414159,2.38890547629541
3244,146000,103000,146000,190000,60,FALSE,"A23JXRIKFX8PDN",1,"g",2,6080000,85,85,6,194.289,6,"Trump","cCases",57,10,NA,96968,248079,1988,"NH",1.01859048823511,2.38890547629541
3275,652000,652000,1152000,1900000,10,FALSE,"A2ZDXFFGSPHGBE",3.1,"ta",1,389,NA,NA,NA,154.54,6,"Donald Trump","cCases",31,8,NA,96968,165851,1988,"NH",3.93708122511815,0.409473163600708
3784,5e+05,150000,5e+05,1500000,75,FALSE,"A3I643CTTXSUY9",1,"ta",2,4870000,95,95,6,262.402,6,"Donald Trump","cCases",27,10,NA,96968,248079,1988,"NH",3.48832358984628,2.98613184536926
3784,150000,150000,5e+05,1500000,65,FALSE,"A3I643CTTXSUY9",1,"ta",1,4870000,95,95,6,262.402,6,"Donald Trump","cCases",27,10,NA,96968,165851,1988,"NH",1.04649707695388,2.58798093265336
3811,423000,403030,423000,450000,5,FALSE,"AVU1N78F92K93",2,"ta",2,0.0865,100,93,7,211.438,6,"Trump","cCases",29,10,0,393782,590573,1988,"NH",1.49705582383359,0.197706226971134
3811,165000,165000,2e+05,250000,70,FALSE,"AVU1N78F92K93",1,"ta",1,4810000,100,100,7,198.096,6,"Trump","cCases",29,9,NA,96968,165851,1988,"NH",1.15114678464927,2.78705638901131
3811,403030,403030,423000,450000,8,FALSE,"AVU1N78F92K93",2,"ta",1,0.0865,100,93,7,211.438,6,"Trump","cCases",29,10,0,393782,505959,1988,"NH",1.42637921673677,0.316329963153815
3811,450000,403030,423000,450000,6,FALSE,"AVU1N78F92K93",2,"ta",3,0.0865,100,93,7,211.438,6,"Trump","cCases",29,10,0,393782,677570,1988,"NH",1.59261257854638,0.237247472365361
3811,250000,165000,2e+05,250000,39,FALSE,"AVU1N78F92K93",1,"ta",3,4810000,100,100,7,198.096,6,"Trump","cCases",29,9,NA,96968,340775,1988,"NH",1.74416179492314,1.55278855959201
3811,2e+05,165000,2e+05,250000,53,FALSE,"AVU1N78F92K93",1,"ta",2,4810000,100,100,7,198.096,6,"Trump","cCases",29,9,NA,96968,248079,1988,"NH",1.39532943593851,2.11019983739428
3833,5e+05,4e+05,5e+05,6e+05,50,FALSE,"A5PKYZJRK1ZFW",2,"g",2,0.1055,85,100,6,143.432,6,"Donald J. Trump","cCases",22,10,0,393782,590573,1988,"NH",1.7695695317182,1.97706226971134
3833,8e+05,2e+05,4e+05,8e+05,24,FALSE,"A5PKYZJRK1ZFW",1,"g",3,5620000,65,85,6,171.946,6,"Donald J. Trump","cCases",22,8,NA,96968,340775,1988,"NH",5.58131774375404,0.955562190518163
3833,4e+05,4e+05,5e+05,6e+05,50,FALSE,"A5PKYZJRK1ZFW",2,"g",1,0.1055,85,100,6,143.432,6,"Donald J. Trump","cCases",22,10,0,393782,505959,1988,"NH",1.41565562537456,1.97706226971134
3833,4e+05,2e+05,4e+05,8e+05,25,FALSE,"A5PKYZJRK1ZFW",1,"g",2,5620000,65,85,6,171.946,6,"Donald J. Trump","cCases",22,8,NA,96968,248079,1988,"NH",2.79065887187702,0.995377281789753
3833,6e+05,4e+05,5e+05,6e+05,50,FALSE,"A5PKYZJRK1ZFW",2,"g",3,0.1055,85,100,6,143.432,6,"Donald J. Trump","cCases",22,10,0,393782,677570,1988,"NH",2.12348343806184,1.97706226971134
3833,2e+05,2e+05,4e+05,8e+05,25,FALSE,"A5PKYZJRK1ZFW",1,"g",1,5620000,65,85,6,171.946,6,"Donald J. Trump","cCases",22,8,NA,96968,165851,1988,"NH",1.39532943593851,0.995377281789753
3908,410000,410000,5e+05,615000,65,FALSE,"A25N0K40JAZTN1",3.2,"ta",1,89,NA,NA,NA,141.241,6,"Donald Trump","cCases",49,10,NA,393782,505959,1988,"ME",1.57435083827285,2.49261117650478
3908,615000,410000,5e+05,615000,64,FALSE,"A25N0K40JAZTN1",3.2,"ta",3,89,NA,NA,NA,141.241,6,"Donald Trump","cCases",49,10,NA,393782,677570,1988,"ME",2.36152625740927,2.45426331225086
3908,5e+05,410000,5e+05,615000,64,FALSE,"A25N0K40JAZTN1",3.2,"ta",2,89,NA,NA,NA,141.241,6,"Donald Trump","cCases",49,10,NA,393782,590573,1988,"ME",1.9199400466742,2.45426331225086
4103,165000,165000,189000,2e+05,80,FALSE,"A2EMTSJS47K8SU",1,"ta",1,10510000,100,100,7,284.791,6,"Donald Trump","cCases",32,10,NA,96968,165851,1988,"ME",1.15114678464927,3.18520730172721
4103,2e+05,165000,189000,2e+05,40,FALSE,"A2EMTSJS47K8SU",1,"ta",3,10510000,100,100,7,284.791,6,"Donald Trump","cCases",32,10,NA,96968,340775,1988,"ME",1.39532943593851,1.5926036508636
4103,189000,165000,189000,2e+05,60,FALSE,"A2EMTSJS47K8SU",1,"ta",2,10510000,100,100,7,284.791,6,"Donald Trump","cCases",32,10,NA,96968,248079,1988,"ME",1.31858631696189,2.38890547629541
4106,450000,450000,510000,6e+05,26,FALSE,"A3RDH0U2H6JCBC",3.2,"g",1,607,NA,NA,NA,135.966,6,"Donald Trump","cCases",32,8,NA,393782,505959,1988,"ME",1.72794604200678,0.997044470601913
4106,6e+05,450000,510000,6e+05,19,FALSE,"A3RDH0U2H6JCBC",3.2,"g",3,607,NA,NA,NA,135.966,6,"Donald Trump","cCases",32,8,NA,393782,677570,1988,"ME",2.30392805600904,0.728609420824475
4106,510000,450000,510000,6e+05,22,FALSE,"A3RDH0U2H6JCBC",3.2,"g",2,607,NA,NA,NA,135.966,6,"Donald Trump","cCases",32,8,NA,393782,590573,1988,"ME",1.95833884760769,0.843653013586234
4364,7e+05,5e+05,6e+05,7e+05,50,FALSE,"A3EEGNK5UKN9KE",3.2,"g",3,364,NA,NA,NA,311.398,6,"Donald Trump (unfortunately)","cCases",50,10,NA,393782,677570,1988,"ME",2.68791606534388,1.91739321269599
4364,6e+05,5e+05,6e+05,7e+05,60,FALSE,"A3EEGNK5UKN9KE",3.2,"g",2,364,NA,NA,NA,311.398,6,"Donald Trump (unfortunately)","cCases",50,10,NA,393782,590573,1988,"ME",2.30392805600904,2.30087185523519
4364,5e+05,5e+05,6e+05,7e+05,70,FALSE,"A3EEGNK5UKN9KE",3.2,"g",1,364,NA,NA,NA,311.398,6,"Donald Trump (unfortunately)","cCases",50,10,NA,393782,505959,1988,"ME",1.9199400466742,2.68435049777438
4401,190000,150000,190000,220000,35,FALSE,"A043490632OO7Y1SYH4KQ",1,"ta",2,10460000,83,93,6,278.524,6,"donald Trump","cCases",42,10,NA,96968,248079,1988,"ME",1.32556296414159,1.39352819450565
4401,220000,150000,190000,220000,24,FALSE,"A043490632OO7Y1SYH4KQ",1,"ta",3,10460000,83,93,6,278.524,6,"donald Trump","cCases",42,10,NA,96968,340775,1988,"ME",1.53486237953236,0.955562190518163
4401,150000,150000,190000,220000,73,FALSE,"A043490632OO7Y1SYH4KQ",1,"ta",1,10460000,83,93,6,278.524,6,"donald Trump","cCases",42,10,NA,96968,165851,1988,"ME",1.04649707695388,2.90650166282608
6010,112968,112968,318968,512968,0,FALSE,"A22WWSTT8TU7G1",1,"ta",1,10160000,100,100,7,210.795,6,"Donald Trump","cCases",37,10,NA,96968,165851,1988,"CT",0.788137878595509,0
6010,512968,112968,318968,512968,0,FALSE,"A22WWSTT8TU7G1",1,"ta",3,10160000,100,100,7,210.795,6,"Donald Trump","cCases",37,10,NA,96968,340775,1988,"CT",3.57879675047253,0
6010,185000,1e+05,130000,185000,48,FALSE,"AU418BPG5PQ9I",3.1,"g",3,327,NA,NA,NA,234.507,6,"Donald Trump","cCases",41,10,NA,96968,340775,1988,"CT",1.11711660528659,1.9654711852834
6010,593782,493782,593782,693782,0,FALSE,"A22WWSTT8TU7G1",2,"ta",2,0.0966,100,100,7,123.131,6,"Donald Trump","cCases",37,10,0,393782,590573,1988,"CT",2.10147707136539,0
6010,1e+05,1e+05,130000,185000,67,FALSE,"AU418BPG5PQ9I",3.1,"g",1,327,NA,NA,NA,234.507,6,"Donald Trump","cCases",41,10,NA,96968,165851,1988,"CT",0.603846813668428,2.74347019612474
6010,318968,112968,318968,512968,0,FALSE,"A22WWSTT8TU7G1",1,"ta",2,10160000,100,100,7,210.795,6,"Donald Trump","cCases",37,10,NA,96968,248079,1988,"CT",2.22532719761217,0
6010,693782,493782,593782,693782,0,FALSE,"A22WWSTT8TU7G1",2,"ta",3,0.0966,100,100,7,123.131,6,"Donald Trump","cCases",37,10,0,393782,677570,1988,"CT",2.45539097770903,0
6010,493782,493782,593782,693782,0,FALSE,"A22WWSTT8TU7G1",2,"ta",1,0.0966,100,100,7,123.131,6,"Donald Trump","cCases",37,10,0,393782,505959,1988,"CT",1.74756316502175,0
6010,130000,1e+05,130000,185000,58,FALSE,"AU418BPG5PQ9I",3.1,"g",2,327,NA,NA,NA,234.507,6,"Donald Trump","cCases",41,10,NA,96968,248079,1988,"CT",0.785000857768957,2.3749443488841
