Finished,id,age,age_bin,MTurk_ID,group_id,zip,president,attention,effort,cCases_1_conf,cCases_2_conf,cCases_3_conf,aCases_1_conf,aCases_2_conf,aCases_3_conf,deaths_1_conf,deaths_2_conf,deaths_3_conf,rt,past_social_iso_1,futur_social_iso_1,time_to_stop_dist,lb,decrease,outcome,day,estimate,confidence
1,97,28,young,A2UQ2471GMCFQ6,g,95677,Donald Trump,6,7,36,45,51,37,46,52,38,48,55,120.09,57,70,5,96968,TRUE,deaths,1,455,38
1,97,28,young,A2UQ2471GMCFQ6,g,95677,Donald Trump,6,7,36,45,51,37,46,52,38,48,55,120.09,57,70,5,96968,TRUE,deaths,2,565,48
1,97,28,young,A2UQ2471GMCFQ6,g,95677,Donald Trump,6,7,36,45,51,37,46,52,38,48,55,120.09,57,70,5,96968,TRUE,deaths,3,767,55
1,98,33,middle,A2V4DP31BEVABF,g,20910,Donald Trump,6,10,50,50,50,50,50,50,50,50,50,180.625,79,80,5,96968,FALSE,cCases,1,101000,50
1,98,33,middle,A2V4DP31BEVABF,g,20910,Donald Trump,6,10,50,50,50,50,50,50,50,50,50,180.625,79,80,5,96968,FALSE,cCases,2,120000,50
1,98,33,middle,A2V4DP31BEVABF,g,20910,Donald Trump,6,10,50,50,50,50,50,50,50,50,50,180.625,79,80,5,96968,FALSE,cCases,3,150000,50
1,98,33,middle,A2V4DP31BEVABF,g,20910,Donald Trump,6,10,50,50,50,50,50,50,50,50,50,180.625,79,80,5,96968,FALSE,aCases,1,100000,50
1,98,33,middle,A2V4DP31BEVABF,g,20910,Donald Trump,6,10,50,50,50,50,50,50,50,50,50,180.625,79,80,5,96968,FALSE,aCases,2,105000,50
1,98,33,middle,A2V4DP31BEVABF,g,20910,Donald Trump,6,10,50,50,50,50,50,50,50,50,50,180.625,79,80,5,96968,FALSE,aCases,3,120000,50
1,98,33,middle,A2V4DP31BEVABF,g,20910,Donald Trump,6,10,50,50,50,50,50,50,50,50,50,180.625,79,80,5,96968,FALSE,deaths,1,1700,50
1,98,33,middle,A2V4DP31BEVABF,g,20910,Donald Trump,6,10,50,50,50,50,50,50,50,50,50,180.625,79,80,5,96968,FALSE,deaths,2,2000,50
1,98,33,middle,A2V4DP31BEVABF,g,20910,Donald Trump,6,10,50,50,50,50,50,50,50,50,50,180.625,79,80,5,96968,FALSE,deaths,3,2300,50
1,99,58,middle,A11LSO6D7BMY99,ta,34232,Trump,6,10,21,20,20,20,21,20,19,20,21,168.274,93,90,5,96968,FALSE,cCases,1,200000,21
1,99,58,middle,A11LSO6D7BMY99,ta,34232,Trump,6,10,21,20,20,20,21,20,19,20,21,168.274,93,90,5,96968,FALSE,cCases,2,500000,20
1,99,58,middle,A11LSO6D7BMY99,ta,34232,Trump,6,10,21,20,20,20,21,20,19,20,21,168.274,93,90,5,96968,FALSE,cCases,3,750000,20
1,99,58,middle,A11LSO6D7BMY99,ta,34232,Trump,6,10,21,20,20,20,21,20,19,20,21,168.274,93,90,5,96968,FALSE,aCases,1,200000,20
1,99,58,middle,A11LSO6D7BMY99,ta,34232,Trump,6,10,21,20,20,20,21,20,19,20,21,168.274,93,90,5,96968,FALSE,aCases,2,500000,21
1,99,58,middle,A11LSO6D7BMY99,ta,34232,Trump,6,10,21,20,20,20,21,20,19,20,21,168.274,93,90,5,96968,FALSE,aCases,3,750000,20
1,99,58,middle,A11LSO6D7BMY99,ta,34232,Trump,6,10,21,20,20,20,21,20,19,20,21,168.274,93,90,5,96968,FALSE,deaths,1,6000,19
1,99,58,middle,A11LSO6D7BMY99,ta,34232,Trump,6,10,21,20,20,20,21,20,19,20,21,168.274,93,90,5,96968,FALSE,deaths,2,10000,20
1,99,58,middle,A11LSO6D7BMY99,ta,34232,Trump,6,10,21,20,20,20,21,20,19,20,21,168.274,93,90,5,96968,FALSE,deaths,3,15000,21
1,102,30,middle,AQL24433IP0QQ,g,97360,Trump,6,10,15,13,12,16,11,17,16,12,24,52.2,76,87,4,96968,TRUE,cCases,1,78,15
1,102,30,middle,AQL24433IP0QQ,g,97360,Trump,6,10,15,13,12,16,11,17,16,12,24,52.2,76,87,4,96968,TRUE,cCases,2,228,13
1,102,30,middle,AQL24433IP0QQ,g,97360,Trump,6,10,15,13,12,16,11,17,16,12,24,52.2,76,87,4,96968,TRUE,cCases,3,715,12
1,102,30,middle,AQL24433IP0QQ,g,97360,Trump,6,10,15,13,12,16,11,17,16,12,24,52.2,76,87,4,96968,TRUE,aCases,1,181,16
1,102,30,middle,AQL24433IP0QQ,g,97360,Trump,6,10,15,13,12,16,11,17,16,12,24,52.2,76,87,4,96968,TRUE,aCases,2,482,11
1,102,30,middle,AQL24433IP0QQ,g,97360,Trump,6,10,15,13,12,16,11,17,16,12,24,52.2,76,87,4,96968,TRUE,aCases,3,1534,17
1,102,30,middle,AQL24433IP0QQ,g,97360,Trump,6,10,15,13,12,16,11,17,16,12,24,52.2,76,87,4,96968,TRUE,deaths,1,15,16
1,102,30,middle,AQL24433IP0QQ,g,97360,Trump,6,10,15,13,12,16,11,17,16,12,24,52.2,76,87,4,96968,TRUE,deaths,2,49,12
1,102,30,middle,AQL24433IP0QQ,g,97360,Trump,6,10,15,13,12,16,11,17,16,12,24,52.2,76,87,4,96968,TRUE,deaths,3,105,24
1,103,41,middle,A3DJJQP3ATMFKP,g,85282,Donald Trump,6,10,10,10,10,10,10,10,4,4,5,179.192,100,100,5,96968,FALSE,cCases,1,150000,10
1,103,41,middle,A3DJJQP3ATMFKP,g,85282,Donald Trump,6,10,10,10,10,10,10,10,4,4,5,179.192,100,100,5,96968,FALSE,cCases,2,200000,10
1,103,41,middle,A3DJJQP3ATMFKP,g,85282,Donald Trump,6,10,10,10,10,10,10,10,4,4,5,179.192,100,100,5,96968,FALSE,cCases,3,300000,10
1,103,41,middle,A3DJJQP3ATMFKP,g,85282,Donald Trump,6,10,10,10,10,10,10,10,4,4,5,179.192,100,100,5,96968,FALSE,aCases,1,200000,10
1,103,41,middle,A3DJJQP3ATMFKP,g,85282,Donald Trump,6,10,10,10,10,10,10,10,4,4,5,179.192,100,100,5,96968,FALSE,aCases,2,300000,10
1,103,41,middle,A3DJJQP3ATMFKP,g,85282,Donald Trump,6,10,10,10,10,10,10,10,4,4,5,179.192,100,100,5,96968,FALSE,aCases,3,400000,10
1,103,41,middle,A3DJJQP3ATMFKP,g,85282,Donald Trump,6,10,10,10,10,10,10,10,4,4,5,179.192,100,100,5,96968,FALSE,deaths,1,1800,4
1,103,41,middle,A3DJJQP3ATMFKP,g,85282,Donald Trump,6,10,10,10,10,10,10,10,4,4,5,179.192,100,100,5,96968,FALSE,deaths,2,2000,4
1,103,41,middle,A3DJJQP3ATMFKP,g,85282,Donald Trump,6,10,10,10,10,10,10,10,4,4,5,179.192,100,100,5,96968,FALSE,deaths,3,2200,5
1,104,39,middle,A1T83SZBP2DN65,ta,28211,Trump,6,10,80,62,55,64,59,52,72,51,42,218.958,96,90,4,96968,FALSE,cCases,1,120000,80
1,104,39,middle,A1T83SZBP2DN65,ta,28211,Trump,6,10,80,62,55,64,59,52,72,51,42,218.958,96,90,4,96968,FALSE,cCases,2,135000,62
1,104,39,middle,A1T83SZBP2DN65,ta,28211,Trump,6,10,80,62,55,64,59,52,72,51,42,218.958,96,90,4,96968,FALSE,cCases,3,145000,55
1,104,39,middle,A1T83SZBP2DN65,ta,28211,Trump,6,10,80,62,55,64,59,52,72,51,42,218.958,96,90,4,96968,FALSE,aCases,1,120000,64
1,104,39,middle,A1T83SZBP2DN65,ta,28211,Trump,6,10,80,62,55,64,59,52,72,51,42,218.958,96,90,4,96968,FALSE,aCases,2,135000,59
1,104,39,middle,A1T83SZBP2DN65,ta,28211,Trump,6,10,80,62,55,64,59,52,72,51,42,218.958,96,90,4,96968,FALSE,aCases,3,140000,52
1,104,39,middle,A1T83SZBP2DN65,ta,28211,Trump,6,10,80,62,55,64,59,52,72,51,42,218.958,96,90,4,96968,FALSE,deaths,1,1500,72
1,104,39,middle,A1T83SZBP2DN65,ta,28211,Trump,6,10,80,62,55,64,59,52,72,51,42,218.958,96,90,4,96968,FALSE,deaths,2,2000,51
1,104,39,middle,A1T83SZBP2DN65,ta,28211,Trump,6,10,80,62,55,64,59,52,72,51,42,218.958,96,90,4,96968,FALSE,deaths,3,2500,42
1,105,61,old,AVFIEN2TS7JB9,g,92867,donald trump,6,9,88,84,92,85,80,88,86,77,91,136.885,89,82,6,96968,TRUE,cCases,1,4,88
1,105,61,old,AVFIEN2TS7JB9,g,92867,donald trump,6,9,88,84,92,85,80,88,86,77,91,136.885,89,82,6,96968,TRUE,cCases,2,12,84
1,105,61,old,AVFIEN2TS7JB9,g,92867,donald trump,6,9,88,84,92,85,80,88,86,77,91,136.885,89,82,6,96968,TRUE,cCases,3,18,92
1,105,61,old,AVFIEN2TS7JB9,g,92867,donald trump,6,9,88,84,92,85,80,88,86,77,91,136.885,89,82,6,96968,TRUE,aCases,1,2,85
1,105,61,old,AVFIEN2TS7JB9,g,92867,donald trump,6,9,88,84,92,85,80,88,86,77,91,136.885,89,82,6,96968,TRUE,aCases,2,8,80
1,105,61,old,AVFIEN2TS7JB9,g,92867,donald trump,6,9,88,84,92,85,80,88,86,77,91,136.885,89,82,6,96968,TRUE,aCases,3,12,88
1,105,61,old,AVFIEN2TS7JB9,g,92867,donald trump,6,9,88,84,92,85,80,88,86,77,91,136.885,89,82,6,96968,TRUE,deaths,1,2,86
1,105,61,old,AVFIEN2TS7JB9,g,92867,donald trump,6,9,88,84,92,85,80,88,86,77,91,136.885,89,82,6,96968,TRUE,deaths,2,1,77
1,105,61,old,AVFIEN2TS7JB9,g,92867,donald trump,6,9,88,84,92,85,80,88,86,77,91,136.885,89,82,6,96968,TRUE,deaths,3,1,91
1,106,28,young,AITLTT4ZKSZIM,ta,99163,Donald Trump,6,10,72,66,59,70,55,70,40,42,40,155.212,100,100,5,96968,FALSE,cCases,1,130000,72
1,106,28,young,AITLTT4ZKSZIM,ta,99163,Donald Trump,6,10,72,66,59,70,55,70,40,42,40,155.212,100,100,5,96968,FALSE,cCases,2,175000,66
1,106,28,young,AITLTT4ZKSZIM,ta,99163,Donald Trump,6,10,72,66,59,70,55,70,40,42,40,155.212,100,100,5,96968,FALSE,cCases,3,250000,59
1,106,28,young,AITLTT4ZKSZIM,ta,99163,Donald Trump,6,10,72,66,59,70,55,70,40,42,40,155.212,100,100,5,96968,FALSE,aCases,1,300000,70
1,106,28,young,AITLTT4ZKSZIM,ta,99163,Donald Trump,6,10,72,66,59,70,55,70,40,42,40,155.212,100,100,5,96968,FALSE,aCases,2,500000,55
1,106,28,young,AITLTT4ZKSZIM,ta,99163,Donald Trump,6,10,72,66,59,70,55,70,40,42,40,155.212,100,100,5,96968,FALSE,aCases,3,1000000000,70
1,106,28,young,AITLTT4ZKSZIM,ta,99163,Donald Trump,6,10,72,66,59,70,55,70,40,42,40,155.212,100,100,5,96968,FALSE,deaths,1,1750,40
1,106,28,young,AITLTT4ZKSZIM,ta,99163,Donald Trump,6,10,72,66,59,70,55,70,40,42,40,155.212,100,100,5,96968,FALSE,deaths,2,1900,42
1,106,28,young,AITLTT4ZKSZIM,ta,99163,Donald Trump,6,10,72,66,59,70,55,70,40,42,40,155.212,100,100,5,96968,FALSE,deaths,3,2200,40
1,107,47,middle,A1FG2G9TZSDN,g,98661,Donald Trump,6,10,40,15,10,10,10,5,10,5,5,199.263,95,95,5,96968,FALSE,cCases,1,125000,40
1,107,47,middle,A1FG2G9TZSDN,g,98661,Donald Trump,6,10,40,15,10,10,10,5,10,5,5,199.263,95,95,5,96968,FALSE,cCases,2,150000,15
1,107,47,middle,A1FG2G9TZSDN,g,98661,Donald Trump,6,10,40,15,10,10,10,5,10,5,5,199.263,95,95,5,96968,FALSE,cCases,3,200000,10
1,107,47,middle,A1FG2G9TZSDN,g,98661,Donald Trump,6,10,40,15,10,10,10,5,10,5,5,199.263,95,95,5,96968,FALSE,aCases,1,250000,10
1,107,47,middle,A1FG2G9TZSDN,g,98661,Donald Trump,6,10,40,15,10,10,10,5,10,5,5,199.263,95,95,5,96968,FALSE,aCases,2,300000,10
1,107,47,middle,A1FG2G9TZSDN,g,98661,Donald Trump,6,10,40,15,10,10,10,5,10,5,5,199.263,95,95,5,96968,FALSE,aCases,3,400000,5
1,107,47,middle,A1FG2G9TZSDN,g,98661,Donald Trump,6,10,40,15,10,10,10,5,10,5,5,199.263,95,95,5,96968,FALSE,deaths,1,2000,10
1,107,47,middle,A1FG2G9TZSDN,g,98661,Donald Trump,6,10,40,15,10,10,10,5,10,5,5,199.263,95,95,5,96968,FALSE,deaths,2,2500,5
1,107,47,middle,A1FG2G9TZSDN,g,98661,Donald Trump,6,10,40,15,10,10,10,5,10,5,5,199.263,95,95,5,96968,FALSE,deaths,3,3000,5
1,108,30,middle,A2XUW21MM3NSSP,g,92240,california,6,9,57,70,59,60,81,88,73,86,63,140.97,78,56,6,96968,TRUE,cCases,1,500,57
1,108,30,middle,A2XUW21MM3NSSP,g,92240,california,6,9,57,70,59,60,81,88,73,86,63,140.97,78,56,6,96968,TRUE,cCases,2,12000,70
1,108,30,middle,A2XUW21MM3NSSP,g,92240,california,6,9,57,70,59,60,81,88,73,86,63,140.97,78,56,6,96968,TRUE,cCases,3,25000,59
1,108,30,middle,A2XUW21MM3NSSP,g,92240,california,6,9,57,70,59,60,81,88,73,86,63,140.97,78,56,6,96968,TRUE,aCases,1,25000,60
1,108,30,middle,A2XUW21MM3NSSP,g,92240,california,6,9,57,70,59,60,81,88,73,86,63,140.97,78,56,6,96968,TRUE,aCases,2,30000,81
1,108,30,middle,A2XUW21MM3NSSP,g,92240,california,6,9,57,70,59,60,81,88,73,86,63,140.97,78,56,6,96968,TRUE,aCases,3,35000,88
1,108,30,middle,A2XUW21MM3NSSP,g,92240,california,6,9,57,70,59,60,81,88,73,86,63,140.97,78,56,6,96968,TRUE,deaths,1,50000,73
1,108,30,middle,A2XUW21MM3NSSP,g,92240,california,6,9,57,70,59,60,81,88,73,86,63,140.97,78,56,6,96968,TRUE,deaths,2,52000,86
1,108,30,middle,A2XUW21MM3NSSP,g,92240,california,6,9,57,70,59,60,81,88,73,86,63,140.97,78,56,6,96968,TRUE,deaths,3,57000,63
1,109,26,young,A2L7S6RZOZ6NM9,ta,19136,Donald Trump,6,4,1,2,2,1,2,1,1,1,1,57.599,49,48,4,96968,TRUE,cCases,1,200,1
1,109,26,young,A2L7S6RZOZ6NM9,ta,19136,Donald Trump,6,4,1,2,2,1,2,1,1,1,1,57.599,49,48,4,96968,TRUE,cCases,2,1500,2
1,109,26,young,A2L7S6RZOZ6NM9,ta,19136,Donald Trump,6,4,1,2,2,1,2,1,1,1,1,57.599,49,48,4,96968,TRUE,cCases,3,10000,2
1,109,26,young,A2L7S6RZOZ6NM9,ta,19136,Donald Trump,6,4,1,2,2,1,2,1,1,1,1,57.599,49,48,4,96968,TRUE,aCases,1,300,1
1,109,26,young,A2L7S6RZOZ6NM9,ta,19136,Donald Trump,6,4,1,2,2,1,2,1,1,1,1,57.599,49,48,4,96968,TRUE,aCases,2,2000,2
1,109,26,young,A2L7S6RZOZ6NM9,ta,19136,Donald Trump,6,4,1,2,2,1,2,1,1,1,1,57.599,49,48,4,96968,TRUE,aCases,3,11000,1
1,109,26,young,A2L7S6RZOZ6NM9,ta,19136,Donald Trump,6,4,1,2,2,1,2,1,1,1,1,57.599,49,48,4,96968,TRUE,deaths,1,1,1
1,109,26,young,A2L7S6RZOZ6NM9,ta,19136,Donald Trump,6,4,1,2,2,1,2,1,1,1,1,57.599,49,48,4,96968,TRUE,deaths,2,15,1
1,109,26,young,A2L7S6RZOZ6NM9,ta,19136,Donald Trump,6,4,1,2,2,1,2,1,1,1,1,57.599,49,48,4,96968,TRUE,deaths,3,40,1
1,110,38,middle,A6HDSE80LQPR8,ta,92802,Trump,6,10,89,62,74,65,56,83,71,57,32,157.342,50,60,6,96968,FALSE,cCases,1,120000,89
1,110,38,middle,A6HDSE80LQPR8,ta,92802,Trump,6,10,89,62,74,65,56,83,71,57,32,157.342,50,60,6,96968,FALSE,cCases,2,150000,62
1,110,38,middle,A6HDSE80LQPR8,ta,92802,Trump,6,10,89,62,74,65,56,83,71,57,32,157.342,50,60,6,96968,FALSE,cCases,3,200000,74
1,110,38,middle,A6HDSE80LQPR8,ta,92802,Trump,6,10,89,62,74,65,56,83,71,57,32,157.342,50,60,6,96968,FALSE,aCases,1,150000,65
1,110,38,middle,A6HDSE80LQPR8,ta,92802,Trump,6,10,89,62,74,65,56,83,71,57,32,157.342,50,60,6,96968,FALSE,aCases,2,200000,56
1,110,38,middle,A6HDSE80LQPR8,ta,92802,Trump,6,10,89,62,74,65,56,83,71,57,32,157.342,50,60,6,96968,FALSE,aCases,3,300000,83
1,110,38,middle,A6HDSE80LQPR8,ta,92802,Trump,6,10,89,62,74,65,56,83,71,57,32,157.342,50,60,6,96968,FALSE,deaths,1,2000,71
1,110,38,middle,A6HDSE80LQPR8,ta,92802,Trump,6,10,89,62,74,65,56,83,71,57,32,157.342,50,60,6,96968,FALSE,deaths,2,2500,57
1,110,38,middle,A6HDSE80LQPR8,ta,92802,Trump,6,10,89,62,74,65,56,83,71,57,32,157.342,50,60,6,96968,FALSE,deaths,3,3200,32
1,111,38,middle,A12TZ1W76AGOF9,g,85083,Donald Trump,6,10,18,25,25,30,34,27,12,12,12,240.157,90,92,5,96968,TRUE,cCases,1,9710,18
1,111,38,middle,A12TZ1W76AGOF9,g,85083,Donald Trump,6,10,18,25,25,30,34,27,12,12,12,240.157,90,92,5,96968,TRUE,cCases,2,9770,25
1,111,38,middle,A12TZ1W76AGOF9,g,85083,Donald Trump,6,10,18,25,25,30,34,27,12,12,12,240.157,90,92,5,96968,TRUE,cCases,3,9820,25
1,111,38,middle,A12TZ1W76AGOF9,g,85083,Donald Trump,6,10,18,25,25,30,34,27,12,12,12,240.157,90,92,5,96968,TRUE,aCases,1,9710,30
1,111,38,middle,A12TZ1W76AGOF9,g,85083,Donald Trump,6,10,18,25,25,30,34,27,12,12,12,240.157,90,92,5,96968,TRUE,aCases,2,9770,34
1,111,38,middle,A12TZ1W76AGOF9,g,85083,Donald Trump,6,10,18,25,25,30,34,27,12,12,12,240.157,90,92,5,96968,TRUE,aCases,3,9820,27
1,111,38,middle,A12TZ1W76AGOF9,g,85083,Donald Trump,6,10,18,25,25,30,34,27,12,12,12,240.157,90,92,5,96968,TRUE,deaths,1,1480,12
1,111,38,middle,A12TZ1W76AGOF9,g,85083,Donald Trump,6,10,18,25,25,30,34,27,12,12,12,240.157,90,92,5,96968,TRUE,deaths,2,1487,12
1,111,38,middle,A12TZ1W76AGOF9,g,85083,Donald Trump,6,10,18,25,25,30,34,27,12,12,12,240.157,90,92,5,96968,TRUE,deaths,3,1495,12
1,114,58,middle,A1Y25W1Y7KDE5,ta,49006,Donald Trump,6,10,19,16,12,35,29,25,22,22,19,238.333,81,85,5,96968,FALSE,cCases,1,106000,19
1,114,58,middle,A1Y25W1Y7KDE5,ta,49006,Donald Trump,6,10,19,16,12,35,29,25,22,22,19,238.333,81,85,5,96968,FALSE,cCases,2,115000,16
1,114,58,middle,A1Y25W1Y7KDE5,ta,49006,Donald Trump,6,10,19,16,12,35,29,25,22,22,19,238.333,81,85,5,96968,FALSE,cCases,3,140000,12
1,114,58,middle,A1Y25W1Y7KDE5,ta,49006,Donald Trump,6,10,19,16,12,35,29,25,22,22,19,238.333,81,85,5,96968,FALSE,aCases,1,140000,35
1,114,58,middle,A1Y25W1Y7KDE5,ta,49006,Donald Trump,6,10,19,16,12,35,29,25,22,22,19,238.333,81,85,5,96968,FALSE,aCases,2,160000,29
1,114,58,middle,A1Y25W1Y7KDE5,ta,49006,Donald Trump,6,10,19,16,12,35,29,25,22,22,19,238.333,81,85,5,96968,FALSE,aCases,3,180000,25
1,114,58,middle,A1Y25W1Y7KDE5,ta,49006,Donald Trump,6,10,19,16,12,35,29,25,22,22,19,238.333,81,85,5,96968,FALSE,deaths,1,2000,22
1,114,58,middle,A1Y25W1Y7KDE5,ta,49006,Donald Trump,6,10,19,16,12,35,29,25,22,22,19,238.333,81,85,5,96968,FALSE,deaths,2,2700,22
1,114,58,middle,A1Y25W1Y7KDE5,ta,49006,Donald Trump,6,10,19,16,12,35,29,25,22,22,19,238.333,81,85,5,96968,FALSE,deaths,3,3400,19
1,115,41,middle,A19HLB95FVWUYS,ta,75081,Trump,6,9,50,50,50,50,50,50,50,50,50,129.62,100,100,4,96968,FALSE,cCases,1,140000,50
1,115,41,middle,A19HLB95FVWUYS,ta,75081,Trump,6,9,50,50,50,50,50,50,50,50,50,129.62,100,100,4,96968,FALSE,cCases,2,250000,50
1,115,41,middle,A19HLB95FVWUYS,ta,75081,Trump,6,9,50,50,50,50,50,50,50,50,50,129.62,100,100,4,96968,FALSE,cCases,3,500000,50
1,115,41,middle,A19HLB95FVWUYS,ta,75081,Trump,6,9,50,50,50,50,50,50,50,50,50,129.62,100,100,4,96968,FALSE,aCases,1,200000,50
1,115,41,middle,A19HLB95FVWUYS,ta,75081,Trump,6,9,50,50,50,50,50,50,50,50,50,129.62,100,100,4,96968,FALSE,aCases,2,400000,50
1,115,41,middle,A19HLB95FVWUYS,ta,75081,Trump,6,9,50,50,50,50,50,50,50,50,50,129.62,100,100,4,96968,FALSE,aCases,3,600000,50
1,115,41,middle,A19HLB95FVWUYS,ta,75081,Trump,6,9,50,50,50,50,50,50,50,50,50,129.62,100,100,4,96968,FALSE,deaths,1,2500,50
1,115,41,middle,A19HLB95FVWUYS,ta,75081,Trump,6,9,50,50,50,50,50,50,50,50,50,129.62,100,100,4,96968,FALSE,deaths,2,6000,50
1,115,41,middle,A19HLB95FVWUYS,ta,75081,Trump,6,9,50,50,50,50,50,50,50,50,50,129.62,100,100,4,96968,FALSE,deaths,3,10000,50
1,116,32,middle,ABUU4QXC2IU4G,g,99901,Trump,6,9,51,45,39,50,42,36,51,48,46,141.364,69,75,5,96968,FALSE,cCases,1,105000,51
1,116,32,middle,ABUU4QXC2IU4G,g,99901,Trump,6,9,51,45,39,50,42,36,51,48,46,141.364,69,75,5,96968,FALSE,cCases,2,110000,45
1,116,32,middle,ABUU4QXC2IU4G,g,99901,Trump,6,9,51,45,39,50,42,36,51,48,46,141.364,69,75,5,96968,FALSE,cCases,3,125000,39
1,116,32,middle,ABUU4QXC2IU4G,g,99901,Trump,6,9,51,45,39,50,42,36,51,48,46,141.364,69,75,5,96968,FALSE,aCases,1,107500,50
1,116,32,middle,ABUU4QXC2IU4G,g,99901,Trump,6,9,51,45,39,50,42,36,51,48,46,141.364,69,75,5,96968,FALSE,aCases,2,125000,42
1,116,32,middle,ABUU4QXC2IU4G,g,99901,Trump,6,9,51,45,39,50,42,36,51,48,46,141.364,69,75,5,96968,FALSE,aCases,3,175000,36
1,116,32,middle,ABUU4QXC2IU4G,g,99901,Trump,6,9,51,45,39,50,42,36,51,48,46,141.364,69,75,5,96968,FALSE,deaths,1,1650,51
1,116,32,middle,ABUU4QXC2IU4G,g,99901,Trump,6,9,51,45,39,50,42,36,51,48,46,141.364,69,75,5,96968,FALSE,deaths,2,1750,48
1,116,32,middle,ABUU4QXC2IU4G,g,99901,Trump,6,9,51,45,39,50,42,36,51,48,46,141.364,69,75,5,96968,FALSE,deaths,3,2000,46
1,117,23,young,A37FKDXXL7G8KM,ta,60644,Trump,6,8,63,69,62,60,60,59,65,74,72,132.344,69,78,6,96968,FALSE,cCases,1,100000,63
1,117,23,young,A37FKDXXL7G8KM,ta,60644,Trump,6,8,63,69,62,60,60,59,65,74,72,132.344,69,78,6,96968,FALSE,cCases,2,105000,69
1,117,23,young,A37FKDXXL7G8KM,ta,60644,Trump,6,8,63,69,62,60,60,59,65,74,72,132.344,69,78,6,96968,FALSE,cCases,3,120000,62
1,117,23,young,A37FKDXXL7G8KM,ta,60644,Trump,6,8,63,69,62,60,60,59,65,74,72,132.344,69,78,6,96968,FALSE,aCases,1,110000,60
1,117,23,young,A37FKDXXL7G8KM,ta,60644,Trump,6,8,63,69,62,60,60,59,65,74,72,132.344,69,78,6,96968,FALSE,aCases,2,115000,60
1,117,23,young,A37FKDXXL7G8KM,ta,60644,Trump,6,8,63,69,62,60,60,59,65,74,72,132.344,69,78,6,96968,FALSE,aCases,3,125000,59
1,117,23,young,A37FKDXXL7G8KM,ta,60644,Trump,6,8,63,69,62,60,60,59,65,74,72,132.344,69,78,6,96968,FALSE,deaths,1,1600,65
1,117,23,young,A37FKDXXL7G8KM,ta,60644,Trump,6,8,63,69,62,60,60,59,65,74,72,132.344,69,78,6,96968,FALSE,deaths,2,1800,74
1,117,23,young,A37FKDXXL7G8KM,ta,60644,Trump,6,8,63,69,62,60,60,59,65,74,72,132.344,69,78,6,96968,FALSE,deaths,3,2000,72
1,118,42,middle,A2MCRVU8I9VNHG,ta,83404,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,133.239,92,98,4,96968,TRUE,cCases,1,2500,0
1,118,42,middle,A2MCRVU8I9VNHG,ta,83404,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,133.239,92,98,4,96968,TRUE,cCases,2,5000,0
1,118,42,middle,A2MCRVU8I9VNHG,ta,83404,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,133.239,92,98,4,96968,TRUE,cCases,3,8000,0
1,118,42,middle,A2MCRVU8I9VNHG,ta,83404,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,133.239,92,98,4,96968,TRUE,aCases,1,3500,0
1,118,42,middle,A2MCRVU8I9VNHG,ta,83404,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,133.239,92,98,4,96968,TRUE,aCases,2,8000,0
1,118,42,middle,A2MCRVU8I9VNHG,ta,83404,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,133.239,92,98,4,96968,TRUE,aCases,3,120000,0
1,118,42,middle,A2MCRVU8I9VNHG,ta,83404,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,133.239,92,98,4,96968,TRUE,deaths,1,1600,0
1,118,42,middle,A2MCRVU8I9VNHG,ta,83404,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,133.239,92,98,4,96968,TRUE,deaths,2,1900,0
1,118,42,middle,A2MCRVU8I9VNHG,ta,83404,Donald Trump,6,10,0,0,0,0,0,0,0,0,0,133.239,92,98,4,96968,TRUE,deaths,3,2200,0
1,121,26,young,A296WX3QFEK7A0,ta,55038,trump,6,9,16,25,33,16,29,30,19,34,36,53.246,66,45,6,96968,FALSE,cCases,1,100000,16
1,121,26,young,A296WX3QFEK7A0,ta,55038,trump,6,9,16,25,33,16,29,30,19,34,36,53.246,66,45,6,96968,FALSE,cCases,2,120000,25
1,121,26,young,A296WX3QFEK7A0,ta,55038,trump,6,9,16,25,33,16,29,30,19,34,36,53.246,66,45,6,96968,FALSE,cCases,3,150000,33
1,121,26,young,A296WX3QFEK7A0,ta,55038,trump,6,9,16,25,33,16,29,30,19,34,36,53.246,66,45,6,96968,FALSE,aCases,1,100000,16
1,121,26,young,A296WX3QFEK7A0,ta,55038,trump,6,9,16,25,33,16,29,30,19,34,36,53.246,66,45,6,96968,FALSE,aCases,2,120000,29
1,121,26,young,A296WX3QFEK7A0,ta,55038,trump,6,9,16,25,33,16,29,30,19,34,36,53.246,66,45,6,96968,FALSE,aCases,3,145000,30
1,121,26,young,A296WX3QFEK7A0,ta,55038,trump,6,9,16,25,33,16,29,30,19,34,36,53.246,66,45,6,96968,FALSE,deaths,1,2000,19
1,121,26,young,A296WX3QFEK7A0,ta,55038,trump,6,9,16,25,33,16,29,30,19,34,36,53.246,66,45,6,96968,FALSE,deaths,2,6000,34
