income_down_1,optimism_1,essential_worker,total_time,news,fox,attention,effort,id,age,age_bin,MTurk_ID,group_id,cCases_1_est_g,cCases_2_est_g,cCases_3_est_g,cCases_1_conf_g,cCases_2_conf_g,cCases_3_conf_g,aCases_1_est_g,aCases_2_est_g,aCases_3_est_g,aCases_1_conf_g,aCases_2_conf_g,aCases_3_conf_g,deaths_1_est_g,deaths_2_est_g,deaths_3_est_g,deaths_1_conf_g,deaths_2_conf_g,deaths_3_conf_g,cCases_1_est_ta,cCases_2_est_ta,cCases_3_est_ta,cCases_1_conf_ta,cCases_2_conf_ta,cCases_3_conf_ta,aCases_1_est_ta,aCases_2_est_ta,aCases_3_est_ta,aCases_1_conf_ta,aCases_2_conf_ta,aCases_3_conf_ta,deaths_1_est_ta,deaths_2_est_ta,deaths_3_est_ta,deaths_1_conf_ta,deaths_2_conf_ta,deaths_3_conf_ta,rt_t,rt_g,rt_ta,prob_of_case,prob_of_hosp,prob_of_death,zip,Gender,gen_health,gen_anxiety,president,edu,edu_mom,start_en,prim_lng,num1,num2,num3,num4,num5,num6,num7,num8,num_mu,cons1,cons2,cons3,cons4,cons5,cons6,cons7,conserv_mu,know_someone,corona_news_1,corona_anxious_1,past_social_iso_1,futur_social_iso_1,risk1,risk2,risk3,risk4,risk5,risk6,risk_mu,time_to_stop_dist,max_new_cases,new,trump,Finished,cCases_1_est,cCases_2_est,cCases_3_est,aCases_1_est,aCases_2_est,aCases_3_est,deaths_1_est,deaths_2_est,deaths_3_est,og_n,new_n
69,I agree a little,Yes,605,CNN,0,6,8,130,29,young,A2KJC61HA06JEF,g,1301,9197,68211,26,51,81,1301,9197,68211,29,61,91,38,150,1027,29,52,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,90,72,90201,Male,4,1,Donald Trump,4-year degree,4-year degree,3,english,1.5,0.5,1.5,1.5,1.5,1.5,-0.5,1.5,1.125,-4,2,-2,2,2,-3,-2,-0.7142857142857143,1,77,91,76,82,2,1,0,1,-1,2,0.8333333333333334,4 weeks,921000,0,Somewhat Approve,True,1301,9197,68211,1301,9197,68211,38,150,1027,175,117
68,I agree a little,Yes,583,CNN,0,6,10,131,53,middle,A16T9ZT6NWB188,g,50480,70000,90000,71,85,79,40000,55000,70000,100,76,87,12800,14000,15000,77,63,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,69,64,2370,Male,3,2,Donald Trumb,4-year degree,4-year degree,1,English,1.5,2.5,0.5,2.5,1.5,2.5,-0.5,1.5,1.5,-1,-1,1,1,1,1,1,0.42857142857142855,1,72,58,68,53,3,1,-1,-1,-0,-1,0.16666666666666666,2 months,400,0,Strongly Approve,True,50480,70000,90000,40000,55000,70000,12800,14000,15000,175,117
53,I agree a little,Yes,374,New York Times,0,6,7,132,28,young,AL7RVCQ7N4GQY,g,1500,4500,6000,79,72,61,2500,4500,7000,61,68,77,1234,1345,1567,44,56,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,63,38,19111,Male,3,2,Donald Trump,4-year degree,4-year degree,1,English,2.5,0.5,0.5,0.5,2.5,-0.5,-0.5,-0.5,0.625,2,-2,1,1,-1,-1,1,0.14285714285714285,1,31,41,52,67,3,0,-1,-2,-1,2,0.16666666666666666,4 months+,4500,0,Strongly Approve,True,1500,4500,6000,2500,4500,7000,1234,1345,1567,175,117
10,I agree a little,No,378,Other,0,6,9,133,36,middle,A240OTT1T85UGT,g,100,300,900,22,23,19,300,600,900,19,17,18,10,30,90,17,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,4,14086,Male,5,1,trump,4-year degree,4-year degree,0,engl,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,-1,1,-2,-2,-2,-1,-1,-1.1428571428571428,1,73,22,91,91,-2,2,1,-1,-1,-1,-0.3333333333333333,2 months,1000,0,Somewhat Disapprove,True,100,300,900,300,600,900,10,30,90,175,117
1,I agree a lot,No,530,CBS News,0,6,10,134,52,middle,A1EH9BPKYXFBS5,g,13,45,77,39,40,40,130,450,1700,50,51,52,2,7,23,27,28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,97230,Female,3,2,trump,Advanced Degree,Advanced Degree,0,english,2.5,2.5,2.5,2.5,1.5,0.5,0.5,2.5,1.875,-3,-4,-0,-2,-4,2,-3,-2,1,85,76,85,91,-2,2,0,0,-1,2,0.16666666666666666,2 months,30000,0,Strongly Disapprove,True,13,45,77,130,450,1700,2,7,23,175,117
0,I agree a little,No,455,New York Times,0,6,9,135,56,middle,A1N3J21E6L4VVO,g,490000,600000,710000,61,50,19,550000,650000,760000,40,29,16,16000,19000,22000,70,60,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,1,55122,Male,4,2,trump,4-year degree,High school,1,english,0.5,0.5,1.5,1.5,1.5,1.5,-1.5,1.5,0.875,-3,-4,3,-3,-3,1,-3,-1.7142857142857142,1,91,71,70,74,1,1,1,-1,-1,-1,0,4 weeks,45000,0,Strongly Disapprove,True,490000,600000,710000,550000,650000,760000,16000,19000,22000,175,117
1,I agree a little,No,434,New York Times,0,6,10,136,68,old,A2TXC8Q2IFGRXH,g,401000,411000,419000,27,27,27,580000,610000,620000,20,20,20,13580,15000,18319,19,19,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,29,31,38122,Male,4,1,Trump,Some college,High school,1,English,0.5,0.5,1.5,1.5,0.5,-0.5,0.5,0.5,0.625,-4,-4,4,-4,-4,-4,-4,-2.857142857142857,1,99,100,75,90,-1,1,0,0,1,-2,-0.16666666666666666,4 months+,2300,0,Strongly Disapprove,True,401000,411000,419000,580000,610000,620000,13580,15000,18319,175,117
100,I disagree a little,No,259,ABC News,0,6,10,137,35,middle,AK0Y6OITL7VGX,g,410000,600000,700000,74,25,26,400000,500000,600000,72,57,28,13000,13500,14000,68,51,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,3,30663,Female,4,4,Donald Trump,2-year degree,High school,1,english,0.5,0.5,1.5,2.5,1.5,2.5,2.5,2.5,1.75,-1,-1,1,-1,-1,1,1,-0.14285714285714285,1,100,100,73,84,-1,0,0,-1,-1,1,-0.3333333333333333,2 months,110000,0,Somewhat Approve,True,410000,600000,700000,400000,500000,600000,13000,13500,14000,175,117
30,I neither agree nor disagree,No,572,CNN,0,6,10,139,59,middle,A23PQYQ6A2I076,g,42000,45000,48000,30,30,30,45000,48000,51000,30,30,30,20000,25000,30000,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,11,35810,Female,3,4,trump,Advanced Degree,Some high school,0,english,-0.5,-0.5,-0.5,-0.5,1.5,1.5,1.5,1.5,0.5,-4,-4,3,-4,-4,-3,-3,-2.7142857142857144,1,71,98,96,97,-3,-3,-3,-3,2,-2,-2,4 weeks,10000,0,Strongly Disapprove,True,42000,45000,48000,45000,48000,51000,20000,25000,30000,175,117
66,I agree a little,Yes,224,Other,0,6,7,140,31,middle,A19YI8PZGYKN6X,g,6000,12000,24000,55,44,71,5000,9000,12000,70,38,55,500,1200,3000,41,33,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,31,46,77320,Female,4,2,trump,4-year degree,4-year degree,0,english,1.5,-1.5,0.5,-0.5,-0.5,0.5,-1.5,-0.5,-0.25,2,-1,1,1,-3,2,-2,0,1,28,64,47,86,-1,1,-2,2,1,0,0.16666666666666666,4 weeks,100000,0,Strongly Approve,True,6000,12000,24000,5000,9000,12000,500,1200,3000,175,117
60,I agree a little,Yes,405,Fox News,0,6,8,141,25,young,A36EQ11HKMCZ9Q,g,2500,5000,11500,30,40,50,1500,3000,11500,50,40,50,150,1500,3000,40,50,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,40,50,75000,Male,3,4,donalt trumph,4-year degree,4-year degree,4,english,0.5,-0.5,0.5,1.5,1.5,0.5,0.5,0.5,0.625,1,-4,-2,1,-1,0,1,-0.5714285714285714,1,30,50,30,31,1,0,-1,0,-1,0,-0.16666666666666666,4 weeks,526,0,Somewhat Approve,True,2500,5000,11500,1500,3000,11500,150,1500,3000,175,117
72,I agree a little,No,408,CNN,0,6,8,142,45,middle,A1MYJP0JHMTTHV,g,400000,500000,700000,61,61,61,400000,500000,600000,39,40,39,400000,500000,600000,50,51,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,65,82,80440,Male,2,3,Donald Trump,2-year degree,2-year degree,1,ENGLISH,0.5,1.5,1.5,1.5,1.5,0.5,-0.5,1.5,1,1,-1,-1,1,-2,1,2,0.14285714285714285,1,72,76,77,80,1,2,3,1,-1,2,1.3333333333333333,3 months,1000000,0,Somewhat Approve,True,400000,500000,700000,400000,500000,600000,400000,500000,600000,175,117
7,I disagree a little,No,537,CNN,0,6,10,144,37,middle,A2VU8AC7MY3721,g,500000,750000,1000000,61,44,30,600000,800000,1200000,65,51,33,15000,17500,20000,60,36,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,8,0,14304,Male,4,2,Trump,Advanced Degree,Advanced Degree,1,English,2.5,2.5,2.5,2.5,2.5,2.5,-2.5,2.5,1.875,-1,-1,3,1,2,1,-1,0.5714285714285714,1,52,31,42,42,-1,0,0,1,-0,0,0,2 months,10000,0,Somewhat Disapprove,True,500000,750000,1000000,600000,800000,1200000,15000,17500,20000,175,117
3,I agree a lot,No,443,CNN,0,6,10,145,36,middle,A29KUIEVPK8WB4,g,500000,750000,1105000,61,55,39,650000,1000000,1457000,43,27,16,25000,32000,45000,62,49,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,0,55155,Male,5,1,Donald Trump,4-year degree,4-year degree,0,English,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,-1,-3,-0,4,1,0,3,0.5714285714285714,1,69,14,78,67,0,-2,-1,-1,-0,3,-0.16666666666666666,3 months,15000,0,Strongly Disapprove,True,500000,750000,1105000,650000,1000000,1457000,25000,32000,45000,175,117
67,I agree a little,No,329,Other,0,6,8,146,34,middle,A36W1S4Z2LSNTC,g,450000,500000,575000,78,70,62,500000,600000,700000,69,65,60,15000,20000,30000,74,64,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,76182,Female,4,1,Donald Trump,2-year degree,2-year degree,0,english,-0.5,1.5,1.5,1.5,0.5,2.5,1.5,1.5,1.25,-2,-1,2,1,1,3,-2,0.2857142857142857,1,49,29,92,92,1,1,2,0,-1,0,0.5,3 weeks,20000,0,Somewhat Approve,True,450000,500000,575000,500000,600000,700000,15000,20000,30000,175,117
71,I agree a little,Yes,251,Fox News,0,6,7,148,27,young,AS1FX27IZDP8Q,g,25,40,65,75,71,56,40,56,63,72,82,57,50,67,80,55,42,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,37,58,21921,Female,4,2,Trump,2-year degree,Some high school,2,English,0.5,0.5,-0.5,0.5,0.5,1.5,-1.5,0.5,0.25,2,-1,-0,-2,1,-1,-1,-0.2857142857142857,1,63,75,66,58,1,1,0,0,-2,-1,-0.16666666666666666,2 months,3000,0,Somewhat Approve,True,25,40,65,40,56,63,50,67,80,175,117
0,I agree a lot,No,832,Fox News,0,6,10,149,40,middle,A1B1DPJRVIAV3L,g,408672,502256,658766,100,100,100,489054,623432,788641,100,100,100,133522,158776,264809,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,77067,Female,5,1,Trump,4-year degree,High school,2,English,2.5,2.5,2.5,2.5,2.5,-0.5,2.5,2.5,2.125,-4,-4,4,4,2,0,4,0.8571428571428571,1,0,32,100,100,0,-2,-3,-1,3,3,0,4 months+,3500,0,Strongly Approve,True,408672,502256,658766,489054,623432,788641,133522,158776,264809,175,117
30,I agree a lot,Yes,880,New York Times,0,6,10,150,43,middle,A1MUJXYBQ7HOTX,g,468000,588000,776900,34,28,15,468000,588000,776900,24,13,9,1400,1600,1800,20,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,77002,Male,5,2,Donald Trump,Advanced Degree,High school,1,English,-0.5,-0.5,0.5,0.5,0.5,0.5,1.5,1.5,0.5,-1,-2,-0,0,-0,0,-1,-0.5714285714285714,1,86,70,30,15,-2,1,1,-1,-1,-1,-0.5,4 months+,3000,0,Somewhat Approve,True,468000,588000,776900,468000,588000,776900,1400,1600,1800,175,117
36,I neither agree nor disagree,Yes,421,Other,0,6,10,151,35,middle,A2E2UARVOVDR9Y,g,398000,400000,405000,0,0,0,600000,605000,610000,0,0,0,12900,13100,13400,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,21,1,33064,Male,4,1,Donald Trump,Some college,High school,2,english,2.5,2.5,2.5,2.5,2.5,1.5,-0.5,2.5,2,-2,-4,-0,1,-4,0,-1,-1.4285714285714286,1,100,26,78,100,-3,2,2,-3,-0,-3,-0.8333333333333334,4 weeks,100000000,0,Strongly Disapprove,True,398000,400000,405000,600000,605000,610000,12900,13100,13400,175,117
8,I agree a little,Yes,201,NBC News,0,6,10,152,22,young,AGWWUXDX6CI38,g,400000,450000,500000,48,46,45,450000,500000,550000,43,39,24,13000,15000,17000,30,26,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,19,23,27409,Female,4,2,Trump,4-year degree,4-year degree,1,English,0.5,1.5,1.5,0.5,0.5,0.5,-0.5,0.5,0.625,2,2,-1,1,1,1,1,1,1,27,30,42,50,1,-1,0,1,-0,-1,0,4 weeks,500,0,Somewhat Disapprove,True,400000,450000,500000,450000,500000,550000,13000,15000,17000,175,117
92,I disagree a little,No,472,New York Times,0,6,10,153,42,middle,A3CTXWISODY7D8,g,60000,80000,110000,84,75,52,100000,120000,150000,46,27,20,18000,25000,37500,69,53,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,9,8,43201,Male,3,4,Donald Trump,2-year degree,High school,0,English,2.5,2.5,2.5,2.5,0.5,2.5,2.5,2.5,2.25,-2,-3,-3,4,1,-1,-3,-1,1,89,100,86,92,3,-1,2,2,3,1,1.6666666666666667,3 months,50000,0,Strongly Disapprove,True,60000,80000,110000,100000,120000,150000,18000,25000,37500,175,117
1,I agree a little,Yes,552,ABC News,0,6,10,154,30,middle,A184CT4AT79K9J,g,575000,750000,1400000,62,85,52,5750000,7500000,14000000,32,42,23,18000,26000,46000,53,66,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,22443,Male,4,1,Donald J Trump,4-year degree,4-year degree,1,english,1.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,1.375,3,3,4,4,3,3,3,3.2857142857142856,1,50,9,76,63,2,1,0,2,1,1,1.1666666666666667,3 months,2500000,0,Somewhat Approve,True,575000,750000,1400000,5750000,7500000,14000000,18000,26000,46000,175,117
0,I agree a little,No,666,Fox News,0,6,10,155,31,middle,AC680ARQG8IU1,g,600000,800000,950000,45,40,45,3000000,6000000,10000000,31,29,27,16000,22000,30000,45,41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,0,33417,Male,4,4,Donald Trump,4-year degree,Some college,0,English,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,1.25,1,4,1,3,1,1,3,2,1,51,25,71,69,-1,-1,-1,0,-0,-2,-0.8333333333333334,4 weeks,20000,0,Strongly Approve,True,600000,800000,950000,3000000,6000000,10000000,16000,22000,30000,175,117
0,I neither agree nor disagree,No,475,Other,0,6,10,158,32,middle,AIOFZDV1SZ25O,g,410000,450000,500000,50,50,51,1000000,1500000,2000000,50,50,50,15000,17250,20000,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,1,10028,Male,4,1,Donald Trump,Advanced Degree,2-year degree,0,English,1.5,1.5,2.5,2.5,0.5,0.5,0.5,1.5,1.375,0,1,-1,-1,-2,-1,0,-0.5714285714285714,1,90,10,95,95,0,1,1,0,-1,-1,0,4 weeks,25000,0,Somewhat Disapprove,True,410000,450000,500000,1000000,1500000,2000000,15000,17250,20000,175,117
0,I agree a little,Yes,515,Other,0,6,10,159,36,middle,AVVO41MC93HGA,g,415000,480000,550000,30,30,30,500000,600000,700000,30,30,30,14000,17000,25000,41,41,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,25309,Female,4,2,Trump,Advanced Degree,4-year degree,0,English,-1.5,-0.5,1.5,1.5,-2.5,2.5,2.5,0.5,0.5,-4,-4,4,-4,-4,-4,-4,-2.857142857142857,1,0,6,91,92,-1,2,2,1,-2,1,0.5,4 weeks,25000,0,Strongly Disapprove,True,415000,480000,550000,500000,600000,700000,14000,17000,25000,175,117
61,I agree a little,No,899,New York Times,0,6,10,160,37,middle,A376MIL4CLLH8R,g,450000,600000,800000,71,82,81,500000,800000,1200000,78,78,79,20000,42000,60000,74,68,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9,2,6033,Female,4,4,Donald Trump,4-year degree,Advanced Degree,1,English,0.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,1.75,1,2,4,-4,4,3,1,1.5714285714285714,1,100,100,100,100,-1,-2,-2,-2,1,-1,-1.1666666666666667,4 months+,1750000,0,Somewhat Approve,True,450000,600000,800000,500000,800000,1200000,20000,42000,60000,175,117
10,I agree a little,Yes,599,Other,0,6,9,168,60,middle,A1EDN55K4IF2GD,g,1301,9197,68211,49,39,27,1500,10000,75000,67,57,52,38,150,1027,48,37,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,29,3,32084,Male,4,2,Donald Trump,4-year degree,4-year degree,1,English,-1.5,-1.5,1.5,0.5,-0.5,-1.5,1.5,0.5,-0.125,4,4,4,4,4,4,-4,2.857142857142857,1,82,32,60,51,0,2,2,1,-2,-2,0.16666666666666666,1 week,10000,0,Strongly Approve,False,1301,9197,68211,1500,10000,75000,38,150,1027,175,117
