income_down_1,optimism_1,essential_worker,total_time,news,fox,attention,effort,id,age,age_bin,MTurk_ID,group_id,cCases_1_est_g,cCases_2_est_g,cCases_3_est_g,cCases_1_conf_g,cCases_2_conf_g,cCases_3_conf_g,aCases_1_est_g,aCases_2_est_g,aCases_3_est_g,aCases_1_conf_g,aCases_2_conf_g,aCases_3_conf_g,deaths_1_est_g,deaths_2_est_g,deaths_3_est_g,deaths_1_conf_g,deaths_2_conf_g,deaths_3_conf_g,cCases_1_est_ta,cCases_2_est_ta,cCases_3_est_ta,cCases_1_conf_ta,cCases_2_conf_ta,cCases_3_conf_ta,aCases_1_est_ta,aCases_2_est_ta,aCases_3_est_ta,aCases_1_conf_ta,aCases_2_conf_ta,aCases_3_conf_ta,deaths_1_est_ta,deaths_2_est_ta,deaths_3_est_ta,deaths_1_conf_ta,deaths_2_conf_ta,deaths_3_conf_ta,rt_t,rt_g,rt_ta,prob_of_case,prob_of_hosp,prob_of_death,zip,Gender,gen_health,gen_anxiety,president,edu,edu_mom,start_en,prim_lng,num1,num2,num3,num4,num5,num6,num7,num8,num_mu,cons1,cons2,cons3,cons4,cons5,cons6,cons7,conserv_mu,know_someone,corona_news_1,corona_anxious_1,past_social_iso_1,futur_social_iso_1,risk1,risk2,risk3,risk4,risk5,risk6,risk_mu,time_to_stop_dist,max_new_cases,new,trump,Finished,cCases_1_est,cCases_2_est,cCases_3_est,aCases_1_est,aCases_2_est,aCases_3_est,deaths_1_est,deaths_2_est,deaths_3_est,og_n,new_n
0,5,2,1216,3,1,6,10,72,27,young,A1KXESMB9K7504,ta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400000,500000,800000,100,100,100,500000,600000,1000000,100,100,100,15000,20000,40000,100,100,100,NA,NA,NA,0,0,0,53209,2,1,1,Donald Trump,5,5,1,English,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,1.5,-4,-4,4,-4,-4,-4,-4,-2.857142857142857,0,60,0,100,100,-3,-3,-3,-3,-4,-3,-3.1666666666666665,7,3000,0,1,1,400000,500000,800000,500000,600000,1000000,15000,20000,40000,175,117
0,3,2,523,1,0,6,10,73,42,middle,A2U7BMG19Q83GE,ta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425652,452652,475986,69,60,54,425652,452652,475986,65,57,53,15356,21686,35986,50,42,41,NA,NA,NA,29,22,15,33602,2,1,1,Trump,6,5,0,english,1.5,1.5,1.5,1.5,1.5,1.5,-0.5,0.5,1.125,4,-4,-1,-4,-4,1,-4,-1.7142857142857142,0,85,81,91,89,1,4,4,4,3,-3,2.1666666666666665,6,750565,0,1,1,425652,452652,475986,425652,452652,475986,15356,21686,35986,175,117
72,5,2,320,8,0,6,10,74,27,young,A22X6J5V33NZBM,ta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441560,595000,798000,42,44,52,565000,780000,1200000,48,48,48,16500,25000,38000,64,64,66,NA,NA,NA,0,0,0,36869,2,1,1,Trump,5,3,0,English,2.5,2.5,2.5,2.5,2.5,2.5,-1.5,2.5,2,-1,-1,4,1,-1,4,-1,0.7142857142857143,0,68,38,97,91,2,0,2,1,3,0,1.3333333333333333,4,15000,0,2,1,441560,595000,798000,565000,780000,1200000,16500,25000,38000,175,117
0,2,2,518,12,0,6,10,75,33,middle,A38I0E8UK53ME5,ta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450000,650000,850000,60,64,67,500000,700000,800000,54,57,60,15000,16000,17000,48,50,53,NA,NA,NA,30,8,5,35758,1,1,1,Donald Trump,5,5,4,English,-1.5,0.5,2.5,2.5,0.5,1.5,1.5,1.5,1.125,-1,-4,-0,-4,-1,-3,-1,-2,0,60,90,100,100,0,0,0,1,1,-1,0.16666666666666666,5,1000,0,1,1,450000,650000,850000,500000,700000,800000,15000,16000,17000,175,117
0,5,2,382,10,0,6,8,76,31,middle,A2ZO7JHT7TO59V,ta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500000,800000,1200000,20,7,2,1000000,2500000,4000000,9,7,5,15000,18000,20000,31,19,9,NA,NA,NA,8,1,0,80524,1,1,1,Trump,6,4,0,English,0.5,-0.5,-0.5,-1.5,0.5,1.5,-0.5,0.5,0,-4,-4,-1,-4,-0,-2,-4,-2.7142857142857144,0,60,25,90,90,2,0,0,1,1,-1,0.5,7,18000,0,1,1,500000,800000,1200000,1000000,2500000,4000000,15000,18000,20000,175,117
86,5,2,360,12,0,6,9,78,21,young,AWKRAKM7BBQXZ,ta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500000,700000,900000,64,43,58,450000,590000,650000,62,59,70,30000,50000,70000,67,62,53,NA,NA,NA,25,12,7,50014,2,1,1,Donald Trump,4,4,0,English,2.5,2.5,2.5,2.5,0.5,2.5,2.5,2.5,2.25,0,-1,3,0,1,3,0,0.8571428571428571,0,52,32,81,41,0,-2,-2,-1,2,-1,-0.6666666666666666,6,50000,0,3,1,500000,700000,900000,450000,590000,650000,30000,50000,70000,175,117
43,3,2,308,3,1,6,10,79,53,middle,A2I9ZQITLUGSHF,ta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400000,420000,450000,48,58,65,400000,420000,450000,49,46,49,12500,13000,14000,39,38,41,NA,NA,NA,1,2,1,7102,1,1,1,President Donald Trump,5,2,1,english,-0.5,-1.5,-0.5,-0.5,0.5,0.5,0.5,0.5,-0.125,-1,-1,-1,-2,1,0,-1,-0.7142857142857143,1,52,53,84,83,0,0,-1,0,1,0,0,5,NA,0,3,1,400000,420000,450000,400000,420000,450000,12500,13000,14000,175,117
0,4,2,584,1,0,6,10,80,28,young,A9HVP2MLUH38A,ta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410000,450000,470000,50,60,30,450000,500000,525000,70,60,40,15000,20100,25000,80,60,40,NA,NA,NA,0,0,0,30179,1,1,1,Donald Trump,5,2,0,English,-0.5,-0.5,-1.5,1.5,-1.5,-2.5,2.5,-1.5,-0.5,4,4,4,4,-1,4,4,3.2857142857142856,0,50,0,100,100,1,0,0,2,2,-2,0.5,7,1000,0,3,1,410000,450000,470000,450000,500000,525000,15000,20100,25000,175,117
19,3,2,728,12,0,6,10,81,34,middle,A1QXBYE81CP9N9,ta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456000,500000,620000,62,63,64,500000,550000,650000,49,49,50,13000,13500,14000,49,49,51,NA,NA,NA,9,4,1,20146,1,1,1,Donald Trump,5,3,1,English,0.5,0.5,0.5,0.5,1.5,0.5,-0.5,1.5,0.625,3,2,-2,2,3,0,4,1.7142857142857142,0,79,49,80,72,1,0,0,2,-1,0,0.3333333333333333,5,1000,0,3,1,456000,500000,620000,500000,550000,650000,13000,13500,14000,175,117
1,5,2,474,2,0,6,10,82,60,middle,A371H3PQPR2Z8J,ta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450000,550000,630000,50,51,50,500000,620000,800000,51,52,52,18000,21000,35000,50,50,51,NA,NA,NA,6,1,0,44460,2,1,1,Donald Trump,3,5,2,English,-0.5,-0.5,-0.5,-0.5,2.5,1.5,2.5,2.5,0.875,0,1,4,4,4,4,1,2.5714285714285716,0,99,79,100,100,0,0,0,1,2,2,0.8333333333333334,4,8000,0,3,1,450000,550000,630000,500000,620000,800000,18000,21000,35000,175,117
1,5,2,743,12,0,6,10,83,28,young,A264ZZ6XZVJMGF,ta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400543,429443,500034,49,52,69,700040,800000,800500,55,75,80,15667,16000,16800,49,67,88,NA,NA,NA,2,1,0,30303,2,1,1,Donald Trump,5,4,3,English,-1.5,-2.5,-1.5,-1.5,1.5,-2.5,2.5,1.5,-0.5,3,-4,1,-4,2,2,4,0.5714285714285714,0,100,100,100,100,2,-3,-3,-3,3,-3,-1.1666666666666667,5,3200,0,4,1,400543,429443,500034,700040,800000,800500,15667,16000,16800,175,117
0,3,2,403,6,0,6,10,84,28,young,A2IMAGGCST8170,ta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800000,1500000,2200000,74,60,54,4000000,7500000,13000000,55,42,40,24000,40000,75000,76,61,49,NA,NA,NA,28,1,0,98001,1,1,1,Donald Trump,5,6,0,English,2.5,2.5,2.5,2.5,2.5,1.5,-1.5,2.5,1.875,-4,-4,2,-4,-4,-2,-4,-2.857142857142857,0,94,16,95,94,-1,1,0,-2,-2,-1,-0.8333333333333334,7,40000,0,1,1,800000,1500000,2200000,4000000,7500000,13000000,24000,40000,75000,175,117
29,5,2,1062,10,0,6,10,85,36,middle,A3O81LHBBI8NPK,ta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450000,500000,750000,74,66,62,750000,1000000,1500000,75,75,76,13000,15000,17000,69,23,23,NA,NA,NA,30,40,35,37203,1,1,1,Trump,3,2,0,English,0.5,0.5,2.5,2.5,1.5,-0.5,-1.5,0.5,0.75,0,-2,3,0,-0,0,0,0.14285714285714285,0,78,67,90,100,1,0,2,-2,-2,-2,-0.5,7,6500000,0,2,1,450000,500000,750000,750000,1000000,1500000,13000,15000,17000,175,117
0,I agree a lot,Yes,261,Washington Post,0,6,9,94,41,middle,AEF74ZYJTTEIA,g,600000,850000,1200000,40,25,15,1100000,1600000,2300000,20,5,3,20000,50000,1100000,24,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,1,55437,Male,3,1,Trump,4-year degree,Advanced Degree,0,English,2.5,2.5,2.5,2.5,1.5,1.5,1.5,2.5,2.125,-1,-1,-3,-3,2,-3,-1,-1.4285714285714286,1,40,15,75,70,1,-1,-2,-1,-2,-1,-1,2 months,100000,0,Strongly Disapprove,True,600000,850000,1200000,1100000,1600000,2300000,20000,50000,1100000,175,117
0,I agree a little,Yes,504,Fox News,0,6,10,95,48,middle,A26T17KHYA5S3S,g,415000,455000,520000,61,57,55,425000,475000,525000,51,52,53,18000,23000,31000,51,52,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,34479,Male,4,1,Trump,Advanced Degree,High school,1,english,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,0.875,4,4,4,4,4,4,4,4,1,73,24,80,82,1,0,0,0,-1,0,0,2 months,15000,0,Strongly Approve,True,415000,455000,520000,425000,475000,525000,18000,23000,31000,175,117
87,I agree a little,Yes,541,ABC News,0,6,10,96,37,middle,A13UMY3NL33676,g,393795,393806,393845,80,78,87,450235,455623,479256,64,57,66,12696,12701,12709,53,53,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,57788,Female,5,3,trump,High school,High school,1,English,-0.5,0.5,0.5,1.5,1.5,-1.5,-1.5,1.5,0.25,4,3,-0,4,2,0,3,2.2857142857142856,1,62,80,100,100,2,-2,-2,-2,2,-3,-0.8333333333333334,2 months,146,0,Strongly Approve,True,393795,393806,393845,450235,455623,479256,12696,12701,12709,175,117
8,I agree a lot,No,362,New York Times,0,6,10,98,21,young,A1LR3HQEOKAGM6,g,425000,500000,600000,37,31,22,900000,1500000,2800000,25,12,7,15000,23000,30000,40,34,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,75208,Male,4,1,Donald Trump,Some college,Some college,1,English,-2.5,-2.5,-2.5,-2.5,1.5,1.5,1.5,1.5,-0.5,-1,-1,2,1,-1,-2,-1,-0.42857142857142855,1,75,14,100,100,-1,2,2,2,-0,-2,0.5,4 months+,500000,0,Strongly Disapprove,True,425000,500000,600000,900000,1500000,2800000,15000,23000,30000,175,117
79,I agree a little,Yes,380,Fox News,0,6,10,99,64,old,AU5BD5NSSES9H,g,3000000,3300000,3400000,88,90,91,3300000,3500000,3800000,86,82,90,250000,280000,320000,91,96,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,80,68,44410,Male,2,3,Donald Trump,Advanced Degree,High school,0,English,0.5,0.5,1.5,1.5,0.5,1.5,-0.5,1.5,0.875,2,2,-0,-1,-2,-2,2,0.14285714285714285,1,77,59,74,67,1,1,0,1,-1,1,0.5,2 months,27000,0,Somewhat Approve,True,3000000,3300000,3400000,3300000,3500000,3800000,250000,280000,320000,175,117
58,I neither agree nor disagree,Yes,790,CBS News,0,6,8,100,49,middle,A171LP458WNH5K,g,301,9197,68211,56,41,68,301,9171,68211,59,41,67,38,150,1027,58,42,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,42,74,76209,Female,2,4,Donald Trump,4-year degree,Some college,6,English,0.5,1.5,-1.5,-0.5,1.5,-0.5,-0.5,2.5,0.375,2,-1,-2,-2,-1,-1,1,-0.5714285714285714,1,48,66,33,57,0,2,1,0,1,1,0.8333333333333334,2 months,4,0,Somewhat Approve,True,301,9197,68211,301,9171,68211,38,150,1027,175,117
47,I agree a little,Yes,406,Fox News,0,6,8,101,32,middle,A38UFUOI99XQDR,g,1500,8000,10000,71,60,49,1000,2000,4000,39,36,52,750,800,900,36,39,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,66,56,85340,Female,1,3,Donald trump,4-year degree,Some college,4,English,0.5,1.5,2.5,1.5,0.5,1.5,-0.5,1.5,1.125,1,-2,-1,3,-1,2,1,0.42857142857142855,1,39,65,46,81,-3,-2,-1,-2,3,-2,-1.1666666666666667,2 months,2500,0,Strongly Approve,True,1500,8000,10000,1000,2000,4000,750,800,900,175,117
70,I agree a lot,No,909,Washington Post,0,6,9,102,29,young,A36319REQTMSI0,g,500000,650000,700000,72,74,75,500000,650000,700000,87,88,88,17500,18000,20000,82,86,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,98117,Male,5,2,donald trump,4-year degree,4-year degree,1,English,0.5,0.5,0.5,0.5,1.5,-1.5,-1.5,1.5,0.25,-3,-4,4,2,-2,1,-4,-0.8571428571428571,1,100,63,100,100,3,3,-1,0,3,1,1.5,4 months+,500,0,Somewhat Approve,True,500000,650000,700000,500000,650000,700000,17500,18000,20000,175,117
37,I agree a little,Yes,325,Fox News,0,6,7,103,32,middle,A3FNNGJUJS2CUZ,g,2000,4000,8000,29,47,92,1000,2000,3000,19,41,48,900,1000,2000,15,39,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,39,63,77477,Female,3,3,Donald Trump,4-year degree,4-year degree,4,English,0.5,1.5,2.5,1.5,0.5,1.5,-0.5,1.5,1.125,2,-1,-2,1,-2,1,2,0.14285714285714285,1,54,74,26,42,-3,-2,-1,-2,3,-2,-1.1666666666666667,2 months,1500,0,Strongly Approve,True,2000,4000,8000,1000,2000,3000,900,1000,2000,175,117
3,I disagree a little,Yes,116,Fox News,0,6,8,104,25,young,A2CUST5RXVF09H,g,100000,100000,100000,1,1,1,100000,100000,100000,1,1,19,50000,50000,50000,18,35,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,30045,Male,4,1,Donald Trump,Some college,2-year degree,2,English,0.5,-2.5,-2.5,-1.5,-2.5,2.5,2.5,-1.5,-0.625,1,-1,-0,0,-0,0,0,0,1,1,0,0,0,-3,-3,-3,-3,3,-2,-1.8333333333333333,1 week,50000,0,Somewhat Disapprove,True,100000,100000,100000,100000,100000,100000,50000,50000,50000,175,117
1,I agree a little,No,806,CNN,0,6,6,108,43,middle,A1GEPABLJSZ8S4,g,405000,469000,493754,81,65,58,482984,493364,500234,42,78,69,12034,13093,13564,64,50,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,21,18,30301,Male,4,2,Donald Trump,4-year degree,4-year degree,1,English,1.5,0.5,-0.5,0.5,2.5,1.5,-0.5,-0.5,0.625,-1,2,-0,-1,-1,-1,1,-0.14285714285714285,1,15,27,91,65,2,0,1,-1,-1,1,0.3333333333333333,2 months,400000,0,Strongly Approve,True,405000,469000,493754,482984,493364,500234,12034,13093,13564,175,117
52,I neither agree nor disagree,No,251,Fox News,0,6,10,109,38,middle,A1B5SSGMTAQ9B5,g,400000,405000,410000,86,65,42,405000,410000,425000,77,60,51,13000,13500,14000,69,54,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,32034,Female,4,2,Trump,High school,High school,0,english,-0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,1.5,0.125,1,2,2,1,3,2,1,1.7142857142857142,1,44,57,95,95,0,-1,-1,-2,-0,-1,-0.8333333333333334,4 weeks,5000,0,Somewhat Approve,True,400000,405000,410000,405000,410000,425000,13000,13500,14000,175,117
64,I agree a little,No,468,Fox News,0,6,9,110,28,young,A12DY4HHG6MYF0,g,450000,500000,600000,75,65,54,400000,425000,450000,49,50,50,15000,20000,25000,50,59,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,60103,Male,4,2,donald trump,2-year degree,High school,2,english,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,2.25,-4,-4,4,-4,-0,4,-4,-1.1428571428571428,1,81,53,100,100,3,3,3,3,-3,0,1.5,4 weeks,50000,0,Strongly Disapprove,True,450000,500000,600000,400000,425000,450000,15000,20000,25000,175,117
34,I agree a little,Yes,596,Washington Post,0,6,8,113,42,middle,A3DYPDGX5U3OJZ,g,3000,6000,10000,41,56,71,2000,2500,5000,47,68,80,500,1000,1200,57,69,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,61,78,45417,Female,4,2,Donald Trump,Advanced Degree,4-year degree,2,Engllish,0.5,1.5,0.5,-0.5,1.5,0.5,-1.5,0.5,0.375,-2,1,2,-3,2,-1,-2,-0.42857142857142855,1,83,68,94,85,1,2,1,0,-1,0,0.5,4 weeks,880000,0,Somewhat Approve,True,3000,6000,10000,2000,2500,5000,500,1000,1200,175,117
70,I disagree a little,Yes,914,MSNBC,0,6,10,114,39,middle,A1LTV9MGGQCIT3,g,43000,45500,49000,50,60,80,44500,49000,54000,70,75,85,13000,15500,18500,61,65,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,40,5,79936,Male,3,2,Donald Trump,2-year degree,Some high school,1,English,0.5,0.5,2.5,2.5,0.5,1.5,-1.5,1.5,1,1,1,-3,1,1,-1,1,0.14285714285714285,1,91,51,80,80,-1,1,1,0,-0,1,0.3333333333333333,4 months+,925000,0,Strongly Disapprove,True,43000,45500,49000,44500,49000,54000,13000,15500,18500,175,117
83,I agree a little,Yes,361,Fox News,0,6,8,115,26,young,A3BHIT3RV7MGOE,g,68211,215003,393782,81,87,94,200000,300000,400000,73,87,97,1027,5102,12692,74,81,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,87,100,73301,Female,4,4,donald trump,4-year degree,4-year degree,3,english,1.5,-1.5,-0.5,2.5,1.5,-0.5,-2.5,0.5,0.125,2,-3,-1,3,-2,3,2,0.5714285714285714,1,68,81,45,91,2,-1,0,-3,-1,3,0,3 months,400000,0,Somewhat Approve,True,68211,215003,393782,200000,300000,400000,1027,5102,12692,175,117
67,I agree a little,Yes,332,CBS News,0,6,9,116,35,middle,AB036D1V69QGV,g,3,6,9,75,60,45,3,6,9,64,66,35,3,6,9,51,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,61,44,92410,Female,3,2,Donald Trump,4-year degree,4-year degree,35,english,2.5,1.5,0.5,1.5,1.5,2.5,-1.5,2.5,1.375,2,1,-2,2,-2,2,1,0.5714285714285714,1,79,63,70,65,0,1,2,3,-2,1,0.8333333333333334,4 months+,3000,0,Strongly Approve,True,3,6,9,3,6,9,3,6,9,175,117
72,I agree a lot,Yes,371,Fox News,0,6,8,117,32,middle,A3V4SRRO18ELMV,g,498000,630000,945000,64,54,49,590000,645000,890000,81,77,75,15000,23000,32000,76,76,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,50,36,80634,Male,1,2,D trump,4-year degree,2-year degree,3,english,1.5,2.5,0.5,1.5,1.5,2.5,-1.5,1.5,1.25,4,-4,-4,1,-3,2,3,-0.14285714285714285,1,44,45,52,73,2,3,1,1,-3,1,0.8333333333333334,2 months,100000,0,Strongly Approve,True,498000,630000,945000,590000,645000,890000,15000,23000,32000,175,117
53,I neither agree nor disagree,Yes,390,ABC News,0,6,7,118,35,middle,A2I2J4F85KYO7D,g,1301,9197,68211,53,70,81,38,150,1027,25,43,55,500,1000,1500,43,61,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,70,65,77099,Male,2,2,Donald trump,4-year degree,2-year degree,6,ENGLISH,-0.5,0.5,1.5,1.5,-0.5,-0.5,-0.5,1.5,0.375,2,-3,-1,2,-2,3,2,0.42857142857142855,1,74,65,66,83,-1,0,1,1,-2,2,0.16666666666666666,4 weeks,200000,0,Somewhat Approve,True,1301,9197,68211,38,150,1027,500,1000,1500,175,117
71,I agree a little,Yes,459,NBC News,0,6,9,119,31,middle,AF2SSFUQ7Z7MU,g,10,20,50,25,46,62,10,20,50,32,44,46,10,20,50,17,37,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,82,64,11221,Female,4,3,donald trump,4-year degree,4-year degree,1,english,2.5,1.5,2.5,1.5,1.5,1.5,-1.5,1.5,1.375,2,-1,-1,1,-2,2,2,0.42857142857142855,1,51,55,59,84,2,3,2,3,-2,3,1.8333333333333333,4 weeks,700,0,Somewhat Approve,True,10,20,50,10,20,50,10,20,50,175,117
88,I agree a little,Yes,629,CNN,0,6,8,122,30,middle,A27HE87W55LQ0U,g,4500,8500,10000,83,82,88,9000,9197,10000,92,88,89,80,150,180,92,87,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,91,88,97467,Male,4,3,Donald Trump,4-year degree,4-year degree,15,English,1.5,0.5,2.5,1.5,1.5,2.5,-0.5,1.5,1.375,2,-2,-3,1,-2,3,2,0.14285714285714285,1,84,92,94,92,2,1,3,1,-2,1,1,2 months,2000,0,Somewhat Approve,True,4500,8500,10000,9000,9197,10000,80,150,180,175,117
47,I agree a lot,Yes,357,CBS News,0,6,10,124,29,young,A3NNW1DLQD3HVH,g,200,400,800,48,37,50,100,300,500,62,74,85,15,20,25,50,53,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,10,95746,Female,5,1,Trump,Some college,High school,1,English,-2.5,-1.5,-2.5,-2.5,-2.5,-2.5,2.5,-2.5,-1.75,1,-2,-1,1,-1,-1,1,-0.2857142857142857,1,7,55,69,68,-3,-3,-3,-3,3,-3,-2,4 weeks,100000,0,Somewhat Approve,True,200,400,800,100,300,500,15,20,25,175,117
75,I agree a little,Yes,695,CBS News,0,6,10,125,32,middle,A2OVA31QVKTL5Q,g,3,3,3,79,98,95,4,4,4,83,92,86,6,6,6,75,91,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,59,70,77056,Male,2,4,donald trumb,4-year degree,4-year degree,32,english,1.5,2.5,1.5,2.5,1.5,2.5,-1.5,2.5,1.625,3,2,-1,2,-3,2,1,0.8571428571428571,1,75,84,62,83,-2,-3,-2,-3,2,-3,-1.8333333333333333,3 weeks,50,0,Strongly Approve,True,3,3,3,4,4,4,6,6,6,175,117
30,I agree a little,Yes,759,Fox News,0,6,8,126,30,middle,A30OZZ8V2W0NQA,g,3000,6197,35000,29,57,80,3000,10000,70000,43,62,93,70,80,500,27,54,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,66,70,43604,Male,5,2,trump,4-year degree,4-year degree,2,English,1.5,1.5,0.5,2.5,1.5,2.5,-1.5,0.5,1.125,2,1,-2,-1,4,-1,1,0.5714285714285714,1,61,72,85,78,2,3,0,3,-1,3,1.6666666666666667,2 months,26000,0,Strongly Approve,True,3000,6197,35000,3000,10000,70000,70,80,500,175,117
21,I agree a little,No,500,Fox News,0,6,10,127,55,middle,A2MYLV7DGUL42B,g,420000,490000,600000,60,61,61,500000,600000,700000,62,62,62,15000,20000,25000,60,61,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,51,21,43614,Female,4,2,Trump,4-year degree,Advanced Degree,1,English,-0.5,0.5,1.5,1.5,1.5,1.5,1.5,1.5,1.125,3,3,3,3,3,2,3,2.857142857142857,1,80,50,82,70,1,0,0,0,1,1,0.5,2 weeks,10000,0,Somewhat Approve,True,420000,490000,600000,500000,600000,700000,15000,20000,25000,175,117
20,I agree a little,No,487,CBS News,0,6,10,128,63,old,A28LOT01MYVYYJ,g,425000,455000,500000,9,7,3,450000,475000,525000,4,3,2,13000,15000,20000,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,78411,Male,4,2,Trump,Advanced Degree,High school,birth,English,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.125,-3,-4,-1,-3,-4,-1,-4,-2.857142857142857,1,92,35,100,97,1,-1,0,1,1,1,0.5,4 months+,100,0,Strongly Disapprove,True,425000,455000,500000,450000,475000,525000,13000,15000,20000,175,117
0,I agree a lot,Yes,547,ABC News,0,6,10,129,45,middle,A24YK0MTFM2TRL,g,396000,398000,400000,50,50,50,400000,420000,440000,50,50,50,14500,16000,17500,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,15065,Male,4,1,Donald Trump,4-year degree,2-year degree,1,English,-0.5,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,-2,-4,2,0,-1,1,-2,-0.8571428571428571,1,83,16,88,88,1,0,1,-1,-1,-1,-0.16666666666666666,2 months,6000,0,Somewhat Disapprove,True,396000,398000,400000,400000,420000,440000,14500,16000,17500,175,117
