"attention","effort","id","age","age_bin","MTurk_ID","group_id","rt_t","rt_g","rt_ta","prob_of_case","prob_of_hosp","prob_of_death","zip","Gender","gen_health","gen_anxiety","president","edu","edu_mom","start_en","prim_lng","num1","num2","num3","num4","num5","num6","num7","num8","num_mu","cons1","cons2","cons3","cons4","cons5","cons6","cons7","conserv_mu","know_someone","corona_news_1","corona_anxious_1","past_social_iso_1","futur_social_iso_1","risk1","risk2","risk3","risk4","risk5","risk6","risk_mu","time_to_stop_dist","max_new_cases","cCases_1_est","cCases_2_est","cCases_3_est","aCases_1_est","aCases_2_est","aCases_3_est","deaths_1_est","deaths_2_est","deaths_3_est","og_n","new_n","study","income_down_1","optimism_1","essential_worker","total_time","news","fox","new","trump"
6,10,1197,23,"young","A31A4YKVSOYRVS","g",NA,35022.027,NA,26,21,30,97430,1,2,2,"Trump",2,2,"0","English",0.5,1.5,-0.5,-1.5,0.5,-0.5,0.5,0.5,0.125,0,-1,-1,1,1,1,1,0.285714285714286,0,31,20,34,33,1,1,-1,2,-1,2,0.666666666666667,6,10000,136000,175000,2e+05,2e+05,250000,316000,1630,2000,2400,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1198,28,"young","A1CUVBLHQTJZRH","t",486.263,NA,NA,62,75,62,98052,2,3,4,"Donald Trump",5,5,"1","English",1.5,0.5,1.5,-0.5,0.5,1.5,-0.5,1.5,0.75,2,-1,-3,2,-3,2,1,0,0,83,52,83,52,0,2,1,0,-1,0,0.333333333333333,6,300,10,30,40,100,200,400,500,1000,1500,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,1245,33,"middle","A2CZ5X2TRRZONT","t",88.116,NA,NA,20,29,14,30060,2,3,2,"trump",3,4,"2","engliish",1.5,-0.5,0.5,-0.5,0.5,0.5,0.5,0.5,0.375,-2,-1,-1,1,0,-3,-3,-1.28571428571429,0,17,15,17,21,1,1,0,0,0,1,0.5,4,456,565,35678,56564,40000,56009,475999,6798,66467,456654,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,8,1269,21,"young","A3L9VMKSTT7RQN","t",168.634,NA,NA,59,3,1,4096,2,1,1,"Donald Trump",3,5,"0","English",1.5,1.5,1.5,1.5,2.5,2.5,1.5,2.5,1.875,0,0,0,-1,-1,0,0,-0.285714285714286,0,36,42,93,57,0,-3,-2,1,-1,1,-0.666666666666667,4,20000,150000,3e+05,5e+05,1e+06,2e+06,5e+06,2000,3000,5000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,8,1273,27,"young","A3DMUT4EUBAU9Y","t",166.334,NA,NA,85,94,97,43619,1,2,3,"Trump",4,4,"1","English",-1.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5,0.5,0,2,-1,-2,1,-3,-3,-0.857142857142857,0,78,99,100,23,2,-2,0,0,1,-2,-0.166666666666667,4,4567812098,24576,29772,34127,30165,39823,61354,2312,2532,28692,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1295,47,"middle","AMHVH9MFHO5DE","t",179.191,NA,NA,2,1,1,40475,2,1,1,"Trump",6,4,"1","English",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,-3,-3,-3,-1,-4,0,-1.57142857142857,0,82,43,83,84,-2,-2,-1,-1,1,0,-0.833333333333333,6,100,1e+05,110000,120000,2e+05,220000,250000,1507,1557,1607,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,8,1300,42,"middle","A1KDXN6R2SDOVN","g",NA,207.418,NA,71,90,71,30238,2,2,3,"donald trump",3,2,"3","english",0.5,-0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,0.125,2,-1,-1,2,-1,1,1,0.428571428571429,0,67,83,95,94,0,-1,0,-1,0,-1,-0.5,5,300,90000,120000,130000,90000,120000,140000,2000,2300,2600,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,7,1304,60,"middle","AF82BCZ2TDPH6","ta",NA,NA,243.677,31,4,4,3103,1,2,3,"Trump",3,3,"0","english",0.5,0.5,1.5,1.5,1.5,0.5,1.5,1.5,1.125,0,2,-1,1,1,-2,-1,0,1,61,62,69,73,1,1,1,0,-1,2,0.666666666666667,4,5e+05,160000,250000,260000,170000,260000,3e+05,3000,3500,3800,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,7,1305,31,"middle","ALSB7QWF3WZHN","g",NA,293.605,NA,31,11,4,14206,2,2,1,"Donald Trump",5,2,"3","English",1.5,1.5,1.5,1.5,1.5,0.5,-0.5,0.5,1,0,0,0,0,0,0,0,0,0,50,9,73,75,1,1,1,1,-1,1,0.666666666666667,5,15000,170000,350000,430000,250000,350000,5e+05,2500,3500,4500,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1308,28,"young","AJ4T7PTRYNSUW","t",180.756,NA,NA,25,0,0,98396,2,3,3,"donald trump",2,3,"3","English",1.5,-0.5,2.5,2.5,2.5,0.5,0.5,2.5,1.5,0,0,3,4,4,0,4,2.14285714285714,0,100,65,100,100,2,-1,-2,0,2,-2,-0.166666666666667,2,500,120000,125000,150000,240000,3e+05,350000,400,500,700,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1311,67,"old","A1REJE4H1KLBXY","ta",NA,NA,261.355,2,3,3,29649,1,1,1,"Trump",6,2,"3","English",-0.5,-1.5,-0.5,-0.5,0.5,-1.5,-1.5,-0.5,-0.75,4,4,4,-4,4,3,3,2.57142857142857,0,98,40,88,78,-2,1,4,-1,-1,0,0.166666666666667,3,135000,98000,98500,99000,97000,97500,98000,1600,1650,1675,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1316,59,"middle","A23HANYTQPADUC","ta",NA,NA,105.542,9,5,1,15701,2,4,2,"Trump",3,1,"0","English",2.5,2.5,2.5,2.5,2.5,-2.5,2.5,2.5,1.875,-4,4,-2,2,4,1,-4,0.142857142857143,0,12,65,100,100,-2,-2,-2,-2,-2,-2,-2,4,650000,120000,2e+06,5e+06,150000,3e+05,1e+06,1500,2250,3000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1317,61,"old","AGNEWBU7179GY","ta",NA,NA,164.468,0,0,0,40744,1,2,1,"Donald Trump",2,1,"1","English",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,2.5,-2.5,-1.875,0,-4,4,-4,4,-4,0,-0.571428571428571,0,100,50,100,100,-3,-3,-3,4,3,4,0.333333333333333,3,12,7,12,20,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1324,40,"middle","A1WZY9GOEE7IAZ","g",NA,257.908,NA,10,4,1,32828,1,1,2,"Donald Trump",4,6,"10","Italian",1.5,1.5,1.5,1.5,1.5,2.5,2.5,2.5,1.875,-2,2,4,-2,-2,0,0,0,0,100,60,100,100,0,0,-2,-2,-2,0,-1,5,NA,150,300,500,300,550,800,3,4,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1326,35,"middle","A1SIJS5J2W1EEZ","t",487.944,NA,NA,100,100,100,2563,2,1,4,"Donald Trump",5,5,"15","English",2.5,2.5,2.5,2.5,2.5,2.5,-2.5,2.5,1.875,1,4,-3,4,-4,1,-4,-0.142857142857143,0,100,100,100,100,4,0,-3,-3,3,-3,-0.333333333333333,7,43,68,319,2183,36,319,2183,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,8,1327,73,"old","A1LTLWLFZUM1A8","ta",NA,NA,180.725,9,9,4,64151,1,1,2,"Donald Trump",3,3,"1 yr","English",-0.5,0.5,0.5,0.5,0.5,-2.5,0.5,-0.5,-0.125,4,4,-4,4,4,4,4,2.85714285714286,0,86,30,91,91,-1,1,1,0,1,-1,0.166666666666667,5,500,5000,8000,12000,5000,9000,12000,300,600,800,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,1332,30,"middle","A2WKQJEX0WU6F5","t",184.6,NA,NA,50,19,2,84037,2,2,2,"Trump",3,2,"1","English",-0.5,-0.5,-0.5,1.5,0.5,-0.5,-0.5,-0.5,-0.125,2,-1,-1,-2,-1,0,2,-0.142857142857143,1,26,40,69,71,-1,-1,0,0,1,-1,-0.333333333333333,4,1000,2e+05,3e+05,599000,4000,6000,10000,2000,3000,5000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1335,33,"middle","A10ZWTCLFOJP16","ta",NA,NA,152.039,41,23,10,80808,1,3,2,"Trump",5,5,"2","english",-1.5,1.5,1.5,1.5,0.5,1.5,1.5,1.5,1,2,1,4,3,3,4,2,2.71428571428571,0,13,32,86,68,1,1,0,1,-1,0,0.333333333333333,4,200,40,80,160,100,200,300,20,30,90,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,8,1339,67,"old","A22XG3P1AWEVO5","g",NA,49.982,NA,66,61,29,19403,2,4,2,"donald trump",3,2,"02","english",1.5,0.5,0.5,0.5,0.5,1.5,-0.5,0.5,0.625,-1,-1,-2,4,-1,-2,1,-0.285714285714286,1,54,47,30,73,1,4,2,1,1,-1,1.33333333333333,4,1500,61,319,2183,1,15,48,100,300,750,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,1351,65,"old","A3DNQLB6X7GTQQ","ta",NA,NA,325.496,1,1,1,46322,2,4,1,"Trump",3,2,"1","English",2.5,2.5,2.5,2.5,1.5,2.5,-0.5,1.5,1.875,3,1,4,4,1,4,4,3,0,79,15,91,97,0,-2,-1,-1,1,4,0.166666666666667,5,2500000,250000,390000,610000,7e+05,980000,1200000,1900,2900,4800,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1356,50,"middle","A1A9402JQBA2AF","g",NA,385.242,NA,52,23,24,62326,1,2,2,"donald trump",4,2,"2","english",-1.5,0.5,0.5,0.5,-0.5,-0.5,0.5,-0.5,-0.125,1,-3,4,-2,2,-4,-4,-0.857142857142857,1,100,70,100,99,0,0,0,0,0,0,0,5,10000,2e+05,4e+05,6e+05,2e+05,4e+05,5e+05,1500,2500,3000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1357,27,"young","A1K3EVN2Y9DKBZ","t",245.876,NA,NA,75,15,0,92114,1,2,3,"Donald Trump",3,1,"1","English",2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.125,-2,-4,0,-3,-4,-3,-4,-2.85714285714286,0,1,60,95,100,-1,-2,-2,-1,0,-1,-1.16666666666667,6,200,1e+05,102500,105000,105000,112000,120000,1500,1600,1800,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1369,30,"middle","A2FC6G4YCZPSRG","ta",NA,NA,268.984,51,21,3,80022,1,1,1,"Donald Trump",6,5,"1","English",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,-4,-4,2,-4,4,2,2,-0.285714285714286,0,100,100,100,100,4,4,4,4,-4,4,2.66666666666667,4,80000,100,200,300,90,180,320,25,39,51,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,8,1375,35,"middle","ANDJGNGFCS66G","g",NA,369.417,NA,20,20,0,96805,1,2,2,"Donald Trump",6,4,"0","English",-0.5,0.5,-0.5,1.5,0.5,-0.5,-0.5,1.5,0.25,-2,3,0,0,1,-1,0,0.142857142857143,1,91,92,100,83,-1,2,1,2,-1,0,0.5,6,450,150,319,2183,100,350,2200,5,20,55,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,1377,43,"middle","AIU30D5BNNCWH","g",NA,327.364,NA,12,6,4,30012,2,1,2,"D. Trump",3,5,"Baby","English",-2.5,1.5,2.5,2.5,-0.5,-2.5,2.5,2.5,0.75,4,4,0,0,-4,0,-4,0,0,93,73,97,94,-1,-3,-3,-1,2,4,-0.333333333333333,4,400,68,319,19367,75,579,1500,1,8,20,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1379,67,"old","A2D7X6N3G5CMT1","t",149.131,NA,NA,83,72,89,19154,2,2,2,"Donald trump",5,3,"2","english",1.5,0.5,1.5,1.5,1.5,0.5,-2.5,1.5,0.75,1,-2,0,3,-2,1,2,0.428571428571429,1,80,89,74,90,1,2,0,4,-1,2,1.33333333333333,4,8000,8,77,168,7,76,174,2,12,27,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1380,30,"middle","A35K3YVCX1LVPE","ta",NA,NA,833.7,11,13,1,23324,1,2,1,"Donald Trump",3,6,"0","English",-0.5,-0.5,-1.5,-1.5,-0.5,0.5,-0.5,0.5,-0.5,-4,-4,3,-3,0,-1,-3,-1.71428571428571,0,13,19,66,84,-2,2,0,2,1,2,0.833333333333333,5,250000,1e+05,120000,140000,120000,160000,2e+05,1650,1900,2300,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1389,42,"middle","A3HNO6AKSLW7KD","t",108.776,NA,NA,50,5,0,45209,2,3,4,"Donald Trump",6,5,"0","English",-2.5,1.5,2.5,2.5,2.5,2.5,-0.5,2.5,1.375,-2,-4,-1,-3,-4,-2,-2,-2.57142857142857,0,91,100,95,95,4,1,1,2,-2,0,1,4,2000,150000,2e+05,3e+05,5e+05,7e+05,1e+06,2500,3800,7000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,1390,49,"middle","ALHQS98GBMXYV","g",NA,270.663,NA,40,15,5,19333,2,3,4,"donald trump",5,2,"1","english",1.5,1.5,2.5,2.5,1.5,1.5,-1.5,1.5,1.375,1,3,-1,3,4,1,2,1.85714285714286,0,75,90,85,75,0,-2,-2,0,-2,-2,-1.33333333333333,3,14000,250000,420000,1200000,450000,1200000,2500000,4000,8600,16400,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,7,1398,34,"middle","AWWIRE9WIBDLH","t",378.936,NA,NA,8,1,0,77068,1,1,2,"Trump",5,2,"1","english",1.5,1.5,0.5,1.5,-2.5,-0.5,1.5,1.5,0.625,0,2,0,-1,-1,-1,-2,-0.428571428571429,0,20,3,36,60,-1,0,-2,-3,3,0,-0.5,7,30,1e+05,120000,150000,98000,1e+05,110000,2000,2500,2800,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1400,72,"old","A1DZDAR6J7N3HH","ta",NA,NA,166.049,86,99,9,32225,2,5,4,"Trump",6,6,"1","English",-1.5,-1.5,-1.5,2.5,-2.5,-0.5,2.5,2.5,0,4,-4,-4,-4,-4,-4,4,-1.71428571428571,0,99,100,100,100,-3,-3,0,4,0,4,0.333333333333333,3,10000,3e+05,6e+05,1e+06,3e+05,6e+05,1e+06,2500,5000,10000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,1404,64,"old","AG35FZXI6EC9D","t",285.819,NA,NA,52,46,31,89148,2,3,4,"Donald Trump",5,3,"1","English",0.5,0.5,2.5,2.5,-0.5,-0.5,2.5,0.5,1,1,-3,3,1,0,-1,-2,-0.142857142857143,0,74,97,79,82,-1,-2,-1,-1,0,-1,-1,5,4000,2e+05,5e+05,6e+05,250000,6e+05,750000,3000,6000,7000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,1406,47,"middle","A2NKWQBUT6Y0RA","ta",NA,NA,243.834,5,0,0,86001,1,2,4,"Trump",5,2,"Birth","English",0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.125,-4,-4,0,-1,0,0,-3,-1.71428571428571,0,100,100,100,100,-2,4,4,0,-2,4,1.33333333333333,5,1000,120000,2e+05,275000,2e+05,4e+05,8e+05,3000,10000,20000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,7,1411,50,"middle","A2FIKTYGZDS95G","t",799.278,NA,NA,48,64,51,84107,2,2,2,"Donald Trump",5,3,"1","english",0.5,0.5,0.5,0.5,1.5,0.5,-0.5,1.5,0.625,3,-1,1,-2,1,-3,-1,-0.285714285714286,1,92,81,61,49,0,0,0,1,-1,1,0.166666666666667,1,86000,97000,97100,97500,85000,86000,90000,1200,1230,1250,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,2001,25,"young","A24E737D0977EH","g",NA,105.901,NA,38,13,2,22406,1,1,1,"Donald Trump",4,5,"0","English",-2.5,-0.5,-2.5,0.5,1.5,1.5,1.5,1.5,0.125,-3,-3,1,-3,1,1,1,-0.714285714285714,0,58,30,31,23,1,-1,-2,-1,2,-2,-0.5,6,40900,435000,578000,789000,508000,709000,928000,16000,22000,28000,1,1,2,2,4,1,361,9,0,1,1
6,10,2002,78,"old","A1PVWZ8ZYJHCOJ","ta",NA,NA,141.474,2,0,0,80127,2,1,1,"trump",6,2,"3","english",1.5,1.5,1.5,1.5,-0.5,-0.5,0.5,-0.5,0.625,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,4,4,4,4,3,4,3.83333333333333,1,1000,5e+05,550000,6e+05,6e+05,7e+05,8e+05,13000,14000,15000,1,1,2,0,1,2,356,10,0,1,1
6,10,2003,28,"young","A0017268R9SKD8U2Y3F","t",121.381,NA,NA,1,1,1,92832,1,1,1,"Donald Trump",3,2,"0","English",-2.5,-2.5,-2.5,-2.5,0.5,-0.5,0.5,-0.5,-1.25,4,4,-4,0,-2,3,3,1.14285714285714,0,100,86,100,100,0,4,0,0,1,1,1,6,NA,468000,550000,649000,1500000,1700000,2100000,16200,17500,18400,1,1,2,0,3,2,405,1,0,1,1
6,10,2004,28,"young","AVIOR20K5ZXQD","ta",NA,NA,163.2,80,5,1,43004,1,1,1,"Trump",6,2,"0","English",-2.5,-2.5,-2.5,-2.5,0.5,0.5,0.5,-0.5,-1.125,-2,-1,2,-1,-1,1,-1,-0.428571428571429,1,81,41,83,80,1,1,0,1,-2,2,0.5,6,20000,5e+05,750000,1e+06,1e+06,5e+06,7500000,20000,50000,75000,1,1,2,0,4,1,404,10,0,1,2
6,8,2005,20,"young","A1UILN84MTMKSW","ta",NA,NA,140.487,9,5,1,32137,2,1,1,"Donald Trump",3,4,"From birth (~1 year old)","English",1.5,2.5,2.5,2.5,1.5,2.5,2.5,2.5,2.25,-1,1,-1,0,2,-3,0,-0.285714285714286,0,30,81,60,70,1,-2,-3,1,1,-2,-0.666666666666667,5,350000,450000,750000,1200000,750000,1250000,1800000,17000,23500,25000,1,1,2,90,2,2,401,9,0,1,1
6,10,2006,31,"middle","A2IYR9HF66R029","t",112.955,NA,NA,81,50,20,17569,1,1,1,"Donald Trump",4,2,"1","English",-2.5,-2.5,-2.5,-2.5,2.5,2.5,-2.5,2.5,-0.625,-4,-4,0,4,-4,-4,-4,-2.28571428571429,0,100,99,100,100,-1,-3,-3,-3,-4,-3,-2.83333333333333,7,5000,450000,5e+05,6e+05,5e+05,625000,925000,15000,18000,22000,1,1,2,100,2,2,369,6,0,1,1
6,9,2007,38,"middle","A3UN1F1EOHKKE6","t",129.708,NA,NA,25,1,0,49423,2,1,1,"Donald Trump",3,2,"0","English",1.5,1.5,1.5,1.5,2.5,2.5,2.5,2.5,2,-4,-4,4,-4,-4,-1,-4,-2.42857142857143,1,95,80,95,95,-2,0,-2,-2,-2,-1,-1.5,6,50000,550000,750000,1e+06,750000,1e+06,1250000,22000,45000,75000,1,1,2,25,4,1,356,6,0,1,1
6,10,2008,42,"middle","A1VVR9MA1P9HWJ","t",159.242,NA,NA,6,7,2,46614,1,1,1,"Donald Trump",6,2,"1","english",0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1,-4,-4,4,-4,-4,-1,-4,-2.42857142857143,0,94,91,68,88,1,2,2,2,0,1,1.33333333333333,7,25000,430000,475000,530000,425000,460000,5e+05,18000,25000,32000,1,1,2,0,4,1,412,12,0,1,1
6,10,2009,45,"middle","A1SLR72L2E2Y7Z","ta",NA,NA,155.837,50,60,70,10011,2,1,1,"Donald Trump",6,6,"1","English",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,-3,-3,1,-3,-4,0,-2,-2,1,91,30,40,40,-1,0,0,0,1,1,0.166666666666667,7,30000,420000,480000,540000,7e+05,9e+05,1100000,16000,23000,30000,1,1,2,30,3,2,429,5,0,1,1
6,9,2010,34,"middle","A3NFGEUZAH9V5G","t",175.572,NA,NA,15,9,5,66046,2,1,1,"Trump",3,5,"1","english",1.5,1.5,1.5,1.5,1.5,1.5,-1.5,1.5,1.125,-3,3,3,3,-3,3,3,1.28571428571429,0,82,84,78,51,2,-2,-2,-2,2,-2,-0.666666666666667,3,580,1500,3200,5900,1200,2800,4200,700,1800,2900,1,1,2,38,2,2,393,1,0,1,4
6,9,2011,40,"middle","ANUT13S1G9RWU","g",NA,175.365,NA,33,14,4,92592,2,1,1,"Donald Trump",2,4,"1","English",-0.5,-0.5,0.5,0.5,0.5,1.5,1.5,1.5,0.625,-1,-3,1,-1,0,0,-1,-0.714285714285714,0,28,61,75,86,-1,-2,-1,-1,0,0,-0.833333333333333,6,150000,555000,750000,899000,1100000,1500000,2e+06,17000,22000,27000,1,1,2,65,3,2,422,4,0,1,1
6,10,2012,26,"young","A19O7OCARDFDGS","g",NA,149.628,NA,45,46,50,36078,2,1,1,"Donald Trump",4,5,"1","english",0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.25,0,4,0,0,4,0,0,1.14285714285714,0,49,82,48,49,0,-3,-3,-3,-1,-2,-2,7,50,5000,10000,15000,45000,50000,60000,3,6,9,1,1,2,93,3,2,357,12,0,1,3
6,9,2014,40,"middle","A3G8OON0TDPN1E","t",151.892,NA,NA,1,1,1,78501,2,1,1,"Donald J. Trump",5,2,"1","English",1.5,1.5,1.5,1.5,2.5,2.5,2.5,2.5,2,4,4,4,4,4,4,4,4,0,100,1,98,99,0,1,2,2,-1,-2,0.333333333333333,5,1500,4e+05,425000,450000,410000,430000,460000,13000,13500,14000,1,1,2,10,5,2,425,3,1,1,4
6,10,2015,26,"young","A2IZAD6SRVCPRY","ta",NA,NA,155.144,21,11,1,15224,2,1,1,"Donald Trump",5,3,"1","English",0.5,1.5,0.5,2.5,0.5,2.5,2.5,2.5,1.625,-2,-4,-1,-3,-4,-4,-2,-2.85714285714286,0,53,19,57,58,2,4,2,2,1,1,2,5,1e+07,450000,5e+05,6e+05,6e+05,7e+05,9e+05,15000,20000,30000,1,1,2,11,1,2,453,12,0,1,1
6,9,2016,30,"middle","A2FS9J42NUQGZ0","t",136.244,NA,NA,11,0,0,11788,2,1,1,"Donald Trump",5,2,"1","English",-1.5,-1.5,1.5,1.5,0.5,1.5,1.5,1.5,0.625,-4,-3,-3,-2,-3,-2,-4,-3,0,60,20,90,91,2,-1,1,-1,2,1,0.666666666666667,5,15000,5e+05,6e+05,750000,650000,8e+05,1e+06,19000,25000,35000,1,1,2,70,2,2,409,6,0,1,1
6,9,2017,33,"middle","A26SF9CTNKKBYB","ta",NA,NA,173.51,5,2,1,12065,2,1,1,"Donald Trump",4,4,"1","English",0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.875,-4,-4,3,-4,-4,-1,-4,-2.57142857142857,0,70,50,99,99,-1,-1,-1,1,0,-1,-0.5,7,1e+05,5e+05,650000,750000,6e+05,8e+05,950000,18000,24000,32000,1,1,2,81,3,2,426,6,0,1,1
6,10,2018,37,"middle","A21UA6O7ZFAIQJ","g",NA,142.066,NA,5,1,1,27403,2,1,1,"Donald Trump",5,6,"0","English",0.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,1.75,0,0,-1,-1,1,2,0,0.142857142857143,0,49,28,68,64,1,0,0,1,1,0,0.5,6,20000,5e+05,650000,8e+05,750000,1e+06,1250000,20000,25000,32000,1,1,2,83,1,1,464,10,0,1,1
6,10,2019,38,"middle","A22KRF782ELLB0","g",NA,179.145,NA,29,1,0,42071,2,1,1,"Donald Trump",5,3,"2","English",1.5,2.5,2.5,2.5,2.5,1.5,1.5,2.5,2.125,-4,-4,1,-4,-4,-3,-4,-3.14285714285714,0,95,64,95,86,-3,-3,-3,-3,-4,-3,-3.16666666666667,6,35000,470000,580000,750000,7e+05,9e+05,1300000,16000,22000,32000,1,1,2,38,1,2,459,6,0,1,1
6,10,2020,34,"middle","A4IEHQI7RBRDX","ta",NA,NA,123.52,6,3,0,28570,2,1,1,"Donald J. Trump",2,2,"1","english",0.5,1.5,0.5,0.5,0.5,0.5,-0.5,1.5,0.625,4,4,4,4,4,4,4,4,0,87,9,72,71,-1,1,0,0,0,-3,-0.5,4,5e+05,4e+05,450000,5e+05,5e+05,550000,6e+05,1500,2000,2500,1,1,2,0,4,1,436,3,1,1,4
6,9,2021,35,"middle","A24GY3MMDG63PB","t",160.967,NA,NA,100,50,25,28152,2,1,1,"Donald Trump",5,5,"4","English",0.5,1.5,0.5,2.5,1.5,2.5,2.5,1.5,1.625,-1,-3,-1,-1,-4,-3,-1,-2,0,100,100,70,100,-3,-3,-3,-3,-1,-2,-2.5,7,20000,6e+05,9e+05,1500000,1e+06,2500000,5e+06,20000,50000,110000,1,1,2,50,1,2,472,2,0,1,1
6,9,2022,31,"middle","A1MKEVJ528HX10","t",173.718,NA,NA,19,6,1,10017,1,1,1,"Donald Trump",5,4,"2","English",-0.5,0.5,-0.5,1.5,1.5,1.5,2.5,1.5,1,-1,-2,3,1,1,3,2,1,1,78,93,97,92,-1,-2,-1,-2,-1,-1,-1.33333333333333,6,2000,425000,475000,525000,450000,5e+05,575000,17000,25000,30000,1,1,2,31,4,2,459,1,0,1,2
6,10,2023,23,"young","AZCGF2D7QIO10","g",NA,199.731,NA,40,20,5,77029,2,1,1,"Donald Trump",3,3,"1","English",0.5,0.5,0.5,0.5,2.5,1.5,2.5,2.5,1.375,3,3,-2,3,0,-2,3,1.14285714285714,0,70,65,80,80,-2,1,0,-2,-4,2,-0.833333333333333,5,1000,4145234,7109872,9876541,400865,698723,871234,12770,12823,13134,1,1,2,0,4,1,438,1,0,1,2
6,9,2024,29,"young","A328CL0WG845R","ta",NA,NA,75.923,86,86,73,10001,2,1,1,"Donald John Trump",6,5,"4","English",1.5,2.5,1.5,2.5,1.5,1.5,-2.5,1.5,1.25,-3,4,2,-1,4,-3,-1,0.285714285714286,0,84,87,88,91,-2,-3,-1,-2,1,-3,-1.66666666666667,3,16000,1900,2700,4500,37,65,150,450,890,1562,1,1,2,33,4,1,268,3,1,1,4
6,10,2026,33,"middle","A11F3MA5FWH6SJ","g",NA,161.81,NA,0,0,0,27051,2,1,1,"Donald Trump",2,4,"4","English",0.5,0.5,1.5,1.5,0.5,1.5,-1.5,1.5,0.75,4,4,0,0,0,0,0,1.14285714285714,0,50,20,100,100,2,-2,-2,1,1,-1,-0.166666666666667,5,1000,4e+05,400500,401000,4e+05,400500,401000,13000,13500,14000,1,1,2,75,3,2,411,10,0,1,4
6,10,2027,34,"middle","A4VXQTDDKZFC3","g",NA,240.83,NA,20,23,1,63303,1,1,1,"Donald Trump",6,4,"1","English",-0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2,4,-4,-4,-4,-4,-4,-4,-2.85714285714286,0,82,100,63,100,-2,4,4,4,1,-1,1.66666666666667,7,2000,45000,52000,60000,45000,52000,60000,16000,23000,30000,1,1,2,0,5,1,526,2,0,1,4
6,10,2028,61,"old","A1E2T84AUMW6ZC","t",119.198,NA,NA,19,3,1,NA,1,1,1,"Trump",5,2,"0","english",0.5,0.5,0.5,0.5,1.5,-1.5,0.5,0.5,0.375,-4,-4,4,-4,-3,-1,-4,-2.28571428571429,0,100,100,100,100,-3,-3,-1,-2,2,-2,-1.5,6,1e+05,410000,444000,697000,450000,490000,520000,15000,18000,20000,1,1,2,50,4,2,362,12,0,1,1
