"zip","est","confidence","decrease","MTurk_ID","exp","group","day","id","past_social_iso_1","futur_social_iso_1","time_to_stop_dist","rt","attention","president","outcome","age","effort","new","lb","truth","n_start","state_id","z_est","z_conf"
1001,458600,48,FALSE,"A2UWEI9PTEVNGC",1,"ta",3,8280000,56,77,5,521.107,6,"Donald Trump","aCases",25,8,NA,96968,340775,1999,"MA",2.41694600109337,1.90270169433793
1001,178300,63,FALSE,"A2UWEI9PTEVNGC",1,"ta",1,8280000,56,77,5,521.107,6,"Donald Trump","cCases",25,8,NA,96968,165851,1999,"MA",1.24393619213918,2.50835075011018
1001,350800,84,FALSE,"A2UWEI9PTEVNGC",1,"ta",3,8280000,56,77,5,521.107,6,"Donald Trump","cCases",25,8,NA,96968,340775,1999,"MA",2.44740783063615,3.34446766681357
1001,3200,44,FALSE,"A2UWEI9PTEVNGC",1,"ta",1,8280000,56,77,5,521.107,6,"Donald Trump","deaths",25,8,NA,1477,4114,1999,"MA",1.35132149041109,1.76804697403232
1001,278500,82,FALSE,"A2UWEI9PTEVNGC",1,"ta",2,8280000,56,77,5,521.107,6,"Donald Trump","cCases",25,8,NA,96968,248079,1999,"MA",1.94299623954438,3.26483748427039
1109,150000,55,FALSE,"A1MJWY7UO3CDSM",1,"ta",1,930000,84,94,4,140.287,6,"donald trump","cCases",31,10,NA,96968,165851,1999,"MA",1.04649707695388,2.18983001993746
1109,325000,47,FALSE,"A1MJWY7UO3CDSM",1,"ta",3,930000,84,94,4,140.287,6,"donald trump","cCases",31,10,NA,96968,340775,1999,"MA",2.26741033340008,1.87130928976474
1109,1800,55,FALSE,"A1MJWY7UO3CDSM",1,"ta",1,930000,84,94,4,140.287,6,"donald trump","deaths",31,10,NA,1477,4114,1999,"MA",0.76011833835624,2.2100587175404
1109,250000,52,FALSE,"A1MJWY7UO3CDSM",1,"ta",2,930000,84,94,4,140.287,6,"donald trump","cCases",31,10,NA,96968,248079,1999,"MA",1.74416179492314,2.07038474612269
1109,2400,54,FALSE,"A1MJWY7UO3CDSM",1,"ta",2,930000,84,94,4,140.287,6,"donald trump","deaths",31,10,NA,1477,7687,1999,"MA",1.01349111780832,2.16987583176694
1109,4e+05,55,FALSE,"A1MJWY7UO3CDSM",1,"ta",2,930000,84,94,4,140.287,6,"donald trump","aCases",31,10,NA,96968,248079,1999,"MA",2.10810815620879,2.18017902476221
1109,9e+05,55,FALSE,"A1MJWY7UO3CDSM",1,"ta",3,930000,84,94,4,140.287,6,"donald trump","aCases",31,10,NA,96968,340775,1999,"MA",4.74324335146977,2.18017902476221
1109,250000,56,FALSE,"A1MJWY7UO3CDSM",1,"ta",1,930000,84,94,4,140.287,6,"donald trump","aCases",31,10,NA,96968,165851,1999,"MA",1.31756759763049,2.21981864339425
1109,3200,54,FALSE,"A1MJWY7UO3CDSM",1,"ta",3,930000,84,94,4,140.287,6,"donald trump","deaths",31,10,NA,1477,11981,1999,"MA",1.35132149041109,2.16987583176694
1129,4e+05,0,FALSE,"A3HXCMU4MOPSQI",3.2,"ta",1,507,NA,NA,NA,101.191,6,"Donald Trump","cCases",45,9,NA,393782,505959,1999,"MA",1.53595203733936,0
1129,515000,0,FALSE,"A3HXCMU4MOPSQI",3.2,"ta",3,507,NA,NA,NA,101.191,6,"Donald Trump","aCases",45,9,NA,393782,677570,1999,"MA",1.00076111639038,0
1129,405000,0,FALSE,"A3HXCMU4MOPSQI",3.2,"ta",2,507,NA,NA,NA,101.191,6,"Donald Trump","cCases",45,9,NA,393782,590573,1999,"MA",1.5551514378061,0
1129,16000,0,FALSE,"A3HXCMU4MOPSQI",3.2,"ta",3,507,NA,NA,NA,101.191,6,"Donald Trump","deaths",45,9,NA,12692,35594,1999,"MA",1.01520357180637,0
1129,15500,0,FALSE,"A3HXCMU4MOPSQI",3.2,"ta",2,507,NA,NA,NA,101.191,6,"Donald Trump","deaths",45,9,NA,12692,28011,1999,"MA",0.98347846018742,0
1129,15000,0,FALSE,"A3HXCMU4MOPSQI",3.2,"ta",1,507,NA,NA,NA,101.191,6,"Donald Trump","deaths",45,9,NA,12692,22431,1999,"MA",0.951753348568471,0
1129,410000,0,FALSE,"A3HXCMU4MOPSQI",3.2,"ta",3,507,NA,NA,NA,101.191,6,"Donald Trump","cCases",45,9,NA,393782,677570,1999,"MA",1.57435083827285,0
1129,5e+05,0,FALSE,"A3HXCMU4MOPSQI",3.2,"ta",1,507,NA,NA,NA,101.191,6,"Donald Trump","aCases",45,9,NA,393782,505959,1999,"MA",0.971612734359588,0
1129,510000,0,FALSE,"A3HXCMU4MOPSQI",3.2,"ta",2,507,NA,NA,NA,101.191,6,"Donald Trump","aCases",45,9,NA,393782,590573,1999,"MA",0.99104498904678,0
1220,1e+06,50,FALSE,"A24BTHQJ9OKCWA",2,"ta",3,0.0944,95,95,6,444.64,6,"Donald Trump","aCases",24,10,0,393782,677570,1999,"MA",1.8263453171075,1.95958949423508
1220,5e+05,70,FALSE,"A24BTHQJ9OKCWA",2,"ta",1,0.0944,95,95,6,444.64,6,"Donald Trump","aCases",24,10,0,393782,505959,1999,"MA",0.913172658553749,2.74342529192911
1220,1680,51,FALSE,"A24BTHQJ9OKCWA",1,"ta",2,1370000,51,51,6,258.235,6,"Donald Trump","deaths",24,10,NA,1477,7687,1999,"MA",0.709443782465824,2.04932717444655
1220,6e+05,50,FALSE,"A24BTHQJ9OKCWA",2,"ta",3,0.0944,95,95,6,444.64,6,"Donald Trump","cCases",24,10,0,393782,677570,1999,"MA",2.12348343806184,1.97706226971134
1220,7e+05,70,FALSE,"A24BTHQJ9OKCWA",2,"ta",2,0.0944,95,95,6,444.64,6,"Donald Trump","aCases",24,10,0,393782,590573,1999,"MA",1.27844172197525,2.74342529192911
1220,14000,80,FALSE,"A24BTHQJ9OKCWA",2,"ta",1,0.0944,95,95,6,444.64,6,"Donald Trump","deaths",24,10,0,12692,22431,1999,"MA",0.968468734428794,3.01908612303049
1220,1760,52,FALSE,"A24BTHQJ9OKCWA",1,"ta",3,1370000,51,51,6,258.235,6,"Donald Trump","deaths",24,10,NA,1477,11981,1999,"MA",0.743226819726101,2.08951006022002
1220,1550,51,FALSE,"A24BTHQJ9OKCWA",1,"ta",1,1370000,51,51,6,258.235,6,"Donald Trump","deaths",24,10,NA,1477,4114,1999,"MA",0.654546346917873,2.04932717444655
1220,150000,50,FALSE,"A24BTHQJ9OKCWA",1,"ta",1,1370000,51,51,6,258.235,6,"Donald Trump","cCases",24,10,NA,96968,165851,1999,"MA",1.04649707695388,1.99075456357951
1220,3e+05,51,FALSE,"A24BTHQJ9OKCWA",1,"ta",2,1370000,51,51,6,258.235,6,"Donald Trump","cCases",24,10,NA,96968,248079,1999,"MA",2.09299415390777,2.0305696548511
1220,5e+05,50,FALSE,"A24BTHQJ9OKCWA",2,"ta",2,0.0944,95,95,6,444.64,6,"Donald Trump","cCases",24,10,0,393782,590573,1999,"MA",1.7695695317182,1.97706226971134
1220,420000,50,FALSE,"A24BTHQJ9OKCWA",2,"ta",1,0.0944,95,95,6,444.64,6,"Donald Trump","cCases",24,10,0,393782,505959,1999,"MA",1.48643840664329,1.97706226971134
1220,3e+05,51,FALSE,"A24BTHQJ9OKCWA",1,"ta",2,1370000,51,51,6,258.235,6,"Donald Trump","aCases",24,10,NA,96968,248079,1999,"MA",1.58108111715659,2.02162055023405
1220,450000,51,FALSE,"A24BTHQJ9OKCWA",1,"ta",3,1370000,51,51,6,258.235,6,"Donald Trump","aCases",24,10,NA,96968,340775,1999,"MA",2.37162167573489,2.02162055023405
1220,15500,80,FALSE,"A24BTHQJ9OKCWA",2,"ta",2,0.0944,95,95,6,444.64,6,"Donald Trump","deaths",24,10,0,12692,28011,1999,"MA",1.07223324168902,3.01908612303049
1220,150000,50,FALSE,"A24BTHQJ9OKCWA",1,"ta",1,1370000,51,51,6,258.235,6,"Donald Trump","aCases",24,10,NA,96968,165851,1999,"MA",0.790540558578295,1.98198093160201
1220,450000,52,FALSE,"A24BTHQJ9OKCWA",1,"ta",3,1370000,51,51,6,258.235,6,"Donald Trump","cCases",24,10,NA,96968,340775,1999,"MA",3.13949123086165,2.07038474612269
1220,16800,80,FALSE,"A24BTHQJ9OKCWA",2,"ta",3,0.0944,95,95,6,444.64,6,"Donald Trump","deaths",24,10,0,12692,35594,1999,"MA",1.16216248131455,3.01908612303049
1247,20000,2,FALSE,"A3I55L67X0MWC4",3.2,"ta",3,438,NA,NA,NA,167.493,6,"Donald Trump","deaths",52,9,NA,12692,35594,1999,"MA",1.26900446475796,0.0739173735135178
1247,6e+05,3,FALSE,"A3I55L67X0MWC4",3.2,"ta",3,438,NA,NA,NA,167.493,6,"Donald Trump","cCases",52,9,NA,393782,677570,1999,"MA",2.30392805600904,0.115043592761759
1247,6e+05,1,FALSE,"A3I55L67X0MWC4",3.2,"ta",1,438,NA,NA,NA,167.493,6,"Donald Trump","aCases",52,9,NA,393782,505959,1999,"MA",1.16593528123151,0.0382346256703767
1247,17000,2,FALSE,"A3I55L67X0MWC4",3.2,"ta",2,438,NA,NA,NA,167.493,6,"Donald Trump","deaths",52,9,NA,12692,28011,1999,"MA",1.07865379504427,0.0739173735135178
1247,525000,5,FALSE,"A3I55L67X0MWC4",3.2,"ta",2,438,NA,NA,NA,167.493,6,"Donald Trump","cCases",52,9,NA,393782,590573,1999,"MA",2.01593704900791,0.191739321269599
1247,8e+05,1,FALSE,"A3I55L67X0MWC4",3.2,"ta",2,438,NA,NA,NA,167.493,6,"Donald Trump","aCases",52,9,NA,393782,590573,1999,"MA",1.55458037497534,0.0382346256703767
1247,450000,10,FALSE,"A3I55L67X0MWC4",3.2,"ta",1,438,NA,NA,NA,167.493,6,"Donald Trump","cCases",52,9,NA,393782,505959,1999,"MA",1.72794604200678,0.383478642539198
1247,1e+06,1,FALSE,"A3I55L67X0MWC4",3.2,"ta",3,438,NA,NA,NA,167.493,6,"Donald Trump","aCases",52,9,NA,393782,677570,1999,"MA",1.94322546871918,0.0382346256703767
1247,15000,10,FALSE,"A3I55L67X0MWC4",3.2,"ta",1,438,NA,NA,NA,167.493,6,"Donald Trump","deaths",52,9,NA,12692,22431,1999,"MA",0.951753348568471,0.369586867567589
1581,3500,25,FALSE,"A337VY6C7PZWA3",1,"ta",3,7840000,96,96,6,264.938,6,"Donald Trump","deaths",42,9,NA,1477,11981,1999,"MA",1.47800788013713,1.00457214433655
1581,2400,25,FALSE,"A337VY6C7PZWA3",1,"ta",2,7840000,96,96,6,264.938,6,"Donald Trump","deaths",42,9,NA,1477,7687,1999,"MA",1.01349111780832,1.00457214433655
1581,2e+05,22,FALSE,"A337VY6C7PZWA3",1,"ta",2,7840000,96,96,6,264.938,6,"Donald Trump","aCases",42,9,NA,96968,248079,1999,"MA",1.05405407810439,0.872071609904884
1581,150000,31,FALSE,"A337VY6C7PZWA3",1,"ta",2,7840000,96,96,6,264.938,6,"Donald Trump","cCases",42,9,NA,96968,248079,1999,"MA",1.04649707695388,1.23426782941929
1581,160000,20,FALSE,"A337VY6C7PZWA3",1,"ta",1,7840000,96,96,6,264.938,6,"Donald Trump","aCases",42,9,NA,96968,165851,1999,"MA",0.843243262483515,0.792792372640804
1581,2000,24,FALSE,"A337VY6C7PZWA3",1,"ta",1,7840000,96,96,6,264.938,6,"Donald Trump","deaths",42,9,NA,1477,4114,1999,"MA",0.844575931506933,0.964389258563084
1581,250000,21,FALSE,"A337VY6C7PZWA3",1,"ta",3,7840000,96,96,6,264.938,6,"Donald Trump","aCases",42,9,NA,96968,340775,1999,"MA",1.31756759763049,0.832431991272844
1581,2e+05,31,FALSE,"A337VY6C7PZWA3",1,"ta",3,7840000,96,96,6,264.938,6,"Donald Trump","cCases",42,9,NA,96968,340775,1999,"MA",1.39532943593851,1.23426782941929
1581,117000,30,FALSE,"A337VY6C7PZWA3",1,"ta",1,7840000,96,96,6,264.938,6,"Donald Trump","cCases",42,9,NA,96968,165851,1999,"MA",0.816267720024029,1.1944527381477
1588,615000,78,FALSE,"A4XXV2B4568XW",3.2,"g",2,541,NA,NA,NA,246.781,6,"Donald Trump","aCases",41,10,NA,393782,590573,1999,"MA",1.19508366326229,2.98230080228938
1588,4e+05,77,FALSE,"A4XXV2B4568XW",3.2,"g",1,541,NA,NA,NA,246.781,6,"Donald Trump","cCases",41,10,NA,393782,505959,1999,"MA",1.53595203733936,2.95278554755182
1588,21000,74,FALSE,"A4XXV2B4568XW",3.2,"g",2,541,NA,NA,NA,246.781,6,"Donald Trump","deaths",41,10,NA,12692,28011,1999,"MA",1.33245468799586,2.73494282000016
1588,410000,85,FALSE,"A4XXV2B4568XW",3.2,"g",1,541,NA,NA,NA,246.781,6,"Donald Trump","aCases",41,10,NA,393782,505959,1999,"MA",0.796722442174862,3.24994318198202
1588,8e+05,81,FALSE,"A4XXV2B4568XW",3.2,"g",3,541,NA,NA,NA,246.781,6,"Donald Trump","cCases",41,10,NA,393782,677570,1999,"MA",3.07190407467872,3.1061770045675
1588,815000,84,FALSE,"A4XXV2B4568XW",3.2,"g",3,541,NA,NA,NA,246.781,6,"Donald Trump","aCases",41,10,NA,393782,677570,1999,"MA",1.58372875700613,3.21170855631164
1588,24000,80,FALSE,"A4XXV2B4568XW",3.2,"g",3,541,NA,NA,NA,246.781,6,"Donald Trump","deaths",41,10,NA,12692,35594,1999,"MA",1.52280535770955,2.95669494054071
1588,6e+05,78,FALSE,"A4XXV2B4568XW",3.2,"g",2,541,NA,NA,NA,246.781,6,"Donald Trump","cCases",41,10,NA,393782,590573,1999,"MA",2.30392805600904,2.99113341180574
1588,16000,74,FALSE,"A4XXV2B4568XW",3.2,"g",1,541,NA,NA,NA,246.781,6,"Donald Trump","deaths",41,10,NA,12692,22431,1999,"MA",1.01520357180637,2.73494282000016
1701,17000,99,FALSE,"A2UVQ7IWI2XTYY",2,"ta",1,0.0134,82,88,5,193.402,6,"Donald Trump","deaths",21,9,1,12692,22431,1999,"MA",1.17599774894925,3.73611907725024
1701,25000,88,FALSE,"A2UVQ7IWI2XTYY",2,"ta",2,0.0134,82,88,5,193.402,6,"Donald Trump","deaths",21,9,1,12692,28011,1999,"MA",1.72940845433713,3.32099473533354
1701,6e+05,94,FALSE,"A2UVQ7IWI2XTYY",2,"ta",3,0.0134,82,88,5,193.402,6,"Donald Trump","cCases",21,9,1,393782,677570,1999,"MA",2.12348343806184,3.71687706705733
1701,110000,67,FALSE,"A3RIBFIB7C8D20",3.1,"ta",1,396,NA,NA,NA,92.458,6,"Donald Trump","cCases",26,9,NA,96968,165851,1999,"MA",0.664231495035271,2.74347019612474
1701,1e+06,48,FALSE,"A2UVQ7IWI2XTYY",2,"ta",1,0.0134,82,88,5,193.402,6,"Donald Trump","aCases",21,9,1,393782,505959,1999,"MA",1.8263453171075,1.88120591446567
1701,2200000,62,FALSE,"A2UVQ7IWI2XTYY",2,"ta",2,0.0134,82,88,5,193.402,6,"Donald Trump","aCases",21,9,1,393782,590573,1999,"MA",4.0179596976365,2.4298909728515
1701,150000,66,FALSE,"A3RIBFIB7C8D20",3.1,"ta",2,396,NA,NA,NA,92.458,6,"Donald Trump","aCases",26,9,NA,96968,248079,1999,"MA",0.771366366248189,2.59926731465097
1701,3000,66,FALSE,"A3RIBFIB7C8D20",3.1,"ta",2,396,NA,NA,NA,92.458,6,"Donald Trump","deaths",26,9,NA,1477,7687,1999,"MA",1.14062868752955,2.56792844802883
1701,5e+05,90,FALSE,"A2UVQ7IWI2XTYY",2,"ta",2,0.0134,82,88,5,193.402,6,"Donald Trump","cCases",21,9,1,393782,590573,1999,"MA",1.7695695317182,3.55871208548042
1701,110000,67,FALSE,"A3RIBFIB7C8D20",3.1,"ta",1,396,NA,NA,NA,92.458,6,"Donald Trump","aCases",26,9,NA,96968,165851,1999,"MA",0.565668668582005,2.63865015275174
1701,420000,84,FALSE,"A2UVQ7IWI2XTYY",2,"ta",1,0.0134,82,88,5,193.402,6,"Donald Trump","cCases",21,9,1,393782,505959,1999,"MA",1.48643840664329,3.32146461311506
1701,5000,66,FALSE,"A3RIBFIB7C8D20",3.1,"ta",3,396,NA,NA,NA,92.458,6,"Donald Trump","deaths",26,9,NA,1477,11981,1999,"MA",1.90104781254925,2.56792844802883
1701,35000,88,FALSE,"A2UVQ7IWI2XTYY",2,"ta",3,0.0134,82,88,5,193.402,6,"Donald Trump","deaths",21,9,1,12692,35594,1999,"MA",2.42117183607198,3.32099473533354
1701,150000,67,FALSE,"A3RIBFIB7C8D20",3.1,"ta",2,396,NA,NA,NA,92.458,6,"Donald Trump","cCases",26,9,NA,96968,248079,1999,"MA",0.905770220502643,2.74347019612474
1701,3e+06,72,FALSE,"A2UVQ7IWI2XTYY",2,"ta",3,0.0134,82,88,5,193.402,6,"Donald Trump","aCases",21,9,1,393782,677570,1999,"MA",5.4790359513225,2.82180887169851
1701,190000,68,FALSE,"A3RIBFIB7C8D20",3.1,"ta",3,396,NA,NA,NA,92.458,6,"Donald Trump","cCases",26,9,NA,96968,340775,1999,"MA",1.14730894597001,2.78441751248481
1701,190000,66,FALSE,"A3RIBFIB7C8D20",3.1,"ta",3,396,NA,NA,NA,92.458,6,"Donald Trump","aCases",26,9,NA,96968,340775,1999,"MA",0.977064063914373,2.59926731465097
1754,220000,47,FALSE,"AP761OJXC1MAE",3.1,"g",2,592,NA,NA,NA,2420.544,6,"Donald J Trump","cCases",48,8,NA,96968,248079,1999,"MA",1.32846299007054,1.92452386892333
1754,6e+05,61,FALSE,"AP761OJXC1MAE",3.1,"g",1,592,NA,NA,NA,2420.544,6,"Donald J Trump","aCases",48,8,NA,96968,165851,1999,"MA",3.08546546499276,2.40235312414711
1754,240000,33,FALSE,"AP761OJXC1MAE",3.1,"g",3,592,NA,NA,NA,2420.544,6,"Donald J Trump","cCases",48,8,NA,96968,340775,1999,"MA",1.44923235280423,1.35126143988234
1754,180000,68,FALSE,"AP761OJXC1MAE",3.1,"g",1,592,NA,NA,NA,2420.544,6,"Donald J Trump","cCases",48,8,NA,96968,165851,1999,"MA",1.08692426460317,2.78441751248481
1754,9e+05,51,FALSE,"AP761OJXC1MAE",3.1,"g",2,592,NA,NA,NA,2420.544,6,"Donald J Trump","aCases",48,8,NA,96968,248079,1999,"MA",4.62819819748913,2.00852474313938
1754,2800,50,FALSE,"AP761OJXC1MAE",3.1,"g",1,592,NA,NA,NA,2420.544,6,"Donald J Trump","deaths",48,8,NA,1477,4114,1999,"MA",1.06458677502758,1.94540033941578
1754,3400,37,FALSE,"AP761OJXC1MAE",3.1,"g",2,592,NA,NA,NA,2420.544,6,"Donald J Trump","deaths",48,8,NA,1477,7687,1999,"MA",1.29271251253349,1.43959625116768
1754,3800,28,FALSE,"AP761OJXC1MAE",3.1,"g",3,592,NA,NA,NA,2420.544,6,"Donald J Trump","deaths",48,8,NA,1477,11981,1999,"MA",1.44479633753743,1.08942419007284
1867,415000,40,FALSE,"A2HX4Z5J0044QI",3.2,"g",1,311,NA,NA,NA,284.016,6,"Donald Trump","cCases",40,9,NA,393782,505959,1999,"MA",1.59355023873959,1.53391457015679
1867,6e+05,32,FALSE,"A2HX4Z5J0044QI",3.2,"g",1,311,NA,NA,NA,284.016,6,"Donald Trump","aCases",40,9,NA,393782,505959,1999,"MA",1.16593528123151,1.22350802145205
1867,14000,37,FALSE,"A2HX4Z5J0044QI",3.2,"g",1,311,NA,NA,NA,284.016,6,"Donald Trump","deaths",40,9,NA,12692,22431,1999,"MA",0.888303125330573,1.36747141000008
1867,590000,50,FALSE,"A2HX4Z5J0044QI",3.2,"g",3,311,NA,NA,NA,284.016,6,"Donald Trump","cCases",40,9,NA,393782,677570,1999,"MA",2.26552925507556,1.91739321269599
1867,20000,37,FALSE,"A2HX4Z5J0044QI",3.2,"g",3,311,NA,NA,NA,284.016,6,"Donald Trump","deaths",40,9,NA,12692,35594,1999,"MA",1.26900446475796,1.36747141000008
1867,8e+05,37,FALSE,"A2HX4Z5J0044QI",3.2,"g",3,311,NA,NA,NA,284.016,6,"Donald Trump","aCases",40,9,NA,393782,677570,1999,"MA",1.55458037497534,1.41468114980394
1867,17000,38,FALSE,"A2HX4Z5J0044QI",3.2,"g",2,311,NA,NA,NA,284.016,6,"Donald Trump","deaths",40,9,NA,12692,28011,1999,"MA",1.07865379504427,1.40443009675684
1867,7e+05,36,FALSE,"A2HX4Z5J0044QI",3.2,"g",2,311,NA,NA,NA,284.016,6,"Donald Trump","aCases",40,9,NA,393782,590573,1999,"MA",1.36025782810342,1.37644652413356
1867,5e+05,50,FALSE,"A2HX4Z5J0044QI",3.2,"g",2,311,NA,NA,NA,284.016,6,"Donald Trump","cCases",40,9,NA,393782,590573,1999,"MA",1.9199400466742,1.91739321269599
1906,30000,5,FALSE,"A3DXLNAW0VJXBR",2,"g",3,0.1035,95,100,4,504.008,6,"Donald Trump","deaths",54,9,0,12692,35594,1999,"MA",2.07529014520456,0.188692882689406
1906,415000,48,FALSE,"A3DXLNAW0VJXBR",2,"g",1,0.1035,95,100,4,504.008,6,"Donald Trump","cCases",54,9,0,393782,505959,1999,"MA",1.4687427113261,1.89797977892289
1906,510000,19,FALSE,"A3DXLNAW0VJXBR",2,"g",2,0.1035,95,100,4,504.008,6,"Donald Trump","aCases",54,9,0,393782,590573,1999,"MA",0.931436111724824,0.74464400780933
1906,23000,17,FALSE,"A3DXLNAW0VJXBR",2,"g",2,0.1035,95,100,4,504.008,6,"Donald Trump","deaths",54,9,0,12692,28011,1999,"MA",1.59105577799016,0.64155580114398
1906,463000,24,FALSE,"A3DXLNAW0VJXBR",2,"g",2,0.1035,95,100,4,504.008,6,"Donald Trump","cCases",54,9,0,393782,590573,1999,"MA",1.63862138637105,0.948989889461446
1906,494000,7,FALSE,"A3DXLNAW0VJXBR",2,"g",3,0.1035,95,100,4,504.008,6,"Donald Trump","cCases",54,9,0,393782,677570,1999,"MA",1.74833469733758,0.276788717759588
1906,460000,46,FALSE,"A3DXLNAW0VJXBR",2,"g",1,0.1035,95,100,4,504.008,6,"Donald Trump","aCases",54,9,0,393782,505959,1999,"MA",0.840118845869449,1.80282233469627
1906,15000,35,FALSE,"A3DXLNAW0VJXBR",2,"g",1,0.1035,95,100,4,504.008,6,"Donald Trump","deaths",54,9,0,12692,22431,1999,"MA",1.03764507260228,1.32085017882584
1906,560000,5,FALSE,"A3DXLNAW0VJXBR",2,"g",3,0.1035,95,100,4,504.008,6,"Donald Trump","aCases",54,9,0,393782,677570,1999,"MA",1.0227533775802,0.195958949423508
1907,4e+05,4,FALSE,"AU5RW3OQBKMU7",1,"g",3,4360000,81,80,6,191.145,6,"Trump","aCases",63,8,NA,96968,340775,1999,"MA",2.10810815620879,0.158558474528161
1907,2500,3,FALSE,"AU5RW3OQBKMU7",1,"g",3,4360000,81,80,6,191.145,6,"Trump","deaths",63,8,NA,1477,11981,1999,"MA",1.05571991438367,0.120548657320386
1907,150000,20,FALSE,"AU5RW3OQBKMU7",1,"g",1,4360000,81,80,6,191.145,6,"Trump","cCases",63,8,NA,96968,165851,1999,"MA",1.04649707695388,0.796301825431802
1907,175000,17,FALSE,"AU5RW3OQBKMU7",1,"g",1,4360000,81,80,6,191.145,6,"Trump","aCases",63,8,NA,96968,165851,1999,"MA",0.922297318341345,0.673873516744683
1907,250000,10,FALSE,"AU5RW3OQBKMU7",1,"g",2,4360000,81,80,6,191.145,6,"Trump","aCases",63,8,NA,96968,248079,1999,"MA",1.31756759763049,0.396396186320402
1907,190000,10,FALSE,"AU5RW3OQBKMU7",1,"g",2,4360000,81,80,6,191.145,6,"Trump","cCases",63,8,NA,96968,248079,1999,"MA",1.32556296414159,0.398150912715901
1907,1700,9,FALSE,"AU5RW3OQBKMU7",1,"g",1,4360000,81,80,6,191.145,6,"Trump","deaths",63,8,NA,1477,4114,1999,"MA",0.717889541780893,0.361645971961157
1907,2000,6,FALSE,"AU5RW3OQBKMU7",1,"g",2,4360000,81,80,6,191.145,6,"Trump","deaths",63,8,NA,1477,7687,1999,"MA",0.844575931506933,0.241097314640771
1907,3e+05,5,FALSE,"AU5RW3OQBKMU7",1,"g",3,4360000,81,80,6,191.145,6,"Trump","cCases",63,8,NA,96968,340775,1999,"MA",2.09299415390777,0.199075456357951
2021,1525,51,FALSE,"AH4YPX4FVWMSY",1,"g",1,6210000,94,96,4,199.401,6,"Donald Trump","deaths",45,9,NA,1477,4114,1999,"MA",0.643989147774036,2.04932717444655
2021,130000,33,FALSE,"AH4YPX4FVWMSY",1,"g",2,6210000,94,96,4,199.401,6,"Donald Trump","aCases",45,9,NA,96968,248079,1999,"MA",0.685135150767856,1.30810741485733
2021,150000,30,FALSE,"AH4YPX4FVWMSY",1,"g",3,6210000,94,96,4,199.401,6,"Donald Trump","cCases",45,9,NA,96968,340775,1999,"MA",1.04649707695388,1.1944527381477
2021,160000,29,FALSE,"AH4YPX4FVWMSY",1,"g",3,6210000,94,96,4,199.401,6,"Donald Trump","aCases",45,9,NA,96968,340775,1999,"MA",0.843243262483515,1.14954894032917
2021,1570,38,FALSE,"AH4YPX4FVWMSY",1,"g",2,6210000,94,96,4,199.401,6,"Donald Trump","deaths",45,9,NA,1477,7687,1999,"MA",0.662992106232942,1.52694965939155
2021,105000,52,FALSE,"AH4YPX4FVWMSY",1,"g",1,6210000,94,96,4,199.401,6,"Donald Trump","cCases",45,9,NA,96968,165851,1999,"MA",0.732547953867718,2.07038474612269
